timestamp,alt_max,landed,freefall,ground_contact
34128245,1000.3882,1,0,0
34169057,1000.3929,1,0,0
34212078,1000.396,1,0,0
34254057,1000.3993,1,0,0
34295057,1000.4061,1,0,0
34338077,1000.41284,1,0,0
34380679,1000.4194,1,0,0
34422057,1000.42834,1,0,0
34464696,1000.4387,1,0,0
34506057,1000.4475,1,0,0
34547104,1000.4571,1,0,0
34588071,1000.46783,1,0,0
34631050,1000.4795,1,0,0
34672067,1000.4861,1,0,0
34714304,1000.4926,1,0,0
34755087,1000.4984,1,0,0
34797077,1000.50415,1,0,0
34838483,1000.5069,1,0,0
34879057,1000.5109,1,0,0
34921055,1000.51337,1,0,0
34963060,1000.5167,1,0,0
35003071,1000.5161,1,0,0
35044156,1000.5192,1,0,0
35085057,1000.5194,1,0,0
35126056,1000.51483,1,0,0
35167280,1000.5158,1,0,0
35208075,1000.5112,1,0,0
35249061,1000.5076,1,0,0
35292172,1000.5031,1,0,0
35334065,1000.50287,1,0,0
35377057,1000.4999,1,0,0
35419866,1000.501,1,0,0
35460993,1000.4992,1,0,0
35502057,1000.50073,1,0,0
35545394,1000.5051,1,0,0
35586057,1000.50995,1,0,0
35630643,1000.5128,1,0,0
35671062,1000.51776,1,0,0
35713750,1000.5241,1,0,0
35754061,1000.5297,1,0,0
35797146,1000.5365,1,0,0
35838060,1000.54376,1,0,0
35879059,1000.5514,1,0,0
35920067,1000.5584,1,0,0
35962069,1000.5634,1,0,0
36003070,1000.56616,1,0,0
36044057,1000.57227,1,0,0
36087189,1000.5813,1,0,0
36128053,1000.5898,1,0,0
36171004,1000.6023,1,0,0
36212057,1000.6152,1,0,0
36253064,1000.6285,1,0,0
36294382,1000.64075,1,0,0
36335059,1000.6499,1,0,0
36376077,1000.65765,1,0,0
36417053,1000.66473,1,0,0
36458060,1000.67377,1,0,0
36499198,1000.6857,1,0,0
36540064,1000.69653,1,0,0
36582095,1000.7068,1,0,0
36623831,1000.72186,1,0,0
36664405,1000.74005,1,0,0
36706059,1000.7543,1,0,0
36749134,1000.7715,1,0,0
36790062,1000.78613,1,0,0
36833799,1000.8038,1,0,0
36874067,1000.8179,1,0,0
36917452,1000.8355,1,0,0
36959068,1000.84937,1,0,0
37001257,1000.8683,1,0,0
37043076,1000.8851,1,0,0
37085826,1000.9058,1,0,0
37127055,1000.92236,1,0,0
37168085,1000.9386,1,0,0
37209432,1000.9607,1,0,0
37251057,1000.9783,1,0,0
37292057,1000.9937,1,0,0
37335066,1001.0041,1,0,0
37376052,1001.012,1,0,0
37417560,1001.02014,1,0,0
37459513,1001.0247,1,0,0
37500060,1001.0304,1,0,0
37541069,1001.0372,1,0,0
37582478,1001.0432,1,0,0
37624053,1001.0474,1,0,0
37665057,1001.0455,1,0,0
37705057,1001.04474,1,0,0
37748063,1001.0392,1,0,0
37789074,1001.03613,1,0,0
37830067,1001.0316,1,0,0
37871151,1001.0241,1,0,0
37911200,1001.02,1,0,0
37952087,1001.00616,1,0,0
37992067,1000.99585,1,0,0
38033059,1000.9864,1,0,0
38074057,1000.9736,1,0,0
38114059,1000.9644,1,0,0
38157063,1000.95416,1,0,0
38198177,1000.9445,1,0,0
38241537,1000.9301,1,0,0
38283102,1000.9182,1,0,0
38325426,1000.90283,1,0,0
38367087,1000.8924,1,0,0
38409605,1000.87976,1,0,0
38450059,1000.8726,1,0,0
38492076,1000.86584,1,0,0
38533506,1000.8546,1,0,0
38574165,1000.846,1,0,0
38615061,1000.8298,1,0,0
38657527,1000.8181,1,0,0
38697844,1000.80225,1,0,0
38739073,1000.7928,1,0,0
38780057,1000.78094,1,0,0
38821099,1000.76324,1,0,0
38863057,1000.7497,1,0,0
38904069,1000.7281,1,0,0
38945053,1000.71277,1,0,0
38987100,1000.69165,1,0,0
39029060,1000.6769,1,0,0
39070057,1000.66174,1,0,0
39111058,1000.6395,1,0,0
39153061,1000.62256,1,0,0
39195071,1000.60516,1,0,0
39236052,1000.5923,1,0,0
39278087,1000.5707,1,0,0
39321057,1000.55884,1,0,0
39364237,1000.5461,1,0,0
39405057,1000.5373,1,0,0
39448306,1000.5273,1,0,0
39489057,1000.5202,1,0,0
39531109,1000.5083,1,0,0
39574135,1000.49725,1,0,0
39616645,1000.4844,1,0,0
39657060,1000.4728,1,0,0
39698181,1000.45825,1,0,0
39739061,1000.4474,1,0,0
39781366,1000.43134,1,0,0
39823083,1000.4194,1,0,0
39865783,1000.4052,1,0,0
39906059,1000.3962,1,0,0
39947060,1000.38574,1,0,0
39989546,1000.37274,1,0,0
40031057,1000.35974,1,0,0
40073056,1000.34875,1,0,0
40113057,1000.3412,1,0,0
40155293,1000.3287,1,0,0
40196057,1000.3178,1,0,0
40237056,1000.30786,1,0,0
40278323,1000.2951,1,0,0
40319066,1000.284,1,0,0
40361071,1000.2743,1,0,0
40401073,1000.2698,1,0,0
40442057,1000.2671,1,0,0
40484057,1000.26556,1,0,0
40525057,1000.2646,1,0,0
40566056,1000.2623,1,0,0
40608059,1000.25995,1,0,0
40648706,1000.263,1,0,0
40690057,1000.266,1,0,0
40732921,1000.2692,1,0,0
40774059,1000.2697,1,0,0
40816376,1000.2712,1,0,0
40858060,1000.2717,1,0,0
40901507,1000.2727,1,0,0
40943071,1000.2738,1,0,0
40985551,1000.27435,1,0,0
41026057,1000.2736,1,0,0
41067057,1000.2718,1,0,0
41108873,1000.26965,1,0,0
41149060,1000.2663,1,0,0
41191067,1000.2645,1,0,0
41232067,1000.2585,1,0,0
41273730,1000.25287,1,0,0
41315053,1000.24817,1,0,0
41356066,1000.2433,1,0,0
41397662,1000.23755,1,0,0
41439059,1000.23267,1,0,0
41479085,1000.2309,1,0,0
41521060,1000.2278,1,0,0
41562871,1000.2281,1,0,0
41604059,1000.23,1,0,0
41645057,1000.2323,1,0,0
41686269,1000.23474,1,0,0
41726093,1000.236,1,0,0
41767614,1000.23975,1,0,0
41808053,1000.2439,1,0,0
41848055,1000.2478,1,0,0
41889057,1000.2507,1,0,0
41930061,1000.2495,1,0,0
41972368,1000.24567,1,0,0
42014056,1000.2429,1,0,0
42056716,1000.2431,1,0,0
42098063,1000.2448,1,0,0
42140386,1000.2479,1,0,0
42182057,1000.25024,1,0,0
42225142,1000.25024,1,0,0
42267057,1000.24786,1,0,0
42309530,1000.2452,1,0,0
42350085,1000.2426,1,0,0
42392982,1000.2424,1,0,0
42433058,1000.24243,1,0,0
42474057,1000.2393,1,0,0
42515075,1000.2357,1,0,0
42556086,1000.231,1,0,0
42598302,1000.22534,1,0,0
42638053,1000.2178,1,0,0
42678168,1000.20807,1,0,0
42720052,1000.19995,1,0,0
42763069,1000.1902,1,0,0
42804070,1000.1847,1,0,0
42845052,1000.17584,1,0,0
42886829,1000.1654,1,0,0
42927064,1000.1515,1,0,0
42968078,1000.1373,1,0,0
43010057,1000.12335,1,0,0
43052356,1000.10596,1,0,0
43093057,1000.09503,1,0,0
43133075,1000.08356,1,0,0
43176080,1000.0738,1,0,0
43216057,1000.06476,1,0,0
43257060,1000.0578,1,0,0
43298153,1000.0552,1,0,0
43340070,1000.05505,1,0,0
43382057,1000.05585,1,0,0
43422057,1000.05884,1,0,0
43464665,1000.0627,1,0,0
43504176,1000.0681,1,0,0
43545065,1000.07697,1,0,0
43587066,1000.0877,1,0,0
43630057,1000.097,1,0,0
43671057,1000.107,1,0,0
43714057,1000.1206,1,0,0
43756772,1000.13666,1,0,0
43798060,1000.1483,1,0,0
43840801,1000.157,1,0,0
43882057,1000.16626,1,0,0
43924084,1000.1771,1,0,0
43967059,1000.1917,1,0,0
44009638,1000.2079,1,0,0
44051057,1000.22406,1,0,0
44092057,1000.23914,1,0,0
44134547,1000.25354,1,0,0
44175124,1000.2658,1,0,0
44217059,1000.28094,1,0,0
44259261,1000.29486,1,0,0
44300057,1000.30817,1,0,0
44342825,1000.3202,1,0,0
44383268,1000.33325,1,0,0
44424098,1000.34576,1,0,0
44466070,1000.3564,1,0,0
44506056,1000.3703,1,0,0
44548063,1000.3889,1,0,0
44589057,1000.4054,1,0,0
44630070,1000.42236,1,0,0
44671854,1000.43823,1,0,0
44712108,1000.4557,1,0,0
44752376,1000.46704,1,0,0
44794060,1000.48,1,0,0
44837861,1000.49005,1,0,0
44879090,1000.50275,1,0,0
44921475,1000.52155,1,0,0
44963057,1000.548,1,0,0
45005624,1000.5756,1,0,0
45047057,1000.60486,1,0,0
45089621,1000.6304,1,0,0
45131061,1000.65533,1,0,0
45173060,1000.6735,1,0,0
45215053,1000.68854,1,0,0
45255086,1000.6977,1,0,0
45296061,1000.69464,1,0,0
45339082,1000.6964,1,0,0
45381611,1000.6947,1,0,0
45423086,1000.6986,1,0,0
45465610,1000.7006,1,0,0
45506476,1000.7082,1,0,0
45547111,1000.7127,1,0,0
45589066,1000.7269,1,0,0
45632098,1000.7439,1,0,0
45673059,1000.7706,1,0,0
45715104,1000.80475,1,0,0
45757075,1000.84503,1,0,0
45798074,1000.88794,1,0,0
45840057,1000.9315,1,0,0
45882070,1000.9752,1,0,0
45923212,1001.0235,1,0,0
45964057,1001.0764,1,0,0
46006071,1001.1253,1,0,0
46046060,1001.1844,1,0,0
46088683,1001.2477,1,0,0
46130116,1001.3099,1,0,0
46172202,1001.37,1,0,0
46213059,1001.42505,1,0,0
46257087,1001.4683,1,0,0
46298085,1001.5041,1,0,0
46339061,1001.5309,1,0,0
46381151,1001.54614,1,0,0
46422057,1001.5591,1,0,0
46464972,1001.57684,1,0,0
46506057,1001.5981,1,0,0
46549099,1001.6197,1,0,0
46590057,1001.63666,1,0,0
46631452,1001.6495,1,0,0
46671057,1001.6612,1,0,0
46714303,1001.6691,1,0,0
46755061,1001.67523,1,0,0
46798245,1001.674,1,0,0
46840088,1001.6703,1,0,0
46881057,1001.669,1,0,0
46921086,1001.6652,1,0,0
46963062,1001.6725,1,0,0
47005056,1001.67255,1,0,0
47046468,1001.6797,1,0,0
47087118,1001.6771,1,0,0
47128060,1001.678,1,0,0
47169071,1001.6781,1,0,0
47211332,1001.66876,1,0,0
47252057,1001.6666,1,0,0
47294057,1001.65356,1,0,0
47335220,1001.64966,1,0,0
47376122,1001.639,1,0,0
47438351,1001.62396,1,0,0
47480274,1001.6145,1,0,0
47521058,1001.59485,1,0,0
47562057,1001.57904,1,0,0
47604561,1001.552,1,0,0
47645057,1001.5319,1,0,0
47686057,1001.51276,1,0,0
47729044,1001.4847,1,0,0
47770403,1001.46686,1,0,0
47812984,1001.4418,1,0,0
47854057,1001.42487,1,0,0
47897116,1001.3996,1,0,0
47938064,1001.3825,1,0,0
47979091,1001.357,1,0,0
48020057,1001.3386,1,0,0
48062365,1001.3176,1,0,0
48103057,1001.30237,1,0,0
48146202,1001.28143,1,0,0
48188059,1001.26636,1,0,0
48232049,1001.2465,1,0,0
48272069,1001.23254,1,0,0
48314864,1001.2136,1,0,0
48356059,1001.1991,1,0,0
48399115,1001.18134,1,0,0
48441057,1001.16705,1,0,0
48482869,1001.1522,1,0,0
48523402,1001.14246,1,0,0
48564057,1001.1355,1,0,0
48606070,1001.13336,1,0,0
48649063,1001.13086,1,0,0
48691455,1001.1283,1,0,0
48732073,1001.125,1,0,0
48774071,1001.1182,1,0,0
48817059,1001.1119,1,0,0
48859948,1001.10486,1,0,0
48901057,1001.1009,1,0,0
48943913,1001.09265,1,0,0
48985084,1001.0851,1,0,0
49028085,1001.0759,1,0,0
49070057,1001.068,1,0,0
49112648,1001.0515,1,0,0
49154060,1001.03796,1,0,0
49195079,1001.02295,1,0,0
49238060,1001.0128,1,0,0
49280652,1001.00354,1,0,0
49321057,1000.99615,1,0,0
49362277,1000.9846,1,0,0
49404085,1000.97064,1,0,0
49446068,1000.95337,1,0,0
49488062,1000.94055,1,0,0
49530248,1000.9274,1,0,0
49572169,1000.91425,1,0,0
49613072,1000.8993,1,0,0
49654378,1000.87885,1,0,0
49695102,1000.8575,1,0,0
49736065,1000.83295,1,0,0
49777057,1000.8083,1,0,0
49819387,1000.7826,1,0,0
49860060,1000.7634,1,0,0
49901057,1000.7462,1,0,0
49942064,1000.7323,1,0,0
49983282,1000.7161,1,0,0
50023654,1000.7018,1,0,0
50063272,1000.6889,1,0,0
50104053,1000.6757,1,0,0
50146061,1000.6638,1,0,0
50189059,1000.6453,1,0,0
50230146,1000.63226,1,0,0
50273059,1000.61957,1,0,0
50315946,1000.61285,1,0,0
50357064,1000.60486,1,0,0
50400191,1000.59607,1,0,0
50441061,1000.58704,1,0,0
50483084,1000.5807,1,0,0
50523053,1000.5748,1,0,0
50565098,1000.5736,1,0,0
50607057,1000.56946,1,0,0
50649169,1000.56726,1,0,0
50691080,1000.5592,1,0,0
50732060,1000.5508,1,0,0
50773630,1000.54266,1,0,0
50815057,1000.53186,1,0,0
50858088,1000.5235,1,0,0
50899057,1000.51355,1,0,0
50941725,1000.50464,1,0,0
50982102,1000.49207,1,0,0
51023232,1000.4806,1,0,0
51064057,1000.4675,1,0,0
51105071,1000.45404,1,0,0
51145105,1000.4418,1,0,0
51187067,1000.4273,1,0,0
51228074,1000.41486,1,0,0
51269057,1000.4007,1,0,0
51310068,1000.386,1,0,0
51351385,1000.371,1,0,0
51393068,1000.3561,1,0,0
51434057,1000.3477,1,0,0
51476066,1000.3382,1,0,0
51517070,1000.3333,1,0,0
51559918,1000.32324,1,0,0
51600796,1000.31805,1,0,0
51640059,1000.30994,1,0,0
51680220,1000.30304,1,0,0
51722140,1000.2987,1,0,0
51765091,1000.2875,1,0,0
51808044,1000.27795,1,0,0
51849077,1000.2664,1,0,0
51891090,1000.2533,1,0,0
51934061,1000.23376,1,0,0
51976795,1000.2168,1,0,0
52018188,1000.1993,1,0,0
52060734,1000.18274,1,0,0
52102197,1000.1658,1,0,0
52144061,1000.1529,1,0,0
52187061,1000.1294,1,0,0
52229824,1000.1077,1,0,0
52271057,1000.08435,1,0,0
52313680,1000.06055,1,0,0
52354327,1000.03253,1,0,0
52395204,1000.0096,1,0,0
52437127,999.97925,1,0,0
52477057,999.9507,1,0,0
52518351,999.9245,1,0,0
52559067,999.8962,1,0,0
52601059,999.87427,1,0,0
52642057,999.84845,1,0,0
52684058,999.8275,1,0,0
52725057,999.8068,1,0,0
52766067,999.7899,1,0,0
52808060,999.77686,1,0,0
52848074,999.76306,1,0,0
52890068,999.7573,1,0,0
52930060,999.7473,1,0,0
52972724,999.7447,1,0,0
53014057,999.7405,1,0,0
53056993,999.74194,1,0,0
53098065,999.7401,1,0,0
53140802,999.7458,1,0,0
53182056,999.74744,1,0,0
53226210,999.75586,1,0,0
53267094,999.76013,1,0,0
53309493,999.77136,1,0,0
53351061,999.777,1,0,0
53393160,999.78467,1,0,0
53435057,999.7856,1,0,0
53477286,999.7898,1,0,0
53519070,999.7901,1,0,0
53562145,999.7918,1,0,0
53604052,999.7872,1,0,0
53644060,999.78864,1,0,0
53685733,999.79376,1,0,0
53727064,999.79645,1,0,0
53769781,999.80304,1,0,0
53809059,999.80566,1,0,0
53851063,999.8115,1,0,0
53892067,999.813,1,0,0
53935226,999.81384,1,0,0
53976059,999.814,1,0,0
54018971,999.81647,1,0,0
54058483,999.8198,1,0,0
54099288,999.82367,1,0,0
54140062,999.83105,1,0,0
54180077,999.83453,1,0,0
54220060,999.8371,1,0,0
54262059,999.844,1,0,0
54304074,999.8493,1,0,0
54346061,999.8593,1,0,0
54389068,999.86383,1,0,0
54430174,999.86975,1,0,0
54471856,999.8755,1,0,0
54512797,999.8876,1,0,0
54554057,999.8951,1,0,0
54597058,999.90674,1,0,0
54638060,999.9153,1,0,0
54681531,999.9299,1,0,0
54722085,999.9464,1,0,0
54765425,999.97363,1,0,0
54807059,1000.00073,1,0,0
54849123,1000.03723,1,0,0
54891057,1000.06946,1,0,0
54934407,1000.10596,1,0,0
54976071,1000.13336,1,0,0
55017863,1000.1604,1,0,0
55057772,1000.1831,1,0,0
55098071,1000.20703,1,0,0
55139142,1000.2317,1,0,0
55180060,1000.2518,1,0,0
55223972,1000.27747,1,0,0
55265070,1000.3001,1,0,0
55307247,1000.32794,1,0,0
55348071,1000.35333,1,0,0
55391063,1000.38293,1,0,0
55433057,1000.4095,1,0,0
55474071,1000.4345,1,0,0
55514057,1000.4605,1,0,0
55555371,1000.47955,1,0,0
55595597,1000.4933,1,0,0
55636057,1000.5064,1,0,0
55677052,1000.51935,1,0,0
55718062,1000.5299,1,0,0
55761057,1000.53687,1,0,0
55803859,1000.54395,1,0,0
55844067,1000.54956,1,0,0
55886057,1000.5522,1,0,0
55929061,1000.553,1,0,0
55972105,1000.55164,1,0,0
56013057,1000.5513,1,0,0
56055059,1000.55194,1,0,0
56095076,1000.55066,1,0,0
56137610,1000.54834,1,0,0
56178053,1000.5478,1,0,0
56221185,1000.54724,1,0,0
56263090,1000.5473,1,0,0
56306597,1000.5483,1,0,0
56348064,1000.54407,1,0,0
56389826,1000.53766,1,0,0
56429699,1000.53436,1,0,0
56470067,1000.5331,1,0,0
56512062,1000.54004,1,0,0
56552078,1000.54553,1,0,0
56594804,1000.5549,1,0,0
56636060,1000.5594,1,0,0
56679394,1000.5703,1,0,0
56720067,1000.5784,1,0,0
56761057,1000.58563,1,0,0
56802441,1000.5966,1,0,0
56842454,1000.6029,1,0,0
56884116,1000.6112,1,0,0
56925071,1000.6136,1,0,0
56967504,1000.61646,1,0,0
57009057,1000.619,1,0,0
57050057,1000.6197,1,0,0
57091272,1000.6222,1,0,0
57133056,1000.62036,1,0,0
57174070,1000.6179,1,0,0
57238060,1000.6189,1,0,0
57280839,1000.6217,1,0,0
57321057,1000.6228,1,0,0
57364988,1000.6251,1,0,0
57405057,1000.62366,1,0,0
57446057,1000.62445,1,0,0
57488903,1000.63116,1,0,0
57530059,1000.63617,1,0,0
57572750,1000.63837,1,0,0
57614057,1000.6353,1,0,0
57656857,1000.6309,1,0,0
57697104,1000.6306,1,0,0
57738570,1000.6312,1,0,0
57779105,1000.62823,1,0,0
57821844,1000.6224,1,0,0
57862065,1000.61597,1,0,0
57902070,1000.6095,1,0,0
57944052,1000.6057,1,0,0
57986335,1000.5982,1,0,0
58027255,1000.59467,1,0,0
58068060,1000.5877,1,0,0
58110995,1000.58124,1,0,0
58152106,1000.57526,1,0,0
58194762,1000.577,1,0,0
58235052,1000.5779,1,0,0
58276057,1000.5829,1,0,0
58317082,1000.5921,1,0,0
58941046,1000.76215,1,0,0
58983057,1000.7743,1,0,0
59403057,1000.83124,1,0,0
59444057,1000.8317,1,0,0
59485057,1000.8357,1,0,0
59527079,1000.8352,1,0,0
59569057,1000.84015,1,0,0
59611074,1000.83606,1,0,0
59653060,1000.83307,1,0,0
59695107,1000.82623,1,0,0
59735990,1000.8228,1,0,0
59775142,1000.815,1,0,0
59817071,1000.80707,1,0,0
59859155,1000.799,1,0,0
59900057,1000.79376,1,0,0
59942076,1000.79645,1,0,0
59983093,1000.7929,1,0,0
60023546,1000.7938,1,0,0
60063852,1000.7947,1,0,0
60105090,1000.79663,1,0,0
60147918,1000.80096,1,0,0
60189057,1000.79816,1,0,0
60231846,1000.7967,1,0,0
60272873,1000.79535,1,0,0
60313664,1000.79584,1,0,0
60354081,1000.7919,1,0,0
60397395,1000.78705,1,0,0
60439057,1000.78033,1,0,0
60481271,1000.7773,1,0,0
60523052,1000.7758,1,0,0
60565065,1000.7743,1,0,0
60605689,1000.7698,1,0,0
60647067,1000.7636,1,0,0
60689766,1000.7588,1,0,0
60730059,1000.7534,1,0,0
60772067,1000.75226,1,0,0
60815053,1000.74506,1,0,0
60857746,1000.7383,1,0,0
60900077,1000.7273,1,0,0
60941063,1000.7171,1,0,0
60983093,1000.7016,1,0,0
61025053,1000.6863,1,0,0
61066279,1000.6716,1,0,0
61107182,1000.66504,1,0,0
61148067,1000.65454,1,0,0
61189059,1000.6454,1,0,0
61231460,1000.63965,1,0,0
61271206,1000.6358,1,0,0
61312222,1000.63904,1,0,0
61354081,1000.6407,1,0,0
61395583,1000.6485,1,0,0
61436098,1000.6531,1,0,0
61477057,1000.6577,1,0,0
61519987,1000.66656,1,0,0
61560061,1000.67334,1,0,0
61600201,1000.67584,1,0,0
61640058,1000.6748,1,0,0
61681068,1000.6771,1,0,0
61723057,1000.68695,1,0,0
61766060,1000.6906,1,0,0
61809078,1000.69867,1,0,0
61853568,1000.7108,1,0,0
61894057,1000.7158,1,0,0
61935061,1000.7212,1,0,0
61977093,1000.72894,1,0,0
62018164,1000.7338,1,0,0
62058646,1000.7454,1,0,0
62099067,1000.75085,1,0,0
62142185,1000.7608,1,0,0
62184057,1000.77045,1,0,0
62226310,1000.77997,1,0,0
62268060,1000.7841,1,0,0
62310972,1000.80005,1,0,0
62351072,1000.81104,1,0,0
62392055,1000.822,1,0,0
62433114,1000.8367,1,0,0
62476057,1000.84717,1,0,0
62517082,1000.8608,1,0,0
62559081,1000.8718,1,0,0
62599082,1000.8863,1,0,0
62641057,1000.88995,1,0,0
62684118,1000.8997,1,0,0
62725066,1000.9032,1,0,0
62766070,1000.90906,1,0,0
62807437,1000.9232,1,0,0
62849059,1000.93427,1,0,0
62891277,1000.95105,1,0,0
62932072,1000.9626,1,0,0
62972668,1000.9785,1,0,0
63013057,1000.9844,1,0,0
63054057,1000.9921,1,0,0
63095945,1001.0024,1,0,0
63137064,1001.0139,1,0,0
63179059,1001.0341,1,0,0
