timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
99029489,10.3402,10.415229,7.0803995,6.9505777,122.178795,0.31365755,1.150393,3,1,1
99330401,10.4468,10.405895,6.7827997,6.8962865,122.748146,0.30977026,1.1513737,3,1,1
99631076,10.3074,10.425796,6.5968,6.8910484,123.32299,0.31806427,1.1492833,3,1,1
99931925,10.3074,10.429012,6.758,6.887942,123.89884,0.31940544,1.1489459,3,1,1
100232715,10.209,10.430687,6.9688,6.908966,124.47848,0.32010406,1.1487702,3,1,1
100533503,10.332,10.426483,6.6836,6.8779902,125.04911,0.3183526,1.1492107,3,1,1
100834340,10.6354,10.423335,7.1052003,6.8291264,125.61375,0.31704172,1.1495405,3,1,1
101135267,10.332,10.430737,6.6588,6.79558,126.17751,0.3200787,1.1487767,3,1,1
101436039,10.5534,10.438245,6.82,6.787635,126.7434,0.32312602,1.1480111,3,1,1
101736718,10.291,10.43413,6.634,6.798835,127.31305,0.321348,1.1484576,3,1,1
102037525,10.1516,10.419972,6.5843997,6.7956734,127.88051,0.31540003,1.149954,3,1,1
102337582,10.6272,10.412467,6.2992,6.772129,128.44402,0.3116028,1.1509112,3,1,1
102638300,10.4796,10.428484,5.27,6.471715,128.94762,0.31532374,1.1499732,3,1,1
102939137,10.742,10.478434,4.7616,5.751956,129.33844,0.32863295,1.1466304,3,1,1
103239864,10.66,10.496816,5.8156,5.413739,129.74359,0.3316491,1.1458756,3,1,1
103540704,10.4468,10.508589,5.1832,5.4143677,130.19614,0.33486918,1.1450708,3,1,1
103841469,10.7092,10.522671,5.6047997,5.398873,130.6449,0.33942807,1.1439333,3,1,1
104142330,10.496,10.523545,5.3444,5.4484086,131.10597,0.33884767,1.144078,3,1,1
104443075,10.5534,10.518141,5.7163997,5.4761686,131.56683,0.33588082,1.1448182,3,1,1
104743910,10.783,10.525131,5.6916,5.488834,132.02766,0.33823267,1.1442314,3,1,1
105044713,10.3812,10.531209,5.1583996,5.436955,132.4751,0.34024137,1.1437306,3,1,1
105345521,10.6436,10.538972,5.3816,5.414393,132.92459,0.3430678,1.1430268,3,1,1
105646288,10.6928005,10.539535,5.4807997,5.3652205,133.36682,0.3429859,1.1430472,3,1,1
105947164,10.4058,10.546454,5.1088,5.349371,133.81163,0.3456239,1.1423911,3,1,1
106247885,10.5944,10.548336,5.1583996,5.3010206,134.24846,0.3462163,1.1422439,3,1,1
106548680,10.578,10.555991,5.6544,5.2934117,134.68922,0.3492562,1.1414889,3,1,1
106849546,10.5616,10.554034,5.3072,5.2928834,135.13123,0.34832513,1.1417199,3,1,1
107149613,10.7338,10.568801,5.5304,5.3321996,135.58102,0.3543876,1.1402167,3,1,1
107451073,10.5042,10.570255,5.0592003,5.3063617,136.02191,0.3549228,1.1400841,3,1,1
