timestamp,gps_timestamp_rel,optical_flow_timestamp_rel,distance_sensor_timestamp_rel,airspeed_timestamp_rel,vision_position_timestamp_rel,vision_attitude_timestamp_rel
26784513,32767,32767,32767,32767,32767,32767
26788513,32767,32767,32767,32767,32767,32767
26792513,32767,32767,32767,32767,32767,32767
26796542,32767,32767,32767,32767,32767,32767
26800513,32767,32767,32767,32767,32767,32767
26804534,32767,32767,32767,32767,32767,32767
26808513,32767,32767,32767,32767,32767,32767
26812513,32767,32767,32767,32767,32767,32767
26816546,32767,32767,32767,32767,32767,32767
26820513,32767,32767,32767,32767,32767,32767
26824513,32767,32767,32767,32767,32767,32767
26828513,32767,32767,32767,32767,32767,32767
26832513,32767,32767,32767,32767,32767,32767
26836515,32767,32767,32767,32767,32767,32767
26840513,32767,32767,32767,32767,32767,32767
26844513,32767,32767,32767,32767,32767,32767
26848513,32767,32767,32767,32767,32767,32767
26852513,32767,32767,32767,32767,32767,32767
26856550,32767,32767,32767,32767,32767,32767
26860513,32767,32767,32767,32767,32767,32767
26864513,32767,32767,32767,32767,32767,32767
26868533,32767,32767,32767,32767,32767,32767
26872513,32767,32767,32767,32767,32767,32767
26876513,32767,32767,32767,32767,32767,32767
26880513,32767,32767,32767,32767,32767,32767
26884513,32767,32767,32767,32767,32767,32767
26888534,32767,32767,32767,32767,32767,32767
26892513,32767,32767,32767,32767,32767,32767
26896513,32767,32767,32767,32767,32767,32767
26900513,32767,32767,32767,32767,32767,32767
26904517,32767,32767,32767,32767,32767,32767
26908513,32767,32767,32767,32767,32767,32767
26912513,32767,32767,32767,32767,32767,32767
26916560,32767,32767,32767,32767,32767,32767
26920513,32767,32767,32767,32767,32767,32767
26924513,32767,32767,32767,32767,32767,32767
26929313,32767,32767,32767,32767,32767,32767
26933313,32767,32767,32767,32767,32767,32767
26937345,32767,32767,32767,32767,32767,32767
26941313,32767,32767,32767,32767,32767,32767
26945314,32767,32767,32767,32767,32767,32767
26949313,32767,32767,32767,32767,32767,32767
26953313,32767,32767,32767,32767,32767,32767
