timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
228643395,40.26680958823526,116.23588874965719,82.3417,-0.11250223,3.6271586,4.0819654,0.6358461,1,1,0
382370422,40.26679809833276,116.23586400948071,81.25975,-1.3901218,1.5280416,5.1639094,0.61810744,1,1,0
