timestamp,roll,pitch,yaw,thrust
228860661,-1.9159566,1.9855033,0.008720453,0.12
228892676,-1.9160228,1.9855593,0.008721562,0.12
228924698,-1.915981,1.9856179,0.0087373955,0.12
228956626,-1.9061103,1.9955299,0.008985048,0.12
228984642,-1.8948321,2.0065851,0.009276542,0.12
229016634,-1.8871307,2.0141528,0.00950507,0.12
229048669,-1.884372,2.0166383,0.00955468,0.12
229081469,-1.8840513,2.016993,0.00958305,0.12
229113452,-1.8834939,2.0174518,0.009592409,0.12
229141469,-1.8822645,2.0186622,0.009604512,0.12
229173472,-1.8795408,2.0212836,0.009699405,0.12
229205426,-1.8718,2.0302722,0.009770926,0.12
229237510,-1.8629056,2.039185,0.010021817,0.12
229269479,-1.8454912,2.0541704,0.010170277,0.12
229301516,-1.791768,2.1031573,0.01126668,0.12
229333439,-1.7830338,2.1128001,0.008491287,0.12
229365426,-1.9497173,1.9140853,2.1118264,0.12
229393434,-2.0519488,1.8033434,2.4341445,0.12
229425475,-2.1748502,1.6594417,2.7885373,0.12
229457478,-2.267698,1.5296682,3.1001143,0.12
229489464,-2.3872364,1.3785328,3.4422498,0.120000005
229521426,-2.4839015,1.2111098,3.4906585,0.12
229553511,-2.5894697,1.0170876,3.4906585,0.12
229585474,-2.6873379,0.8224695,3.4906585,0.120000005
229617439,-2.7641788,0.6205592,3.4906585,0.12
229645436,-2.7766047,0.5682774,3.4906585,0.120000005
229677475,-2.758307,0.6042742,3.4906585,0.12
229709436,-2.7481298,0.62980044,3.4906585,0.12
229741500,-2.7176013,0.7083529,3.4906585,0.12
229773439,-2.7123823,0.74194,3.4906585,0.12
229805435,-2.6847982,0.7898378,3.4906585,0.120000005
229838247,-2.6773515,0.82213944,3.4906585,0.12
229866232,-2.6586611,0.868587,3.4906585,0.12
229898236,-2.6438408,0.9053237,3.4906585,0.12
229930231,-2.5922692,1.0203604,3.4906585,0.12
229962290,-1.1085941,2.4890397,1.3746293,0.12
229994232,-0.93592185,2.5654671,1.37734,0.12
230026229,-0.83016163,2.604755,1.379822,0.12
230058249,-0.55975693,2.6888664,1.3833503,0.12
230090302,-0.4422053,2.7139947,1.3861496,0.12
230118259,-0.17869848,2.761639,1.3886789,0.12
230150227,-0.0062416084,2.7755804,1.3916245,0.12
230182252,0.13337153,2.7839653,1.393047,0.12
230214225,0.190987,2.7842095,1.3933785,0.12
230246258,0.1791629,2.7843568,1.3935187,0.12
230278228,0.17947757,2.7091165,1.3917646,0.12
230310229,0.18901268,2.6143568,1.389851,0.12
230342264,0.21581264,2.2505627,1.3844318,0.12
230370232,0.20052548,1.9795756,1.3802011,0.12
230402259,0.18007493,1.6867962,1.3745333,0.12
230434275,0.18291453,0.8888006,1.3615247,0.12
230466225,0.18730143,0.44799453,1.3544849,0.12
230498238,0.18840696,-0.090789005,1.345726,0.12
230530238,0.18910572,-0.22047052,1.3436154,0.12
230562292,0.18816295,-0.2505715,1.3431443,0.12
230594273,0.18316802,-0.22111508,1.3437513,0.12
230623060,0.18312633,-0.21942419,1.3437831,0.12
230655118,0.18335819,-0.22174513,1.3437465,0.12
230687029,0.18501759,-0.22212553,1.3437089,0.12
230719072,0.18697841,-0.22088163,1.3437109,0.12
230751047,0.18721078,-0.2209871,1.343705,0.12
230783101,0.18945362,-0.22010471,1.3436946,0.12
230815032,0.18724492,-0.21704309,1.343818,0.12
230847033,0.18168744,-0.21094307,1.3440752,0.12
230879065,0.17543551,-0.20091468,1.3444395,0.12
230911058,0.16420035,-0.18731683,1.3449464,0.12
230943031,0.15256487,-0.17086272,1.3454877,0.12
230975029,0.1386989,-0.15115894,1.3460747,0.12
231007064,0.12246592,-0.1340239,1.3465719,0.12
231035070,0.11801045,-0.1261873,1.3467517,0.12
231067055,0.118653275,-0.1272743,1.346727,0.12
231099027,0.12462688,-0.13383943,1.3465539,0.12
231131025,0.12696709,-0.13752206,1.3464632,0.12
231163026,0.12823866,-0.13652383,1.3464694,0.12
231195102,0.12464507,-0.1322583,1.3465823,0.12
231227026,0.12526493,-0.12919281,1.3466313,0.12
231259026,0.12647656,-0.1324502,1.3465614,0.12
231291035,0.12633201,-0.13335991,1.3465459,0.12
231319032,0.12955484,-0.13271049,1.3465265,0.12
231351028,0.12582724,-0.13084947,1.3465966,0.12
231384629,0.12049192,-0.12938741,1.3466735,0.12
231416657,0.12390311,-0.12987542,1.3466327,0.12
231444697,0.122309744,-0.12976372,1.3466496,0.12
231476666,0.12237705,-0.12857613,1.3466693,0.12
231508672,0.122212514,-0.13024713,1.3466415,0.12
231540660,0.123550266,-0.13018848,1.3466303,0.12
231572671,0.12389863,-0.12979779,1.3466333,0.12
231604676,0.12174681,-0.12860237,1.3466753,0.12
231636630,0.12519774,-0.13021296,1.3466145,0.12
231668629,0.12776913,-0.13081932,1.3465782,0.12
231696677,0.12650602,-0.12944427,1.3466152,0.12
231728628,0.12843518,-0.13027968,1.3465819,0.12
231760711,0.12544163,-0.13076642,1.3466015,0.12
231792682,0.12069157,-0.12758437,1.3467032,0.12
231824676,0.119323865,-0.12737392,1.346719,0.12
231856628,0.11962141,-0.12869835,1.3466939,0.12
231888709,0.12023051,-0.12765947,1.3467063,0.12
231920659,0.12097365,-0.127857,1.346695,0.12
231949426,0.12071402,-0.1285078,1.3466867,0.12
231981476,0.12194149,-0.12971857,1.3466542,0.12
232013442,0.12499947,-0.13087016,1.3466034,0.12
232045432,0.12551396,-0.12913173,1.3466306,0.12
232077433,0.123460226,-0.12843557,1.3466618,0.12
232109478,0.12408439,-0.13048774,1.3466194,0.12
232137425,0.12531903,-0.13119766,1.346595,0.12
232169465,0.12027159,-0.12792185,1.3467007,0.12
232201435,0.11837899,-0.12634894,1.3467453,0.12
232233426,0.121775836,-0.12892729,1.3466692,0.12
232265472,0.12288418,-0.12991285,1.3466414,0.12
232297464,0.12293131,-0.12861443,1.3466638,0.12
232329436,0.12079972,-0.1287758,1.346681,0.12
232361436,0.12546021,-0.12903571,1.3466324,0.12
232393452,0.1276431,-0.1297621,1.346599,0.12
232421432,0.12655419,-0.13002697,1.3466045,0.12
232453456,0.12489037,-0.12990358,1.3466226,0.12
232485425,0.12571932,-0.1289601,1.3466316,0.12
232517433,0.12334558,-0.12872803,1.3466579,0.12
232549466,0.120914824,-0.12726694,1.3467064,0.12
232581437,0.1210226,-0.12693223,1.3467113,0.12
232613427,0.12459852,-0.12914868,1.3466387,0.12
232641469,0.12510103,-0.12999052,1.3466191,0.12
232673438,0.12414959,-0.13081416,1.3466132,0.12
232706224,0.12474041,-0.13010111,1.3466201,0.12
232739028,0.12338124,-0.1263601,1.3466994,0.12
232771028,0.12395873,-0.12622066,1.3466963,0.12
232799074,0.12377539,-0.12965223,1.3466378,0.12
232831029,0.12771882,-0.1328528,1.3465424,0.12
232863058,0.1296224,-0.13443354,1.3464944,0.12
232895025,0.122710004,-0.1287759,1.3466631,0.12
232927031,0.11658377,-0.12330164,1.3468138,0.12
232959064,0.12165863,-0.12670965,1.3467091,0.12
232991100,0.12541491,-0.13257216,1.3465699,0.12
233023027,0.12601376,-0.13445069,1.3465298,0.12
233051113,0.12391204,-0.13140622,1.3466042,0.12
233083027,0.12331576,-0.12738536,1.3466815,0.12
233115026,0.12669155,-0.12724434,1.3466525,0.12
233147047,0.1264302,-0.12932053,1.3466183,0.12
233179074,0.12684041,-0.12940699,1.3466133,0.12
233211060,0.12249217,-0.1286223,1.3466681,0.12
233243026,0.1231187,-0.12944615,1.3466475,0.12
233271904,0.121820845,-0.13019451,1.3466462,0.12
233304629,0.12581383,-0.12907442,1.3466281,0.12
233336679,0.12795532,-0.12822394,1.3466233,0.12
233368667,0.12667763,-0.12933953,1.3466158,0.12
233400626,0.12571263,-0.12958279,1.3466202,0.12
233432628,0.12852633,-0.13007917,1.3465844,0.12
233460676,0.12562953,-0.12941916,1.346624,0.12
233492628,0.12954378,-0.13149688,1.3465486,0.12
233524667,0.1287731,-0.13200536,1.3465476,0.12
233556661,0.12421051,-0.12886585,1.346647,0.12
233588673,0.1223792,-0.1254777,1.3467242,0.12
233620687,0.12012449,-0.12641285,1.3467283,0.12
233652628,0.12715,-0.13184099,1.3465662,0.12
233684698,0.13368362,-0.13796546,1.3463876,0.12
233712692,0.13238557,-0.13682976,1.346422,0.12
233744669,0.12209962,-0.12647302,1.3467096,0.12
233776669,0.1186641,-0.12139073,1.3468274,0.12
233808633,0.12669387,-0.12964964,1.3466102,0.12
233840674,0.13181464,-0.13960148,1.346375,0.12
233873444,0.13442583,-0.14225884,1.3462975,0.12
233905433,0.13194497,-0.1352782,1.3464559,0.12
233933464,0.11952888,-0.12240902,1.3468028,0.12
233965437,0.1180821,-0.120698154,1.3468441,0.12
233997427,0.12628001,-0.12960699,1.3466152,0.12
234029431,0.13217342,-0.13708995,1.3464193,0.12
234061480,0.13381644,-0.13993566,1.3463486,0.12
234093427,0.13141578,-0.13363579,1.3464912,0.12
234125438,0.1255224,-0.12674049,1.3466727,0.12
234153439,0.12795466,-0.12616286,1.3466597,0.12
234185432,0.120254725,-0.12546383,1.3467437,0.12
234217441,0.12227827,-0.1284391,1.3466735,0.12
234249473,0.12567255,-0.13201478,1.346577,0.12
234281434,0.12533095,-0.12981603,1.3466198,0.12
234313464,0.12293645,-0.1283259,1.3466691,0.12
234345441,0.11851113,-0.12448679,1.3467762,0.12
234377459,0.11795442,-0.12230407,1.3468188,0.12
234405466,0.11924584,-0.12662151,1.346733,0.12
234437461,0.12693879,-0.1350476,1.3465102,0.12
234469425,0.13351738,-0.13997328,1.3463506,0.12
234501433,0.12979512,-0.13442089,1.3464932,0.12
234533432,0.113107204,-0.1189841,1.3469163,0.12
234565473,0.11343358,-0.1186939,1.346918,0.12
234597436,0.124312244,-0.13202536,1.3465899,0.12
234627055,0.13383475,-0.14234588,1.3463023,0.12
234659028,0.13474485,-0.14446166,1.3462512,0.12
234691025,0.12330812,-0.13035415,1.3466301,0.12
234723031,0.11486101,-0.11649832,1.3469411,0.12
234755052,0.119778946,-0.12372537,1.346778,0.12
234787029,0.12871559,-0.13695161,1.3464568,0.12
234815111,0.13317,-0.1421075,1.3463135,0.12
234847038,0.12908188,-0.13726622,1.3464471,0.12
234879025,0.11684078,-0.122386724,1.3468271,0.12
234911032,0.11470041,-0.11804253,1.3469177,0.12
234943068,0.12175575,-0.12775528,1.34669,0.12
234975059,0.13009305,-0.13808933,1.3464214,0.12
235007028,0.1338693,-0.14255296,1.3462977,0.12
235039029,0.12940995,-0.13440627,1.3464973,0.4005209
235067077,0.13470691,-0.077987865,-0.005773724,0.40811896
235099026,0.10404363,-0.045451127,-0.013821257,0.42143208
235131057,0.08550123,-0.024331134,-0.010063603,0.43690345
235163028,0.07816098,-0.016843762,-0.012352787,0.45216408
235195829,0.06829659,-0.009498746,-0.010450761,0.462666
235224727,0.06632997,-0.0036829489,-0.009201924,0.47778007
235256631,0.05635936,0.007090835,-0.019481013,0.49129423
235288677,0.031399507,0.018010404,-0.037387304,0.50586474
235320661,0.012192746,0.02763288,-0.05887606,0.52236
235352699,-0.002243829,0.042354986,-0.08165805,0.53772473
235384626,-0.018165851,0.05259272,-0.111341834,0.55407035
235416635,-0.05198032,0.052425545,-0.14551558,0.5648261
235448650,-0.10685277,0.031416133,-0.17171355,0.5684221
235476681,-0.1627203,-0.012006268,-0.18271357,0.5627533
235508647,-0.2397311,-0.07217372,-0.18816592,0.54676867
235540698,-0.27696645,-0.099313915,-0.19198658,0.526448
235572636,-0.23599668,-0.061468374,-0.18881825,0.4960729
235604669,-0.19564696,0.0060871686,-0.18231289,0.46905616
235636633,-0.1727914,0.0656783,-0.1815429,0.45007214
235668709,-0.15375683,0.106915325,-0.18816599,0.43134233
235700626,-0.12223967,0.13030216,-0.19600487,0.4063568
235728682,-0.10741706,0.13301632,-0.20259836,0.38840985
235761426,-0.09209805,0.13019314,-0.20960605,0.373711
235794240,-0.08475837,0.12538958,-0.22263321,0.3643611
235826270,-0.07214947,0.120142885,-0.23340172,0.3598261
235858279,-0.058032148,0.11715467,-0.24028322,0.35842684
235886273,-0.040983796,0.11844859,-0.24850486,0.35624945
235918252,-0.028642088,0.12234138,-0.25471538,0.35877118
235950250,-0.031150728,0.11949465,-0.2575042,0.36194503
235982252,-0.024127735,0.120050944,-0.2615932,0.3652405
236014274,-0.013428388,0.11992194,-0.26300144,0.37154064
236046257,-0.0045973477,0.11806258,-0.26598918,0.37128338
236078278,0.0042205546,0.10528288,-0.26661986,0.38090315
236110232,0.012549248,0.09125164,-0.26816744,0.38236213
236138260,0.02995285,0.08347239,-0.26996207,0.3811121
236170238,0.029308427,0.07963971,-0.2666637,0.38389912
236202277,0.028419983,0.07486609,-0.26994246,0.38217822
236234281,0.028822761,0.06993981,-0.269725,0.3885491
236266256,0.031353876,0.07066612,-0.27262506,0.38658974
236298238,0.024166612,0.06951413,-0.2698889,0.39119533
236327829,0.019656256,0.069308,-0.26836058,0.38998058
236359826,0.031022914,0.06616231,-0.27070627,0.38938546
236391863,0.023629338,0.058286034,-0.2689475,0.3865918
236423886,0.021315811,0.0529987,-0.2700042,0.38451862
236455832,0.01701301,0.05049292,-0.27001458,0.38602817
236487844,0.021896977,0.05735501,-0.2656007,0.3845451
236519873,0.022585763,0.06385146,-0.26737076,0.3843149
236547869,0.01364313,0.066199444,-0.26523185,0.38552228
236579830,0.017523166,0.066453435,-0.26519886,0.38914025
236611885,0.018589988,0.06012499,-0.26416066,0.38743052
236643828,0.023404837,0.05344307,-0.26056108,0.38931432
236675855,0.02481107,0.049043357,-0.26007438,0.3915254
236707837,0.02780905,0.045936465,-0.25554675,0.3954427
236739876,0.029320937,0.041375205,-0.25625378,0.392419
236771954,0.032807074,0.03731904,-0.2532605,0.39503622
236803865,0.03155314,0.03483972,-0.25243047,0.39273605
236835832,0.030292151,0.027647823,-0.24959101,0.39720443
236867907,0.036094334,0.023517178,-0.2462387,0.39514676
236900667,0.03808098,0.017427078,-0.24417199,0.39493003
236929465,0.02769609,0.0071094413,-0.24149323,0.39011076
236961490,0.027696982,0.0027931624,-0.23657905,0.39419562
236993436,0.02948463,0.0059609646,-0.23587388,0.39238212
237025453,0.034360137,0.008222332,-0.23488507,0.392012
237057464,0.027858198,0.010200287,-0.23225321,0.39005128
237089504,0.024251172,0.01425839,-0.22712168,0.39345592
237121439,0.021892428,0.01667645,-0.2278687,0.39247012
237153475,0.024939032,0.018475482,-0.22493027,0.39496803
237181435,0.024615157,0.01625662,-0.22181496,0.39325666
237213445,0.024652572,0.014400157,-0.21942088,0.3939125
237245432,0.028822724,0.0102344435,-0.22039673,0.39564335
237277489,0.034040283,0.007208528,-0.21790446,0.3927023
237309486,0.04054662,0.0019122654,-0.21548218,0.39191484
237341475,0.042758666,-0.0042252135,-0.21271212,0.39174807
237373441,0.03960127,-0.008118776,-0.21073061,0.39051065
237405511,0.04351793,-0.010483913,-0.2085352,0.39204586
237437432,0.04397001,-0.0123942,-0.20761853,0.38760942
237471026,0.04261436,-0.012248921,-0.20619008,0.3834884
237503068,0.031141128,-0.015215602,-0.20289403,0.3830164
237531029,0.038741626,-0.01655297,-0.20184642,0.38338998
237563033,0.042753063,-0.01449516,-0.19966446,0.38235584
237595063,0.042027667,-0.012208558,-0.19853476,0.38089064
237627104,0.032678492,-0.017138792,-0.1942038,0.3852792
237659026,0.027446074,-0.017338932,-0.19291726,0.3845702
237691073,0.02359644,-0.0179678,-0.18660748,0.38652226
237723050,0.018531363,-0.016951084,-0.18251693,0.38564098
237755116,0.01377753,-0.015434369,-0.17664835,0.39147997
237783053,0.017529953,-0.009715322,-0.17662822,0.38997257
237815045,0.018483505,-0.007280078,-0.17139855,0.39120126
237847032,0.01357289,-0.0071896957,-0.16653156,0.39216593
237879068,0.007861604,-0.0069982647,-0.16298631,0.3955544
237911056,0.008329347,-0.00849015,-0.16163924,0.3936709
237943084,0.0131285945,-0.0060799667,-0.16025591,0.3923995
237975033,0.01427871,-0.007268924,-0.15708478,0.39340445
238007056,0.017196942,-0.011275675,-0.15711881,0.3932069
238035829,0.024177056,-0.014305277,-0.15733777,0.39315066
238068627,0.022512048,-0.014159031,-0.15592045,0.39098823
238100669,0.015520444,-0.015385528,-0.15066667,0.39120698
238132656,0.014389619,-0.009887533,-0.14825465,0.39245152
238164683,0.012692408,-0.00482428,-0.14607704,0.39055863
238192688,0.011276409,-0.0020618623,-0.1462896,0.3882473
238224627,0.010249092,-0.0009700015,-0.14137216,0.3913807
238256634,0.02324237,0.0041354964,-0.14157243,0.38990423
238288656,0.03576312,0.004159677,-0.13740654,0.38936222
238320667,0.036276933,-0.00030752504,-0.13610959,0.38636082
238352650,-0.08957722,0.16792811,-0.1308813,0.39058572
238384626,-0.21576947,0.37218753,-0.12695113,0.38606557
238416680,-0.30980152,0.594854,-0.1161465,0.38755587
238444634,-0.39234194,0.7452196,-0.105138496,0.38506955
238476639,-0.4137969,0.76459503,-0.09823155,0.38642335
238508672,-0.35495526,0.65675443,-0.097700864,0.3885072
238540643,-0.2693943,0.51830536,-0.10011885,0.38471588
238572631,-0.15532392,0.40493655,-0.101134926,0.38727543
238604685,-0.06969297,0.23887041,-0.105233654,0.3839718
238634225,-0.009552324,0.14982732,-0.11004585,0.3824168
238666232,0.05139951,0.04798424,-0.110956915,0.37731293
238698256,0.08396677,-0.033426512,-0.11207725,0.37723127
238730233,0.089754246,-0.1233555,-0.11687834,0.37855634
238762299,0.09795845,-0.11440479,-0.11860889,0.37834927
238794225,0.10574575,-0.13094716,-0.1194063,0.38130322
238826291,0.10765839,-0.13659117,-0.12095913,0.38301834
238854235,0.101468354,-0.15362641,-0.121991344,0.3890548
238886275,0.096870594,-0.1346199,-0.120796636,0.3867829
238918231,0.10031667,-0.1431945,-0.11732276,0.39207128
238950225,0.09100399,-0.12777874,-0.114955306,0.39213303
238982259,0.09399971,-0.15340173,-0.11432907,0.39518353
239014274,0.09383074,-0.1255908,-0.11144307,0.39464402
239046229,0.10340172,-0.13731277,-0.11195436,0.3951513
239078266,0.0972205,-0.10991149,-0.10761872,0.39584923
239106245,0.08593868,-0.11464669,-0.109528676,0.3936893
239138228,0.079534635,-0.10072218,-0.10595814,0.395164
239170227,0.069901645,-0.090089,-0.10583385,0.39309612
239203842,0.068835825,-0.07760091,-0.101147726,0.3951088
239235898,0.064438306,-0.07620433,-0.098746635,0.3921219
239263838,0.059504155,-0.076905005,-0.098331094,0.39153838
239295875,0.04823526,-0.04737742,-0.09436593,0.39024472
239327827,0.051845983,-0.057363786,-0.08980154,0.38991696
239359830,0.027001694,-0.047064118,-0.08644908,0.39099705
239391894,0.018713254,-0.05326133,-0.08556151,0.3885086
239423870,0.016429637,-0.021891348,-0.083267674,0.38715443
239455826,0.024850776,-0.0029494371,-0.078180246,0.38189808
239487867,0.014657597,-0.020354593,-0.07376519,0.37402883
239515909,0.007237795,0.0010650152,-0.07238699,0.36735967
239547829,0.0144754965,-0.0052977987,-0.07013011,0.36531225
239579868,0.014332603,0.0187338,-0.064782366,0.35156715
239611894,0.0207189,0.013195308,-0.06372815,0.34646395
239643833,0.0273141,-0.0028157393,-0.062277146,0.34781137
239675831,0.029647835,0.009140857,-0.062206253,0.34635726
239707853,0.045573838,0.01827577,-0.0580617,0.350832
239739908,0.047302276,0.013527871,-0.054393318,0.34829873
239769426,0.029674433,-0.046998043,-0.053630777,0.35354716
239801456,0.04586058,-0.040724315,-0.050135512,0.36619347
239833439,0.054358676,-0.06386222,-0.04735004,0.3695632
239865431,0.057445936,-0.030530911,-0.04268397,0.37480408
239897441,0.050533235,-0.058979362,-0.040616773,0.38414082
239925476,0.034793302,-0.03238749,-0.039717093,0.38460127
239957426,0.024877358,-0.013187044,-0.03570823,0.3849904
