timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
232201461,-0.09017283,0.024225913,0.0059942114,0.0,0.0,0.0,0.0
232233457,-0.12857863,-0.0017600441,-0.1455544,0.0,0.0,0.0,0.0
232265499,-0.06777758,-0.02219892,0.06498956,0.0,0.0,0.0,0.0
232297494,-0.02477154,-0.011349679,0.19508928,0.0,0.0,0.0,0.0
232329463,-0.1879339,-0.029439522,0.107884325,0.0,0.0,0.0,0.0
232361462,-0.21873115,0.013113727,0.02295611,0.0,0.0,0.0,0.0
232393478,0.03350605,0.00083887856,-0.12878169,0.0,0.0,0.0,0.0
232421459,-0.07312081,0.011820891,-0.16784848,0.0,0.0,0.0,0.0
232453482,0.11270246,0.01267013,-0.16157436,0.0,0.0,0.0,0.0
232485502,0.21278165,0.053585418,-0.09248084,0.0,0.0,0.0,0.0
232517460,0.1732882,-0.023688626,0.032314133,0.0,0.0,0.0,0.0
232549492,0.088844195,0.0012162058,0.007373616,0.0,0.0,0.0,0.0
232581464,-0.047701478,0.011523538,-0.1444534,0.0,0.0,0.0,0.0
232613505,0.110299684,0.031662386,-0.025355814,0.0,0.0,0.0,0.0
232641495,0.016733829,0.03090341,-0.17821096,0.0,0.0,0.0,0.0
232673465,0.0054429085,0.039909475,-0.11390831,0.0,0.0,0.0,0.0
232706250,-0.021513082,-0.037337497,0.096800275,0.0,0.0,0.0,0.0
232739057,-0.18785481,-0.044411473,-0.0046942006,0.0,0.0,0.0,0.0
232771055,-0.023504257,0.057383087,-0.15464893,0.0,0.0,0.0,0.0
232799100,-0.21109316,0.041424215,-0.07844608,0.0,0.0,0.0,0.0
232831056,0.009162902,0.0439334,-0.09734553,0.0,0.0,0.0,0.0
232863084,0.15399928,-0.018965442,-0.07108768,0.0,0.0,0.0,0.0
232895051,0.14061496,-0.036908094,0.111895286,0.0,0.0,0.0,0.0
232927057,-0.015988946,-0.033957157,0.03290241,0.0,0.0,0.0,0.0
232959101,-0.11442237,0.037418023,-0.020980068,0.0,0.0,0.0,0.0
232991127,-0.14773807,0.014021308,0.07380891,0.0,0.0,0.0,0.0
233023053,-0.17516468,-0.0496886,0.03224685,0.0,0.0,0.0,0.0
233051140,-0.10881269,-0.045461766,0.10440611,0.0,0.0,0.0,0.0
233083053,-0.21892141,-0.016872793,-0.05244083,0.0,0.0,0.0,0.0
233115052,-0.0435532,0.03353574,-0.15604204,0.0,0.0,0.0,0.0
233147073,0.18756196,0.020701608,-0.20982462,0.0,0.0,0.0,0.0
233179100,0.21182337,0.006596539,-0.012022741,0.0,0.0,0.0,0.0
233211094,0.07077004,-0.026726566,0.122522056,0.0,0.0,0.0,0.0
233243052,-0.12849364,-0.0013519935,0.009653538,0.0,0.0,0.0,0.0
233271931,-0.050653115,-0.021654937,0.15451011,0.0,0.0,0.0,0.0
233304655,-0.18904379,-0.011024482,-0.05837608,0.0,0.0,0.0,0.0
233336706,0.015837701,0.011289822,-0.13379347,0.0,0.0,0.0,0.0
233368693,0.058999844,0.03696497,-0.010239178,0.0,0.0,0.0,0.0
233400721,-0.16430888,-0.025488902,0.052446358,0.0,0.0,0.0,0.0
233432654,-0.17574885,0.029842142,-0.060482927,0.0,0.0,0.0,0.0
233460702,-0.19147979,-0.030257028,-0.012205649,0.0,0.0,0.0,0.0
233492654,-0.09943355,0.06066301,-0.22305045,0.0,0.0,0.0,0.0
233524694,0.012158511,-0.015723974,-0.1863052,0.0,0.0,0.0,0.0
233556688,0.13859779,0.006714456,-0.0070223305,0.0,0.0,0.0,0.0
233588700,0.16961175,0.018315807,0.0488056,0.0,0.0,0.0,0.0
233620713,-0.162739,0.009003068,-0.029768392,0.0,0.0,0.0,0.0
233652654,-0.19814155,0.046307705,-0.02516255,0.0,0.0,0.0,0.0
233684724,-0.03946548,0.014648077,-0.03707148,0.0,0.0,0.0,0.0
233712718,0.11581553,-0.011078885,0.11945666,0.0,0.0,0.0,0.0
233744696,0.049818948,-0.063639596,0.09262736,0.0,0.0,0.0,0.0
233776695,-0.16708112,0.007191416,0.103071906,0.0,0.0,0.0,0.0
233808659,-0.10946103,0.033366904,0.0013156454,0.0,0.0,0.0,0.0
233840701,0.0115664825,0.042331643,-0.08747872,0.0,0.0,0.0,0.0
233873470,0.023371382,-0.0052229194,-0.040972635,0.0,0.0,0.0,0.0
233901459,0.024596434,-0.09416297,0.030376647,0.0,0.0,0.0,0.0
233933491,-0.013258185,-0.033372946,-0.09917847,0.0,0.0,0.0,0.0
233965464,-0.05068939,0.044427946,-0.0907337,0.0,0.0,0.0,0.0
233997457,-0.06364267,0.036945015,0.067014344,0.0,0.0,0.0,0.0
234029457,-0.014958459,0.005533043,0.016342212,0.0,0.0,0.0,0.0
234061506,-0.022467874,0.0035422705,0.06776951,0.0,0.0,0.0,0.0
234093458,0.10972899,-0.032380708,0.04206432,0.0,0.0,0.0,0.0
234125467,0.20822135,-0.03466431,0.04730514,0.0,0.0,0.0,0.0
234153465,0.214068,0.021706834,-0.046452448,0.0,0.0,0.0,0.0
234185459,0.14615728,0.018524809,0.23185645,0.0,0.0,0.0,0.0
234217467,-0.107286885,-0.0005139448,0.117365785,0.0,0.0,0.0,0.0
234249499,-0.11370936,-0.032967158,0.15178953,0.0,0.0,0.0,0.0
234281461,0.032928303,-0.022401934,0.07665552,0.0,0.0,0.0,0.0
234313490,0.06761892,0.010476653,0.082981385,0.0,0.0,0.0,0.0
234345467,-0.12912159,-0.03802394,0.17209777,0.0,0.0,0.0,0.0
234377486,-0.22987622,-0.032499835,0.06282695,0.0,0.0,0.0,0.0
234405496,-0.18806142,0.0009951461,0.20004661,0.0,0.0,0.0,0.0
234437487,-0.17498526,0.005231349,0.15728347,0.0,0.0,0.0,0.0
234469458,0.025801508,0.03245734,-0.02712964,0.0,0.0,0.0,0.0
234501459,0.17932096,-0.07410432,-0.03972269,0.0,0.0,0.0,0.0
234533459,0.12061807,-0.033367306,0.13169001,0.0,0.0,0.0,0.0
234565500,-0.056888252,0.017097885,0.034785014,0.0,0.0,0.0,0.0
234597463,-0.12914264,0.04675225,0.05131969,0.0,0.0,0.0,0.0
234627126,-0.03918481,0.008860033,-0.06516762,0.0,0.0,0.0,0.0
234659101,0.08043685,-0.010108716,-0.079231486,0.0,0.0,0.0,0.0
234691051,0.06759328,-0.11776373,0.11853638,0.0,0.0,0.0,0.0
234723057,-0.12341302,-0.027117774,0.052714635,0.0,0.0,0.0,0.0
234755078,-0.0114596635,0.10471769,0.007384326,0.0,0.0,0.0,0.0
234787086,-0.05755497,0.029711919,0.0495627,0.0,0.0,0.0,0.0
234815138,0.031754844,0.014215277,0.033199202,0.0,0.0,0.0,0.0
234847065,0.05243964,-0.05579997,0.069650635,0.0,0.0,0.0,0.0
234879055,0.023456227,-0.05210877,-0.13539569,0.0,0.0,0.0,0.0
234911059,0.0010696519,0.023650672,-0.029019406,0.0,0.0,0.0,0.0
234943102,0.0090743955,0.0482809,0.098843805,0.0,0.0,0.0,0.0
234975135,-0.068017095,0.07329491,0.02598691,0.0,0.0,0.0,0.0
235007054,0.0361885,-0.017072413,-0.13329293,0.0,0.0,0.0,0.0
235039056,0.23099537,-0.10674478,-0.03355159,6.4740285e-05,-5.5184673e-06,0.0005506395,0.0
235067105,0.09179579,-0.15574189,0.048098918,6.607022e-05,-6.1867577e-06,0.0029575229,0.0
235099053,0.47215423,-0.16957721,0.17300878,-0.000109922665,0.00022753935,0.0026603807,0.0
235131129,0.25576088,-0.015145722,0.19580048,-0.00010620182,0.0003614561,0.0027231283,0.0
235163056,0.10801518,0.07043866,-0.014706151,-2.0411982e-05,0.00038976088,0.00267632,0.0
235195857,-0.40131924,-0.1067757,0.16788484,7.034523e-05,0.00046798371,0.0026822644,0.0
235224759,0.06549615,0.04958143,0.28431606,7.894982e-05,0.0004998781,0.0026450034,0.0
235256659,0.40585247,-0.05284431,0.22396807,2.8295137e-05,0.00062950415,0.0023359624,0.0
235288705,0.05680594,-0.1877212,0.13474578,-8.653804e-05,0.00078041025,0.001788055,0.0
235320689,-0.21357623,-0.11158956,-0.015934296,-0.00019679131,0.000907704,0.0010529453,0.0
235352727,0.040055208,-0.11725631,0.19543403,-0.00038230055,0.0011173774,8.590182e-05,0.0
235384653,0.4484832,-0.008483346,0.5391993,-0.00062786066,0.0012849933,-0.0011691673,0.0
235416711,0.3607784,0.0430292,0.3384973,-0.0010004668,0.0013509071,-0.0024614742,0.0
235448689,0.13699666,0.30376244,0.036823772,-0.0016517853,0.0011751965,-0.0036019916,0.0
235476708,0.36058763,0.4243728,0.10670282,-0.0024490615,0.0007427655,-0.004437383,0.0
235508675,0.39967638,0.365741,0.17877473,-0.0035701722,8.922906e-05,-0.005206681,0.0
235540725,0.2959799,-0.036343057,0.088715896,-0.004337044,-0.0002595527,-0.005864227,0.0
235572664,-0.081637755,-0.3709286,-0.2214079,-0.004298254,4.083942e-05,-0.0062583466,0.0
235604697,-0.602649,-0.47043762,-0.17421687,-0.0041503836,0.00069062965,-0.00671166,0.0
235636661,-0.3770242,-0.41347268,0.1769562,-0.004224173,0.0013330823,-0.007409983,0.0
235668736,-0.10391317,-0.20075904,-0.018424273,-0.0043170894,0.0018508051,-0.008136701,0.0
235700654,0.07468036,-0.06061723,-0.24702789,-0.004259929,0.0022450222,-0.008917289,0.0
235728709,-0.45574906,-0.008188797,0.0020363491,-0.0041894065,0.0024465895,-0.009748425,0.0
235761456,-0.10421546,0.011761605,0.06533127,-0.0042507574,0.0026206933,-0.010665115,0.0
235794268,-0.06781686,0.07209939,-0.2113337,-0.0043125506,0.0027701245,-0.011651842,0.0
235826297,-0.14541152,0.027149867,-0.24255647,-0.0043109874,0.0029138455,-0.012684274,0.0
235858306,-0.14609382,-0.001426043,-0.060513407,-0.0042751827,0.0030722846,-0.013706345,0.0
235886301,0.078617536,-0.052299146,0.022422042,-0.004214433,0.0032532322,-0.014639765,0.0
235918279,-0.19312645,-0.05177585,0.10623094,-0.0041155303,0.0034798216,-0.015649557,0.0
235950282,0.01683719,0.015651386,0.0870286,-0.0042095566,0.0036390843,-0.016545678,0.0
235982280,0.23537493,-0.0110266395,-0.14935434,-0.0042242473,0.003836215,-0.017425459,0.0
236014301,0.1369848,0.0022297772,0.13096125,-0.004144641,0.0040214243,-0.018390847,0.0
236046285,-0.194402,0.047366895,0.17094588,-0.004024361,0.0041812817,-0.019325223,0.0
236078306,-0.24728584,0.01392563,0.12999752,-0.0039238213,0.0042360276,-0.020199595,0.0
236110260,0.10460827,0.07494835,0.11503735,-0.0038729068,0.004239988,-0.021099394,0.0
236138287,-0.085964635,-0.006050596,0.14729142,-0.0036620817,0.004291737,-0.021918554,0.0
236170266,-0.12382628,0.07329106,0.2591481,-0.0035992665,0.0043713525,-0.022738295,0.0
236202305,0.008607378,0.04836917,0.0065762675,-0.0035806047,0.0044511445,-0.023602827,0.0
236234309,0.17673057,0.058384307,0.003066256,-0.0035622993,0.0045149666,-0.024460817,0.0
236266284,0.25592014,0.022883367,-0.16289915,-0.0035128347,0.0046370346,-0.025350686,0.0
236298266,-0.0870836,-0.056938827,0.16878694,-0.0034891616,0.004750472,-0.02625144,0.0
236327856,0.26277855,-0.009240906,0.08398139,-0.0035485416,0.004846332,-0.02698293,0.0
236359854,0.20845367,0.00413669,-0.027886828,-0.003400037,0.004917672,-0.027855145,0.0
236391890,0.0063187615,-0.03206065,0.18942496,-0.00339621,0.004949093,-0.028724605,0.0
236423913,-0.034468856,0.010604393,-0.22814658,-0.0033727663,0.004972585,-0.029492356,0.0
236455889,-0.14289397,-0.072120816,-0.17451423,-0.0033621823,0.0050421306,-0.030364238,0.0
236487871,0.14800462,-5.607214e-05,-0.22455251,-0.0033283962,0.0051846122,-0.031110106,0.0
236519900,0.044302553,-0.016406808,-0.057058316,-0.0032789444,0.0053487136,-0.032045774,0.0
236547897,-0.1544134,0.008842763,-0.107995614,-0.003302188,0.0054617682,-0.032719348,0.0
236579857,0.15450989,0.04936139,-0.23825963,-0.003289527,0.0055646766,-0.033531327,0.0
236611913,0.012386092,0.07982381,0.007142339,-0.0032331948,0.0055961185,-0.034422703,0.0
236643856,-0.06854355,0.047540285,0.15541248,-0.0031400574,0.005624266,-0.0352018,0.0
236675883,-0.3232404,-0.039062157,0.036240578,-0.003044709,0.0056759473,-0.035980407,0.0
236707865,-0.007812771,0.07885027,0.0016284864,-0.0030159238,0.005699376,-0.036683872,0.0
236739908,0.12912056,0.031624578,-0.04059541,-0.0029832257,0.0057289368,-0.037500005,0.0
236771982,0.16693701,0.0411627,0.14646935,-0.0029155007,0.0057482203,-0.038287964,0.0
236803892,-0.11146168,0.022745108,0.106550746,-0.0028332486,0.0057814154,-0.039053153,0.0
236835860,-0.20985657,-0.0012472598,0.035077266,-0.0027722106,0.0057668253,-0.0397453,0.0
236867935,0.050894912,0.071430326,-0.26107863,-0.002698466,0.0057497276,-0.040353965,0.0
236900695,0.13452885,0.08709213,-0.2556344,-0.0026367113,0.0057153376,-0.041115254,0.0
236929492,-0.043816853,0.017195968,-0.06988731,-0.0026705314,0.0056403466,-0.041771457,0.0
236961518,0.025712378,-0.0007571364,-0.12300577,-0.0026336215,0.005605651,-0.042411093,0.0
236993464,0.044382785,0.04749933,0.044537745,-0.0025668317,0.0056332573,-0.043181963,0.0
237025480,0.085821345,0.0402148,-0.059425645,-0.0024878476,0.0056712003,-0.043862473,0.0
237057491,-0.22015183,-0.097309455,0.084122576,-0.0024660432,0.0057261754,-0.044570062,0.0
237089531,-0.002706781,-0.009084359,0.07140813,-0.002488738,0.005770152,-0.045168586,0.0
237121466,0.044168312,-0.05626466,-0.07273083,-0.0024779374,0.0058286814,-0.045857992,0.0
237153502,0.24153042,0.030719379,-0.104236655,-0.00244108,0.0058574593,-0.046488155,0.0
237181463,-0.12908062,-0.11628426,0.22196594,-0.0023607179,0.0058890567,-0.04711407,0.0
237213472,0.04141734,-0.0071096197,-0.037166152,-0.0023374837,0.005875342,-0.04767247,0.0
237245460,0.19234864,0.017375913,-0.19187765,-0.0022724478,0.005847518,-0.048342798,0.0
237277517,0.054265816,0.052020557,-0.17462882,-0.002159302,0.0058208094,-0.048981067,0.0
237309514,-0.024293471,0.034372482,-0.022790441,-0.0020256625,0.005776644,-0.04965368,0.0
237341503,-0.16876401,0.025275601,0.031825207,-0.0019116306,0.005715673,-0.05027594,0.0
237373468,-0.06993378,-0.031898446,-0.0046266234,-0.001885838,0.005678027,-0.050885607,0.0
237405543,0.157782,0.00807341,-0.08964255,-0.0018218071,0.005633994,-0.05146819,0.0
237437460,0.25386986,-0.02174985,-0.042382967,-0.001777234,0.0055984478,-0.05210505,0.0
237471053,0.0125068715,-0.0017911429,0.040527932,-0.0016994412,0.0055712136,-0.052776918,0.0
237503095,-0.12669794,0.016070547,0.16210422,-0.001721039,0.005521824,-0.053367395,0.0
237531057,0.25332737,-0.02386007,0.019436443,-0.0016551317,0.0054869517,-0.05385697,0.0
237563060,0.15407497,0.00048471056,0.010319736,-0.001538133,0.005476562,-0.054419816,0.0
237595097,-0.21477827,-0.030791435,-0.033817574,-0.0014296127,0.0054806382,-0.05501234,0.0
237627131,0.025434073,0.08567835,-0.08017494,-0.0014876607,0.0053937403,-0.05551058,0.0
237659054,0.07939494,0.04191611,-0.35384056,-0.0015056933,0.0053659524,-0.056000672,0.0
237691111,0.08048331,0.06250168,-0.040865798,-0.0015132772,0.005327749,-0.056527905,0.0
237723077,-0.20549147,0.017878091,0.015800538,-0.0014849985,0.005316468,-0.057013515,0.0
237755144,-0.2692151,0.03366812,0.0753365,-0.0014916748,0.0053064553,-0.057444014,0.0
237783087,0.063197054,-0.004619872,-0.14848052,-0.0014816878,0.0053450507,-0.05784923,0.0
237815125,-0.19528721,0.02860931,-0.09064591,-0.0014096531,0.0053533604,-0.058276154,0.0
237847060,-0.29459298,-0.010380811,0.06118525,-0.0014148555,0.005349176,-0.05873691,0.0
237879107,0.031363327,0.06003161,0.028474152,-0.0014988456,0.0053314907,-0.059156876,0.0
237911091,0.22479478,0.005599561,-0.0074699214,-0.0015253605,0.00531464,-0.05962216,0.0
237943111,0.040115308,0.0034958348,0.12829745,-0.0014396855,0.005325995,-0.060125574,0.0
237975061,-0.07197617,0.001671127,0.145976,-0.0013836666,0.0053036124,-0.060538374,0.0
238007084,-0.1238025,-0.020973185,-0.19404648,-0.0013184639,0.0052536256,-0.060928203,0.0
238035856,0.24190772,0.024262102,-0.04994203,-0.001297883,0.005193919,-0.061419025,0.0
238068655,-0.15894029,-0.045932014,-0.119234666,-0.0012216433,0.0051782834,-0.061867595,0.0
238100696,0.0059314724,-0.008789992,-0.08151503,-0.0012770335,0.005137753,-0.06222686,0.0
238132684,-0.03389274,-0.021748807,-0.23477247,-0.001257908,0.005175902,-0.06260375,0.0
238164711,0.12516549,0.013147384,0.0075392947,-0.0012734468,0.005207491,-0.06307423,0.0
238192716,-0.25971758,-0.031460956,-0.010937014,-0.0012157987,0.0052332245,-0.06346873,0.0
238224655,-0.204894,0.040726814,-0.034573026,-0.0012013199,0.0052303844,-0.06379016,0.0
238256662,-0.060913805,0.045961995,-0.2610699,-0.0010726897,0.0052796253,-0.064164504,0.0
238288684,0.028210118,0.08270017,-0.0011586174,-0.0009252034,0.005276477,-0.064577006,0.0
238320695,-0.22197564,0.05184048,0.14531131,-0.00082220626,0.0052390723,-0.065017566,0.0
238352677,0.035341885,0.09116004,0.23508805,-0.00094578584,0.005280498,-0.06537782,0.0
238384653,0.22023536,0.04118287,-0.016069675,-0.0011674674,0.005725454,-0.065747686,0.0
238416708,0.07403912,0.1438375,0.017625036,-0.0014765406,0.006385932,-0.06610436,0.0
238444672,-0.40630057,0.27646965,0.051245168,-0.0017349513,0.006983763,-0.066419356,0.0
238476666,-0.50340956,0.5034081,-0.0663588,-0.002058384,0.0074856672,-0.06669035,0.0
238508699,-0.11138417,0.7434979,0.017576443,-0.0021764669,0.0075388863,-0.067003995,0.0
238540671,-0.035351895,0.88072014,-0.023594815,-0.0018417292,0.0072290846,-0.06735792,0.0
238572659,-0.6832028,0.68433124,0.19525152,-0.0013038606,0.006721666,-0.067777544,0.0
238604712,-0.5649206,0.70095766,-0.05940074,-0.0008664666,0.0060712965,-0.06804547,0.0
238634252,-0.09998451,0.5165825,-0.09272774,-0.00043297416,0.005498818,-0.068505876,0.0
238666260,-0.26511225,0.34463584,-0.15973239,-6.057866e-05,0.004931581,-0.06882593,0.0
238698284,-0.09340452,0.12467223,-0.007176409,0.00013377523,0.004485711,-0.069223754,0.0
238730261,0.17283773,0.018027395,0.0756758,0.00027153373,0.004246302,-0.06962356,0.0
238762326,0.047024615,-0.11643659,0.1186323,0.00033982823,0.004187318,-0.07005115,0.0
238794253,0.034107834,-0.12908053,0.1063995,0.0003021659,0.0041988376,-0.07040051,0.0
238826318,0.0016710497,-0.12673275,-0.018327182,0.00021974089,0.0042738775,-0.07075606,0.0
238854262,0.08921249,-0.18066429,-0.11596791,0.0001641943,0.004327692,-0.07102291,0.0
238886303,0.011815355,-0.2384508,-0.09726413,0.00016324695,0.004389664,-0.071362466,0.0
