timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
349615090,349615090,0,0,0,0,0,0,0,0,0,0,0
350607512,350607512,0,0,0,0,0,0,0,0,0,0,0
351595519,351595519,0,0,0,0,0,0,0,0,0,0,0
352606475,352606475,0,0,0,0,0,0,0,0,0,0,0
353644182,353644182,0,0,0,0,0,0,0,0,0,0,0
354608644,354608644,0,0,0,0,0,0,0,0,0,0,0
355739532,355739532,0,0,0,0,0,0,0,0,0,0,0
356592630,356592630,0,0,0,0,0,0,0,0,0,0,0
357591502,357591502,0,0,0,0,0,0,0,0,0,0,0
358592576,358592576,0,0,0,0,0,0,0,0,0,0,0
359595510,359595510,0,0,0,0,0,0,0,0,0,0,0
360602477,360602477,0,0,0,0,0,0,0,0,0,0,0
361605463,361605463,0,0,0,0,0,0,0,0,0,0,0
362601982,362601982,0,0,0,0,0,0,0,0,0,0,0
363610478,363610478,0,0,0,0,0,0,0,0,0,0,0
364613510,364613510,0,0,0,0,0,0,0,0,0,0,0
365622594,365622594,0,0,0,0,0,0,0,0,0,0,0
366616583,366616583,0,0,0,0,0,0,0,0,0,0,0
367618405,367618405,0,0,0,0,0,0,0,0,0,0,0
368616507,368616507,0,0,0,0,0,0,0,0,0,0,0
369614465,369614465,0,0,0,0,0,0,0,0,0,0,0
370678708,370678708,0,0,0,0,0,0,0,0,0,0,0
371618499,371618499,0,0,0,0,0,0,0,0,0,0,0
372642469,372642469,0,0,0,0,0,0,0,0,0,0,0
373621611,373621611,0,0,0,0,0,0,0,0,0,0,0
374622590,374622590,0,0,0,0,0,0,0,0,0,0,0
375616148,375616148,0,0,0,0,0,0,0,0,0,0,0
376620467,376620467,0,0,0,0,0,0,0,0,0,0,0
377624571,377624571,0,0,0,0,0,0,0,0,0,0,0
378620466,378620466,0,0,0,0,0,0,0,0,0,0,0
379614462,379614462,0,0,0,0,0,0,0,0,0,0,0
380622827,380622827,0,0,0,0,0,0,0,0,0,0,0
381622467,381622467,0,0,0,0,0,0,0,0,0,0,0
382617543,382617543,0,0,0,0,0,0,0,0,0,0,0
