timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
229217321,0.10138973,-0.010216755,-0.13299909,3985,0,1.0450295,-0.15749225,-10.287372,3985
229221321,-0.0067464267,-0.012637595,-0.11882419,4000,0,1.7823842,0.6861674,-9.58042,4000
229225321,-0.051942833,-0.018641915,0.12188735,4000,0,-0.37185025,0.7846796,-9.289212,4000
229229321,0.025125379,-0.011027976,0.042608224,4000,0,-1.3862777,-0.19921644,-10.009464,4000
229233342,0.020152584,0.0024917733,-0.21801771,4021,0,1.2512128,-0.469659,-10.453085,4021
229237347,-0.03242037,0.000395379,-0.13743527,4005,0,1.1524266,0.57763046,-9.842619,4005
229241321,0.024722746,0.02591374,0.13366836,3974,0,-1.5098301,0.21218786,-9.598512,3974
229245321,0.03035021,0.004862718,-0.054994375,4000,0,0.29135153,-1.1671585,-9.670423,4000
229249321,-0.07081883,-0.050601065,-0.20942867,4000,0,0.90679866,1.5911967,-9.381624,4000
229253321,-0.15894267,0.03014325,0.13750567,4000,0,0.7897349,2.685592,-8.449464,4000
229257362,-0.13251139,0.066008955,0.12475793,4041,0,0.98639077,0.8838207,-10.306661,4041
229261321,0.07805531,-0.011893184,-0.21641272,3959,0,-0.40338832,0.39131948,-12.121878,3959
229265321,0.21232943,-0.06540085,-0.10450514,4000,0,-1.0504096,-0.26860854,-9.481468,4000
229269321,0.04279742,-0.061175536,0.26211444,4000,0,-0.75635535,-1.5491052,-5.0924916,4000
229273321,-0.17782071,0.01873576,0.23401578,4000,0,0.097399406,-1.7627883,-6.9366384,4000
229277322,-0.09403703,0.06952085,-0.045930337,4001,0,1.1756982,0.17330915,-13.402348,4001
229281321,0.098099746,-0.023922632,0.06301379,3999,0,2.1219122,1.9144392,-15.595145,3999
229285321,-0.10628382,-0.12152536,0.39441222,4000,0,1.6470538,1.717569,-9.578081,4000
229289321,-0.3442654,-0.0797808,0.1316934,4000,0,1.22775,1.4748648,-3.8403652,4000
229293321,0.004145604,0.028017016,-0.22387959,4000,0,1.3633107,2.4089956,-5.5901523,4000
229297366,0.5180943,0.07810662,-0.07226916,4045,0,-0.56147176,0.5202301,-12.893709,4045
229301363,0.27121735,0.0265146,-0.0018072209,3997,0,-4.492292,-2.6869056,-16.543098,3997
229305321,-0.35834855,0.025280528,-0.27912512,3958,0,-7.22938,-1.7427496,-13.455766,3958
229309321,-0.3722258,0.050839346,-0.24792147,4000,0,-5.544506,2.1315382,-7.739872,4000
229313328,-0.13108656,0.1058084,-0.015212084,4007,0,0.41617694,3.282239,-5.169718,4007
229317326,-0.1854645,0.09230272,-0.1503248,3998,0,7.659433,3.350658,-6.596343,3998
229321321,0.070101716,0.017484307,-0.21053113,3995,0,14.601027,2.6582224,-9.435703,3995
229325321,0.60814184,0.042857822,-0.22048567,4000,0,20.184614,-2.3006084,-11.543523,4000
229329321,0.6967257,0.058372922,-0.20341325,4000,0,13.553865,-6.332854,-11.9496765,4000
229333322,0.055417564,-0.12735403,0.02662271,4001,0,-1.399735,-8.735735,-11.482677,4001
229337329,-0.8081349,-0.27330083,-0.098680735,4007,0,-17.018156,-6.675927,-11.313451,4007
229341323,-1.0418539,-0.07526424,-0.018452602,3994,0,-26.063974,2.1644742,-6.35103,3994
229345321,-0.6127803,-0.0066185324,0.44108436,3998,0,-23.245499,8.4198265,-2.4224432,3998
229349321,-0.3116885,0.07899465,0.23109373,4000,0,-10.468547,9.823079,-5.334552,4000
229353321,0.2168054,0.26767808,-0.05673898,4000,0,6.995705,10.052468,-11.382434,4000
229357321,0.92710865,0.24814828,0.1211625,4000,0,23.0601,5.6850257,-18.486143,4000
229361321,0.75858676,0.0794115,0.2206283,4000,0,26.769564,-0.7439938,-19.975576,4000
229365321,-0.06416813,-0.14826868,-0.04019803,4000,0,15.226312,-2.8112817,-9.239202,4000
229369321,-0.27920124,-0.40572494,-0.21680088,4000,0,-2.8991117,-1.6053909,3.6485543,4000
229373321,0.08206713,-0.2773518,-0.09166072,4000,0,-19.174501,-2.4275157,3.8850143,4000
229377322,0.1787172,0.04410733,0.041278172,4001,0,-20.79312,-3.699499,-11.5248575,4001
229381324,0.064041,0.2807528,0.020183973,4002,0,-8.826732,-3.431687,-25.900118,4002
229385325,-0.06346492,0.12543996,-0.018326126,4001,0,5.417155,-1.7660397,-23.161465,4001
229389321,-0.28819883,-0.033902347,0.052880008,3996,0,15.353026,0.2058653,-7.8786936,3996
229393321,-0.2461451,-0.09944937,0.22196592,4000,0,15.717365,2.2886016,4.335378,4000
229397321,0.052405596,-0.02529736,0.15335213,4000,0,8.142816,2.4560845,0.055243228,4000
229401338,0.10339049,0.034083817,-0.13057402,4017,0,-0.034495205,2.214353,-11.274124,4017
229405362,0.038683258,-0.18403764,-0.17162941,4024,0,-8.275729,1.4462172,-19.059414,4024
229409321,-0.047520965,-0.13877788,0.021469215,3959,0,-12.174299,0.20433052,-16.580503,3959
229413321,-0.105808966,0.017110404,0.008014508,4000,0,-7.899615,-0.36601108,-8.448814,4000
229417321,-0.075669415,0.09597961,-0.10324295,4000,0,-0.74609536,0.9376213,-3.893783,4000
229421321,0.069417186,0.07758811,0.0033179298,4000,0,4.4976983,1.5509882,-6.352045,4000
229425327,0.0942594,0.08320049,0.06614875,4006,0,5.5797777,0.65107983,-11.218851,4006
229429321,-0.020785203,0.008760429,-0.11850344,3994,0,2.7625475,0.5087797,-13.363849,3994
229433321,0.026367879,-0.060084123,-0.1372066,4000,0,0.37797937,0.091685034,-12.665534,4000
229437322,0.18655434,0.032179076,-0.017914077,4001,0,0.29905075,-2.615217,-8.744198,4001
229441321,0.04496112,-0.0125970375,-0.07138212,3999,0,0.24560258,-3.2007794,-5.9449487,3999
229445334,-0.2584739,0.004401668,-0.033089064,4013,0,0.990593,-1.1531487,-7.8136535,4013
229449321,-0.27114898,0.079991676,0.01738665,3987,0,1.305964,0.95958364,-10.754049,3987
229453321,-0.17788239,0.022098752,-0.045592804,4000,0,1.1869527,3.257517,-13.048035,4000
229457321,-0.20210971,-0.00955501,-0.042093344,4000,0,0.8176122,4.7882667,-12.096289,4000
229461321,-0.10364574,-0.05208151,-0.02538985,4000,0,-0.16860647,4.519901,-7.4539094,4000
229465337,0.21382716,-0.064701214,-0.020552648,4016,0,-0.741361,2.7449393,-5.3578362,4016
229469331,0.35035717,-0.02001138,-0.030463628,3994,0,-0.29011548,-0.24285598,-6.844131,3994
229473321,0.12954369,-0.011121717,-0.056357842,3990,0,0.56127137,-1.8920243,-10.474295,3990
229477321,0.024190692,-0.029762758,0.026842818,4000,0,1.5849051,-1.985777,-13.318733,4000
229481321,0.06086438,-0.048766308,0.16266866,4000,0,0.83863896,-1.6780903,-13.581469,4000
229485338,-0.09181602,-0.043841112,0.15235843,4017,0,-0.5149019,-0.62317145,-10.312717,4017
229489321,-0.21085875,-0.10294715,0.13296513,3983,0,-0.09890467,0.9462401,-6.3131256,3983
229493321,-0.012295664,-0.05951143,0.13116723,4000,0,0.8285333,1.4803863,-5.771153,4000
229497321,0.19193746,0.013676654,0.1541784,4000,0,-0.8879589,1.7459958,-9.121506,4000
229501321,0.12675157,-0.055289995,0.15723808,4000,0,-2.002739,0.55857295,-13.820128,4000
229505321,-0.05326677,-0.05288636,0.021066163,4000,0,-2.703753,-0.20238075,-13.995692,4000
229509321,-0.059439156,-0.04385649,-0.036158476,4000,0,-2.370223,0.56828696,-9.43002,4000
229513321,-0.12242935,-0.01895102,-0.04677685,4000,0,0.027250772,1.1688678,-6.877247,4000
229517321,-0.26486346,0.11445062,-0.15643667,4000,0,1.9281243,2.9582927,-6.7079034,4000
229521321,-0.062387597,0.07465276,-0.19759591,4000,0,4.407368,3.9285374,-9.326995,4000
229525321,0.24228834,0.058004376,-0.15235506,4000,0,5.9800267,2.1423283,-12.49884,4000
229529321,0.28181008,0.090989456,-0.08356143,4000,0,4.886105,-0.8485449,-11.859566,4000
229533331,0.23733117,-0.091012254,-0.0073114224,4010,0,1.7820833,-4.074666,-9.988199,4010
229537322,0.1611118,-0.08251542,0.04037144,3991,0,-2.004407,-6.8274155,-7.7778897,3991
229541321,-0.034465987,-0.0037287197,0.10032612,3999,0,-3.6727438,-6.6990576,-5.8091316,3999
229545321,-0.32951137,-0.054096304,0.08649247,4000,0,-2.928007,-3.64479,-9.661632,4000
229549341,-0.551117,0.06525058,0.00091326114,4020,0,-1.7352904,1.4701555,-14.8768635,4020
229553353,-0.5044724,0.030474406,-0.06338297,4012,0,-0.9515376,6.2662835,-14.810729,4012
229557321,-0.31552526,-0.02904936,-0.09722742,3968,0,-0.6177911,8.857492,-10.135614,3968
229561321,0.008949865,0.06857315,-0.097659215,4000,0,1.0776592,8.194525,-4.4746842,4000
229565324,0.44086048,0.07602567,-0.07860867,4003,0,2.1998177,4.291492,-4.7217817,4003
229569338,0.5689734,0.11338135,-0.07910215,4014,0,2.6873875,-1.2567023,-9.504242,4014
229573331,0.33403328,0.059095256,-0.08212665,3993,0,2.0793712,-5.591453,-13.033198,3993
229577321,-0.0018809472,-0.020590411,0.0121030435,3990,0,-0.80699235,-5.959325,-13.691469,3990
229581321,-0.33217794,-0.04670688,0.15877652,4000,0,-2.6215715,-3.9148362,-10.599033,4000
229585321,-0.5662479,-0.08734088,0.04145615,4000,0,-1.9503062,-0.57384086,-6.238634,4000
229589321,-0.40559036,0.01803125,-0.13228224,4000,0,1.4346579,3.8649101,-4.458505,4000
229593345,-0.006035804,0.042075273,-0.05945273,4024,0,3.8735228,6.0929623,-8.333429,4024
229597321,0.09623553,0.059848797,0.030530984,3976,0,2.5176008,5.3464646,-13.6238575,3976
229601321,0.153839,-0.02150434,-0.00056944316,4000,0,0.8599233,2.4709065,-14.126305,4000
229605321,0.31758967,-0.08963713,-0.109854266,4000,0,-0.9908953,-1.3082908,-10.126653,4000
229609321,0.2595864,-0.020379651,-0.1040892,4000,0,-1.6906484,-3.4889057,-6.321309,4000
229613321,0.0047473917,0.053298544,0.019003358,4000,0,0.90571177,-4.3171673,-7.5250626,4000
229617321,-0.18174654,0.044103295,0.03063765,4000,0,1.7781502,-2.3761032,-11.56003,4000
229621321,-0.28328127,-0.0036094415,0.031946383,4000,0,0.5256581,0.9013051,-12.999317,4000
229625321,-0.33072546,-0.06445138,0.015397775,4000,0,0.08855044,3.463675,-9.874957,4000
229629321,-0.10842498,-0.0024268094,-0.0021824972,4000,0,1.5150111,4.064279,-5.8626895,4000
229633337,0.235588,0.027178997,-0.0830311,4016,0,1.6016799,2.881468,-6.3832994,4016
229637339,0.2633998,0.03362773,-0.06522763,4002,0,-0.32316726,1.4642938,-11.611644,4002
229641321,0.052030995,0.00610736,0.025479488,3982,0,-0.76824045,-0.56654656,-14.211954,3982
229645321,-0.058406543,-0.08813028,0.006748225,4000,0,-0.62076545,-1.7643006,-11.712219,4000
229649321,-0.04312058,-0.07586351,-0.022582432,4000,0,0.24110402,-1.5080347,-6.459539,4000
229653338,-0.02101576,-0.028879222,-0.020137448,4017,0,1.1790091,-0.7481211,-4.4849687,4017
229657321,-0.021591472,0.026680516,-0.0035596674,3983,0,0.4595816,0.9289519,-8.292819,3983
229661321,-0.05875708,0.041015077,0.015485397,4000,0,-0.4123881,2.0544097,-13.379871,4000
229665321,-0.17469563,-0.04270088,-0.023316989,4000,0,-0.9517991,3.126297,-14.829498,4000
229669321,-0.12143722,-0.05630085,-0.02113825,4000,0,-0.24282797,2.7261233,-10.82076,4000
229673321,0.1716724,-0.044007454,-0.046547048,4000,0,0.58927804,0.71918076,-5.7978463,4000
229677321,0.33050478,0.029814519,-0.07401769,4000,0,0.84735423,-1.6445417,-6.3210425,4000
229681352,0.1428409,0.05229066,-0.03535158,4031,0,0.58018863,-2.9270134,-11.069527,4031
229685321,-0.13909869,0.014812157,0.061779182,3969,0,-0.33934793,-2.585529,-14.246365,3969
229689321,-0.26117098,-0.023889052,0.06873967,4000,0,0.4959025,-1.3982623,-12.393168,4000
229693321,-0.26113102,-0.047626782,-0.02328405,4000,0,2.1362255,0.97005,-7.708262,4000
229697321,-0.12894545,0.005296373,-0.009439926,4000,0,2.7226849,2.8991401,-5.601042,4000
229701368,0.04382199,0.02290217,0.0063642743,4047,0,1.2298213,3.4091337,-8.04312,4047
229705321,0.06290576,0.021456698,-0.049345113,3953,0,-0.70015484,2.7620752,-11.932298,3953
229709321,-0.006120755,-0.031770296,-0.06794345,4000,0,-1.539531,1.821384,-12.722632,4000
229713321,0.08136334,-0.05375494,-0.0008495093,4000,0,-0.71504813,-0.32781497,-10.190125,4000
229717324,0.19318669,-0.033187732,0.021740826,4003,0,0.38907936,-2.1081724,-6.5524044,4003
229721324,0.043155726,-0.013329718,-0.013518528,4000,0,1.4756876,-2.0581195,-6.8359046,4000
229725321,-0.24037626,0.029571706,0.0030108397,3997,0,0.8686635,0.4299522,-10.0967,3997
229729321,-0.27798602,-0.0132377995,0.046248294,4000,0,-0.6413972,2.8087623,-12.434961,4000
229733321,-0.08276987,-0.071936615,0.013021859,4000,0,-1.7318381,3.6536043,-11.527703,4000
229737342,0.12582354,-0.03868243,-0.027122663,4021,0,-0.3478702,2.5002854,-7.928369,4021
229741344,0.26288477,-0.0050414596,-0.03386431,4002,0,1.9296645,0.01665717,-7.2053394,4002
229745321,0.24734369,0.048870817,-0.037543084,3977,0,2.3595638,-1.7805635,-9.972801,3977
229749321,0.052227937,0.007410468,0.0425306,4000,0,-0.023572005,-1.8005943,-12.89016,4000
229753321,-0.19466253,-0.06869005,0.10874114,4000,0,-1.458667,-1.2089524,-12.869919,4000
229757321,-0.28395057,-0.026670992,-0.004669821,4000,0,0.2800768,-0.047793787,-8.758547,4000
229761321,-0.08837841,-0.026524445,-0.06920491,4000,0,2.5308642,1.7320355,-5.05985,4000
229765321,0.13200518,0.0071702204,-0.0016818041,4000,0,1.9599607,2.1629105,-6.9274726,4000
229769321,0.1113034,0.033107422,0.022844605,4000,0,-0.055381756,1.6273385,-11.712509,4000
229773321,-0.01620135,-0.0025085818,-0.026228173,4000,0,-0.74473447,0.7469252,-14.333542,4000
229777336,-0.031090084,-0.05509131,-0.006500016,4015,0,-1.1218089,-0.15528996,-12.674998,4015
229781321,0.028274657,-0.026643746,0.024667406,3985,0,0.2928866,-1.159215,-7.84214,3985
229785321,0.039170597,-0.047539722,0.039214358,4000,0,1.768287,-1.5344197,-5.648876,4000
229789350,-0.044072513,0.04064169,-0.021699103,4029,0,1.8621217,-0.5130491,-7.527223,4029
229793321,-0.1323125,0.014007182,-0.005140997,3971,0,0.20157541,1.611209,-11.334249,3971
229797321,-0.1688857,-0.06725245,0.027491888,4000,0,-1.2804434,2.803482,-13.235212,4000
229801337,-0.10106775,-0.052785773,-0.017074125,4016,0,-1.0812169,2.658844,-10.2753315,4016
229805321,0.12188425,-0.02307306,-0.07730849,3984,0,1.0488188,1.6185503,-6.4363523,3984
229809321,0.21806565,0.043338582,-0.06828623,4000,0,1.5371249,0.32391998,-6.8525085,4000
229813321,0.09882688,0.037003115,0.009624433,4000,0,-0.52263975,-0.5375944,-11.147837,4000
229817321,-0.029717013,0.0040460443,0.026004419,4000,0,-1.7916644,-1.2417195,-14.453424,4000
229821338,-0.08308754,-0.0055937977,-0.004484649,4017,0,-0.4049152,-1.2274892,-12.552716,4017
229825321,-0.12388531,-0.04380411,-0.03297848,3983,0,1.9593011,-0.37712762,-7.536495,3983
229829357,-0.10069934,-0.03186081,0.0024257405,4036,0,2.704221,0.57362735,-5.0014205,4036
229833321,0.05345956,0.019965358,0.0074427817,3964,0,1.7040737,1.1825886,-7.036334,3964
229838129,0.06335087,0.035860006,-0.046066917,4808,0,0.16833001,1.238323,-12.603515,4808
229842144,-0.15110862,0.0019195998,-0.059373666,4015,0,-0.41079405,1.9326483,-14.264304,4015
229850120,0.12558448,-0.04408924,0.024959061,4000,0,0.8213894,-0.012801121,-6.255656,4000
229854121,0.19786498,0.012431397,-0.05631406,4001,0,0.47775012,-1.1932243,-5.9225345,4001
229858120,0.009763908,0.016547358,-0.03316979,3999,0,-0.54791677,-0.8653861,-10.4183235,3999
229862145,-0.15861446,0.00068656093,0.06775821,4025,0,-0.85177267,0.17616817,-13.560643,4025
229866120,-0.17369829,-0.08004773,0.08495281,3975,0,0.026677681,0.9717435,-12.031648,3975
229870120,-0.097438835,-0.057731688,-0.010057739,4000,0,0.85862154,1.8130345,-7.055635,4000
229874125,0.048931852,-0.01181641,-0.062433243,4005,0,1.6119744,1.9984559,-4.945863,4005
229878123,0.14407708,0.010681169,-0.024051577,3998,0,0.44942084,1.8247286,-8.61655,3998
229882148,0.04286213,0.052513044,0.017441764,4025,0,-1.1578472,1.2220833,-13.134674,4025
229886124,-0.07927572,-0.04193306,0.0042187627,3976,0,-1.786397,0.70275956,-13.860773,3976
229890123,-0.011227281,-0.05150827,-0.027445544,3999,0,-0.3706505,-0.20083863,-10.498404,3999
229894132,0.1332788,-0.016107587,0.00424667,4009,0,1.691721,-0.95806265,-6.2684755,4009
229898124,0.0976384,0.024968524,7.027569e-05,3992,0,3.0886886,-1.4654666,-6.2561107,3992
229902173,-0.06208193,0.03460109,-0.0029129728,4049,0,1.0435238,-0.2054079,-9.925561,4049
229906120,-0.11993629,-0.02946965,0.030833893,3947,0,-0.7261203,1.0720426,-13.47814,3947
229910138,-0.12514286,-0.05304586,0.018653154,4018,0,-0.05755518,1.2984592,-13.024253,4018
229914120,-0.05518385,-0.023489468,-0.05394695,3982,0,1.9636111,1.2794596,-8.080422,3982
229918120,0.120621055,-0.038696304,-0.04100232,4000,0,1.9327111,0.90420246,-5.771303,4000
229922146,0.16094938,0.023883952,0.011276793,4026,0,-0.473451,0.295482,-8.080322,4026
229926120,0.010855493,0.018445546,0.008422205,3974,0,-1.0424639,-0.6361446,-12.272143,3974
229930123,-0.11281803,-0.03175837,-0.043609552,4003,0,-0.72488964,-0.58907366,-14.041815,4003
229934120,-0.095098466,-0.013964383,-0.014467603,3997,0,0.81891984,-0.06848256,-10.252536,3997
229938120,-0.012198378,-0.06670831,0.050753728,4000,0,1.3347126,0.25441465,-6.5543165,4000
229942147,-0.029247561,0.01487725,0.0061915503,4027,0,0.23266837,0.8903961,-6.760822,4027
