timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
228853954,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
229057931,-1.0,-0.9706889,8.816487e-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
229262768,-1.0,-0.9132623,2.0843332e-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
229462811,-1.0,-0.7575882,0.0,0.9612817,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
229663101,-1.0,-0.71526974,3.9608676e-37,0.9630556,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
229851536,-1.0,-0.5835362,0.0,0.8812182,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
230063545,-1.0,-0.2128674,0.0,0.435783,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
230263544,-0.9735844,0.0012834206,0.0,0.0005742718,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
230467521,-0.1163699,0.000108331034,0.0,-7.270469e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
230680349,1.1829361e-05,1.2171642e-08,0.0,-4.18579e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
230880355,8.62632e-09,-1.9169449e-11,0.0,1.1951891e-13,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
231080401,-1.2534042e-11,1.15743164e-14,0.046698548,-8.6568805e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
231292325,-4.2599598e-16,2.9932248e-18,0.056626797,-1.6851424e-20,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
231493932,1.9926738e-18,-2.4362927e-21,0.10342419,1.6952449e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
231689942,-1.5583949e-21,8.588188e-25,0.1507824,-7.6590136e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
231889936,5.1632056e-25,2.818706e-28,0.22884452,-4.927507e-31,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
232102775,2.091213e-28,-6.0946754e-31,0.30270928,3.6718583e-33,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
232302783,-4.010172e-31,4.1248156e-34,0.3694269,-2.9953139e-36,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
232510722,2.6139133e-34,-1.0193597e-37,0.37588882,1.059341e-39,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
232711465,-5.833478e-38,-8.5652e-41,0.3759036,3.43e-43,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
232916346,-5.3322e-41,3.5e-44,0.37713182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0
