timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
228860914,-0.054543596,-0.002332144,-0.0043898784,-0.020177439,0.015646458,-0.37805718,0.01004003,-0.0095907,-0.02063495,-0.0129022,0.0,0.0,0.0,0.0,0.0,0.26193336,0.26193714,0.5730408,0.3708405,0.3708439,4.054553,0.0025091057,0.002508819,0.0025058063,0.090152666,0.0,0.0,0.0,0.0,0.0,0.00027443917,0.003054605,0.009068851,0.0,0.0,0.0,0.0,0.0,0.0
229065008,-0.028999124,0.010753443,-0.041391734,-0.022638507,0.021320105,0.14052589,0.01004003,-0.0095907,-0.02063495,-0.015303791,0.0,0.0,0.0,0.0,0.0,0.26193354,0.2619373,0.57305294,0.371992,0.3719954,4.05451,0.0025091057,0.002508819,0.0025058063,0.09015267,0.0,0.0,0.0,0.0,0.0,0.00029932545,0.0026030955,0.0075472826,0.0,0.0,0.0,0.0,0.0,0.0
229265654,-0.036348697,-0.016255144,-0.04894939,-0.014927328,0.016744852,0.0475076,0.01004003,-0.0095907,-0.02063495,-0.010952413,0.0,0.0,0.0,0.0,0.0,0.26187515,0.26187885,0.5730259,0.37170357,0.37170696,4.054626,0.0025091057,0.002508819,0.0025058063,0.09015268,0.0,0.0,0.0,0.0,0.0,0.0003277345,0.0013941063,0.004576202,0.0,0.0,0.0,0.0,0.0,0.0
229469740,-0.036411952,0.007967218,0.0036030607,-0.019153148,0.014727354,0.025265528,0.01004003,-0.0095907,-0.02063495,0.00010371208,0.0,0.0,0.0,0.0,0.0,0.26188967,0.26189333,0.5730393,0.3717693,0.37177268,4.0544243,0.0025091057,0.002508819,0.0025058063,0.09015269,0.0,0.0,0.0,0.0,0.0,0.00028387803,0.0059502963,0.018447071,0.0,0.0,0.0,0.0,0.0,0.0
229673707,0.015900854,0.04910751,-0.015740678,-0.022374973,0.019340992,0.6632634,0.01004003,-0.0095907,-0.02063495,-0.02425754,0.0,0.0,0.0,0.0,0.0,0.2618761,0.26187962,0.5727594,0.37179816,0.37180153,4.054336,0.0025091057,0.002508819,0.0025058063,0.0901527,0.0,0.0,0.0,0.0,0.0,0.00021407001,0.011872435,0.037688334,0.0,0.0,0.0,0.0,0.0,0.0
229874496,-0.036693886,0.062014367,-0.04279906,-0.018287018,0.019853115,-0.076997444,0.01004003,-0.0095907,-0.02063495,-0.01139766,0.0,0.0,0.0,0.0,0.0,0.26200372,0.26200804,0.57207936,0.37182438,0.3718277,4.0539737,0.0025091057,0.002508819,0.0025058063,0.09015271,0.0,0.0,0.0,0.0,0.0,0.0002484536,0.00947676,0.031920608,0.0,0.0,0.0,0.0,0.0,0.0
230078458,-0.047356613,0.01001684,-0.02018933,-0.022244588,0.019147635,-0.38381118,0.01004003,-0.0095907,-0.02063495,0.0077731013,0.0,0.0,0.0,0.0,0.0,0.26231623,0.26232302,0.57154405,0.37328464,0.37328795,4.0542035,0.0025091057,0.002508819,0.0025058063,0.09015279,0.0,0.0,0.0,0.0,0.0,0.0002343913,0.0036101455,0.013120685,0.0,0.0,0.0,0.0,0.0,0.0
230282532,-0.055897858,-0.041014187,-0.06865666,-0.013646983,0.013371706,-0.3726017,0.01004003,-0.0095907,-0.02063495,-0.023007214,0.0,0.0,0.0,0.0,0.0,0.26278532,0.262796,0.571126,0.3734865,0.37348992,4.0535855,0.0025091057,0.002508819,0.0025058063,0.09015279,0.0,0.0,0.0,0.0,0.0,0.00025365013,0.0035653436,0.008977264,0.0,0.0,0.0,0.0,0.0,0.0
230482508,-0.04407587,-0.033689596,-0.10219517,-0.015770964,0.012627602,-0.022427248,0.01004003,-0.0095907,-0.02063495,-0.0033376813,0.0,0.0,0.0,0.0,0.0,0.2631934,0.26320866,0.5707983,0.37322637,0.3732302,4.0529337,0.0025091057,0.002508819,0.0025058063,0.0901528,0.0,0.0,0.0,0.0,0.0,0.0002629696,0.0060188216,0.017908217,0.0,0.0,0.0,0.0,0.0,0.0
230687307,-0.038303237,0.0235026,0.031012913,-0.018413194,0.012060881,0.0106285345,0.01004003,-0.0095907,-0.02063495,-0.014208734,0.0,0.0,0.0,0.0,0.0,0.26368698,0.26370746,0.57057506,0.37304592,0.37305045,4.052335,0.0025091057,0.002508819,0.0025058063,0.090152785,0.0,0.0,0.0,0.0,0.0,0.00027027313,0.0020779187,0.0075119063,0.0,0.0,0.0,0.0,0.0,0.0
