timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
228860914,-0.9494126,0.02547245,-0.0070529478,-0.31291702,-0.042879157,-0.0057403403,-0.008993274,-0.10631383,3.6279507,4.0965943,-6.9893016e-05,-9.7394e-05,-4.3140197e-05,0.00046936568,0.00011407602,0.00043210963,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,3.281076e-10,6.5951735e-06,0.0004582929,3.7949635e-06,6.4934275e-06,6.4530645e-06,3.4466426e-05,0.011111971,0.011115353,0.010397276,0.041818596,0.041821282,0.05410784,1.0383614e-11,1.0393537e-11,1.8601494e-11,7.644417e-08,7.7263735e-08,5.0000022e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.28920558,0.23261093,0.01652727,0.021314656,0.0066267787,0.037550524,0.0,0.0,0.0,0.024002,0,0,0,831,0,0,0,0
229065008,-0.94940645,0.02549343,-0.007011492,-0.3129353,-0.041947685,-0.006587772,-0.006357379,-0.110566296,3.6234047,4.106234,-6.986858e-05,-9.738273e-05,-4.3178512e-05,0.00046936685,0.0001140822,0.00042733352,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,3.2951256e-10,6.5080903e-06,0.00036764727,3.7957877e-06,6.500135e-06,6.4598294e-06,3.448816e-05,0.011168413,0.011171785,0.010364654,0.042104874,0.04210762,0.053777307,1.0388688e-11,1.0398625e-11,1.860545e-11,7.644508e-08,7.726465e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2901939,0.23189935,0.019603625,0.011332333,0.0074235387,0.013957806,0.0,0.0,0.0,0.024129,0,0,0,831,0,0,0,0
229265654,-0.94939363,0.02550392,-0.006987537,-0.31297377,-0.04235334,-0.005372427,-0.009064008,-0.1147521,3.6212764,4.0990195,-6.985617e-05,-9.736135e-05,-4.3221415e-05,0.0004693694,0.00011408768,0.00042870844,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,3.3711675e-08,0.00012658087,0.001757926,3.7948937e-06,6.5019944e-06,6.461714e-06,3.4490906e-05,0.011182736,0.011186104,0.010377577,0.04216472,0.042167477,0.05389003,1.0390747e-11,1.0400693e-11,1.86053e-11,7.6445964e-08,7.726553e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.29040006,0.23214227,0.014029661,0.014205996,0.005493017,0.004718649,0.0,0.0,0.0,0.023975,0,0,0,831,0,0,0,0
229469740,-0.94915646,0.025338871,-0.007222654,-0.31370038,-0.038791373,0.005656726,-0.0033252041,-0.1182828,3.6176724,4.077038,-6.983528e-05,-9.73452e-05,-4.3252112e-05,0.00046938643,0.00011408689,0.00043611735,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,4.1042807e-07,0.0005675448,0.014689224,3.8107014e-06,6.5029653e-06,6.4621186e-06,3.4476656e-05,0.011180821,0.011184185,0.010390285,0.042192154,0.04219491,0.053984996,1.0390739e-11,1.0400696e-11,1.8603357e-11,7.6446824e-08,7.726639e-08,5.000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.2904945,0.23234671,0.00013285156,0.014230324,0.006282513,0.0025095379,0.0,0.0,0.0,0.024051,0,0,0,831,0,0,0,0
229673707,-0.9491249,0.026065713,-0.007485928,-0.31373006,-0.05905,-0.0216596,-0.040021013,-0.12519014,3.6101687,4.0406613,-6.9812326e-05,-9.736037e-05,-4.3281267e-05,0.00046938725,0.00011408624,0.00043699334,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,3.834284e-07,0.0006371669,0.015472718,3.8127916e-06,6.5069285e-06,6.4673172e-06,3.4497014e-05,0.0112847015,0.01128816,0.009784254,0.042477548,0.042480327,0.053607855,1.0394786e-11,1.04046875e-11,1.860523e-11,7.6447144e-08,7.726671e-08,5.0000164e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29147536,0.2315337,0.031073064,0.019192303,0.0073390338,0.06588039,0.0,0.0,0.0,0.024028,0,0,0,831,0,0,0,0
229874496,-0.94969505,0.028322974,-0.008308217,-0.3117822,-0.03924869,-0.0003412105,-0.029165478,-0.12886202,3.60085,4.015592,-6.976933e-05,-9.7360906e-05,-4.3310523e-05,0.0004694236,0.00011442661,0.00043695807,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,2.92543e-07,0.00060581975,0.014745734,3.7670857e-06,6.4874025e-06,6.4520996e-06,3.4540953e-05,0.011448784,0.011453679,0.009182542,0.04249853,0.042501226,0.053528324,1.039442e-11,1.0404373e-11,1.860313e-11,7.6442326e-08,7.7261774e-08,5.000046e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29154718,0.2313619,0.014600004,0.024230648,0.006511601,0.007648316,0.0,0.0,0.0,0.024013,0,0,0,831,0,0,0,0
230078458,-0.9496133,0.028245134,-0.008158628,-0.3120423,-0.04205035,-0.0159074,-0.04781877,-0.13170026,3.5952609,4.0064044,-6.974168e-05,-9.734208e-05,-4.333753e-05,0.00046903797,0.000114889415,0.00043686625,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,2.111958e-07,0.0005367614,0.0136479605,3.7737839e-06,6.4527867e-06,6.418187e-06,3.4554196e-05,0.011820455,0.0118284905,0.008715175,0.042668905,0.04267161,0.05347885,1.0393958e-11,1.04039485e-11,1.8601586e-11,7.640524e-08,7.72239e-08,5.00003e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.29213098,0.23125494,0.009957067,0.018492602,0.0072817253,0.038123682,0.0,0.0,0.0,0.023973,0,0,0,831,0,0,0,0
230282532,-0.9497901,0.027800044,-0.008339232,-0.31153888,-0.042820536,-0.017039359,-0.025770167,-0.13420172,3.594083,4.017179,-6.97332e-05,-9.7307246e-05,-4.336888e-05,0.00046775318,0.00011497177,0.0004362298,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,1.6499528e-07,0.0005074687,0.012739789,3.7605764e-06,6.3944553e-06,6.3598563e-06,3.4569057e-05,0.012236536,0.012248706,0.008354002,0.042674422,0.042677302,0.05313441,1.0392733e-11,1.0402745e-11,1.8599447e-11,7.6311125e-08,7.7127794e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.29215017,0.23050903,0.029471423,0.02180844,0.004466108,0.037013073,0.0,0.0,0.0,0.024025,0,0,0,831,0,0,0,0
230482508,-0.9496305,0.027423318,-0.008322646,-0.3120588,-0.044913266,-0.01234614,-0.041960414,-0.13721953,3.593218,4.029722,-6.972523e-05,-9.727892e-05,-4.3394e-05,0.0004664234,0.000115094495,0.00043508183,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,1.4021889e-07,0.00048235213,0.012402831,3.7715859e-06,6.322029e-06,6.2881727e-06,3.455971e-05,0.012777597,0.012794859,0.008105133,0.042747878,0.042751234,0.052742474,1.0393768e-11,1.04037915e-11,1.859731e-11,7.614773e-08,7.6960994e-08,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.2924023,0.22965729,0.004275451,0.027053226,0.0051629995,0.002228031,0.0,0.0,0.0,0.024001,0,0,0,831,0,0,0,0
230687307,-0.94953674,0.027262906,-0.008167697,-0.3123619,-0.041750457,-0.009101376,-0.02931689,-0.14033763,3.5883987,4.020151,-6.969827e-05,-9.726673e-05,-4.3431748e-05,0.00046585855,0.00011642755,0.00043551027,0.2661397,-0.021840027,0.47630796,0.01078296,-0.043228056,-0.031652335,0.0,0.0,0.0,1.19119434e-07,0.0004574384,0.009903479,3.7728323e-06,6.242632e-06,6.2104295e-06,3.4515757e-05,0.013440025,0.013462888,0.007921208,0.0431726,0.043176956,0.051900752,1.04013005e-11,1.0411309e-11,1.8586221e-11,7.5903095e-08,7.6711224e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.29385296,0.22781737,0.018200884,0.014918362,0.0060294536,0.0010559679,0.0,0.0,0.0,0.024028,0,0,0,831,0,0,0,0
