timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
228861394,-0.117513075,3.625339,4.0864882,0.5367729,0.0,-0.009920929,-0.0013138261,0.0359,0.0,0.0,-0.0,0.0,0.0,0.0
228962186,-0.119530626,3.6244226,4.0913873,0.53674024,0.0,0.0,0.0,0.046430003,0.0,0.0,-0.0,0.0,0.0,0.0
229065772,-0.120892905,3.622579,4.097839,0.53659123,0.0,-0.00030985847,-3.4407247e-05,0.04497,0.0,0.0,-0.0,0.0,0.0,0.0
229166253,-0.123194054,3.6211681,4.1005597,0.5365976,0.0,-0.011974327,-0.0014047329,0.03379,0.0,0.0,-0.0,0.0,0.0,0.0
229266601,-0.12441322,3.619693,4.101446,0.53519416,0.0,-0.008416165,-0.0012041726,0.04226,0.0,0.0,-0.0,0.0,0.0,0.0
229371357,-0.12639871,3.6182466,4.099282,0.656878,0.0,0.0078666285,0.030215733,0.45271,0.0,0.0,-1.1785573,0.0,0.0,0.0
229474547,-0.12767214,3.6162786,4.0930643,1.0158607,0.0,-0.0060616247,0.0010365946,0.7,0.0,0.0,-1.178591,0.0,0.0,0.0
229574192,-0.13001063,3.614631,4.086008,1.3559651,0.0,-0.016941838,0.0027070255,0.7,0.0,0.0,-1.1785848,0.0,0.0,0.0
229674522,-0.1320776,3.6112473,4.0750403,1.5282123,0.0,-0.015123144,0.00084614777,0.7,0.0,0.0,-1.1787848,0.0,0.0,0.0
229778560,-0.13490914,3.6081707,4.0574193,1.5315017,0.0,-0.0066324063,-0.0010308502,0.7,0.0,0.0,-1.1787876,0.0,0.0,0.0
229879474,-0.13673024,3.6035867,4.0418906,1.5343602,0.0,-0.00068067014,1.7710612e-05,0.7,0.0,0.0,-1.1788149,0.0,0.0,0.0
229979033,-0.13948214,3.6000543,4.0278263,0.5555188,0.0,-0.016176539,-0.0048352117,0.029259998,0.0,0.0,-0.0,0.0,0.0,0.0
230082965,-0.14064409,3.5960178,4.013793,0.5884761,0.0,-0.007007528,-0.0017133709,0.03572,0.0,0.0,-0.0,0.0,0.0,0.0
230184249,-0.14266132,3.592961,4.005868,0.63042295,0.0,0.0,0.0,0.053889997,0.0,0.0,-0.0,0.0,0.0,0.0
230287523,-0.14372447,3.5908794,4.0037456,0.6342515,0.0,-0.004078664,-0.0018328484,0.04429,0.0,0.0,-0.0,0.0,0.0,0.0
230391135,-0.14532912,3.5893,4.0051603,0.63435763,0.0,-0.005197525,-0.0015069796,0.04238,0.0,0.0,-0.0,0.0,0.0,0.0
230491003,-0.14645807,3.5882568,4.0078583,0.6341262,0.0,-0.010322526,-0.0013869642,0.03287,0.0,0.0,-0.0,0.0,0.0,0.0
230594868,-0.14781296,3.5871809,4.0089192,0.6349109,0.0,-0.0029767565,-0.0007772809,0.03587,0.0,0.0,-0.0,0.0,0.0,0.0
230696177,-0.14874156,3.5855038,4.0087266,0.63525164,0.0,0.0,0.0,0.045429997,0.0,0.0,-0.0,0.0,0.0,0.0
230795877,-0.1501607,3.5843067,4.0061007,0.6355294,0.0,-0.0003682375,-4.628813e-05,0.03875,0.0,0.0,-0.0,0.0,0.0,0.0
230896145,-0.15029132,3.5844445,4.00451,0.63557595,0.0,0.0,0.0,0.043970004,0.0,0.0,-0.0,0.0,0.0,0.0
231000126,-0.1512902,3.5862322,4.002707,0.63531184,0.0,0.0,0.0,0.043179996,0.0,0.0,-0.0,0.0,0.0,0.0
231099751,-0.15278739,3.585433,3.9994805,0.6352731,0.0,-0.0025256015,-0.001161892,0.03681,0.0,0.0,-0.0,0.0,0.0,0.0
231203828,-0.15440108,3.585434,3.997078,0.63483304,0.0,-0.004455082,0.00056428835,0.035639998,0.0,0.0,-0.0,0.0,0.0,0.0
231304003,-0.15512371,3.5859754,3.9932632,0.63501954,0.0,0.0,0.0,0.042770002,0.0,0.0,-0.0,0.0,0.0,0.0
231405951,-0.15591529,3.5867572,3.9880104,0.6351844,0.0,0.0,0.0,0.0466,0.0,0.0,-0.0,0.0,0.0,0.0
231505371,-0.1565122,3.5875056,3.981014,0.6354864,0.0,0.0,0.0,0.03583,0.0,0.0,-0.0,0.0,0.0,0.0
231609237,-0.1573368,3.5879092,3.9722931,0.63570905,0.0,0.0,0.0,0.03582,0.0,0.0,-0.0,0.0,0.0,0.0
231709817,-0.15777762,3.5876908,3.963194,0.63614947,0.0,0.0,0.0,0.045210004,0.0,0.0,-0.0,0.0,0.0,0.0
231809280,-0.15872067,3.587699,3.9570453,0.6356131,0.0,-0.005199559,-0.0003012051,0.03659,0.0,0.0,-0.0,0.0,0.0,0.0
231913416,-0.15966985,3.5881548,3.9529965,0.6352098,0.0,0.0,0.0,0.035099998,0.0,0.0,-0.0,0.0,0.0,0.0
232014833,-0.16035357,3.5876615,3.9509306,0.63628197,0.0,0.0,0.0,0.04556,0.0,0.0,-0.0,0.0,0.0,0.0
232114154,-0.1610137,3.5868554,3.94828,0.635177,0.0,0.0,0.0,0.03406,0.0,0.0,-0.0,0.0,0.0,0.0
232218244,-0.1617844,3.5857685,3.9466817,0.6360849,0.0,0.0,0.0,0.036679998,0.0,0.0,-0.0,0.0,0.0,0.0
232318657,-0.16262217,3.584575,3.9444492,0.63610774,0.0,0.0,0.0,0.04564,0.0,0.0,-0.0,0.0,0.0,0.0
232422666,-0.16342722,3.5836596,3.9423556,0.6360366,0.0,0.0,0.0,0.04474,0.0,0.0,-0.0,0.0,0.0,0.0
232526427,-0.16426319,3.5833623,3.9419768,0.63597983,0.0,0.0,0.0,0.043429997,0.0,0.0,-0.0,0.0,0.0,0.0
232626144,-0.16486764,3.582013,3.9430847,0.63608634,0.0,0.0,0.0,0.03568,0.0,0.0,-0.0,0.0,0.0,0.0
232727983,-0.16526853,3.5803835,3.9471514,0.63586324,0.0,0.0,0.0,0.0427,0.0,0.0,-0.0,0.0,0.0,0.0
232827872,-0.16642089,3.577726,3.949135,0.6365944,0.0,0.0,0.0,0.03844,0.0,0.0,-0.0,0.0,0.0,0.0
232931822,-0.16791221,3.5756288,3.9479249,0.6353736,0.0,0.0,0.0,0.03712,0.0,0.0,-0.0,0.0,0.0,0.0
233032327,-0.1695661,3.571633,3.9476597,0.63610756,0.0,0.0,0.0,0.04659,0.0,0.0,-0.0,0.0,0.0,0.0
233136573,-0.17155828,3.5687582,3.9466643,0.63539326,0.0,0.0,0.0,0.04845,0.0,0.0,-0.0,0.0,0.0,0.0
233240151,-0.17331384,3.56443,3.9443707,0.6360598,0.0,0.0,0.0,0.04487,0.0,0.0,-0.0,0.0,0.0,0.0
233341413,-0.17521693,3.560762,3.942034,0.63548064,0.0,0.0,0.0,0.031974804,0.0,0.0,-0.0,0.0,0.0,0.0
233441775,-0.17593706,3.556164,3.9402044,0.63608646,0.0,0.0,0.0,-5.9127808e-05,0.0,0.0,-0.0,0.0,0.0,0.0
233545790,-0.17688964,3.5522382,3.9364653,0.6358503,0.0,0.0,0.0,-3.71933e-05,0.0,0.0,-0.0,0.0,0.0,0.0
233645475,-0.17762351,3.5481555,3.9343033,0.63703996,0.0,0.0,0.0,-7.843971e-05,0.0,0.0,-0.0,0.0,0.0,0.0
233745720,-0.17856924,3.5449238,3.9336965,0.6359272,0.0,0.0,0.0,-7.1525574e-05,0.0,0.0,-0.0,0.0,0.0,0.0
233846394,-0.17947575,3.5403428,3.9307008,0.6370502,0.0,0.0,0.0,-0.04474608,0.0,0.0,-0.0,0.0,0.0,0.0
