timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
228860554,32767,32767,32767,32767,-51,32767,32767,32767
228864521,32767,32767,32767,32767,32767,32767,32767,32767
228868521,32767,32767,32767,32767,32767,-68,32767,32767
228872532,32767,32767,32767,32767,-61,32767,32767,32767
228876521,32767,32767,32767,32767,32767,-47,32767,32767
228880526,32767,32767,32767,32767,32767,32767,32767,32767
228884532,32767,32767,32767,32767,32767,32767,32767,32767
228888521,32767,32767,32767,32767,32767,-68,32767,32767
228892521,32767,32767,32767,32767,-51,32767,32767,32767
228896521,32767,32767,32767,32767,32767,-47,32767,32767
228900536,32767,32767,32767,32767,32767,32767,32767,32767
228904521,32767,32767,32767,32767,-60,32767,32767,32767
228908522,32767,32767,32767,32767,32767,-68,32767,32767
228912532,32767,32767,32767,32767,32767,32767,32767,32767
228916521,32767,32767,32767,32767,-71,-47,32767,32767
228920530,32767,32767,-50,32767,32767,32767,32767,32767
228924535,32767,32767,32767,32767,32767,32767,32767,32767
228928521,32767,32767,32767,32767,32767,-68,32767,32767
228932521,32767,32767,32767,32767,32767,32767,32767,32767
228936521,32767,32767,32767,32767,-51,-47,32767,32767
228940556,32767,32767,32767,32767,32767,32767,32767,32767
228944538,32767,32767,32767,32767,32767,32767,32767,32767
228948521,32767,32767,32767,32767,-61,-68,32767,32767
228952521,32767,32767,32767,32767,32767,32767,32767,32767
228956521,32767,32767,32767,32767,32767,-47,32767,32767
228960521,32767,32767,32767,32767,-69,32767,32767,32767
228964542,32767,32767,32767,32767,32767,32767,32767,32767
228968546,32767,32767,32767,32767,32767,-68,32767,32767
228972521,32767,32767,32767,32767,32767,32767,32767,32767
228976521,32767,32767,32767,32767,32767,-47,32767,32767
228980522,32767,32767,32767,32767,-51,32767,32767,32767
228984523,32767,32767,32767,32767,32767,32767,32767,32767
228988521,32767,32767,32767,32767,32767,-68,32767,32767
228992521,32767,32767,32767,32767,-61,32767,32767,32767
228996521,32767,32767,32767,32767,32767,-47,32767,32767
229000521,32767,32767,32767,32767,32767,32767,32767,32767
229004522,32767,32767,32767,32767,-71,32767,32767,32767
229008521,32767,32767,32767,32767,32767,-68,32767,32767
229012545,32767,32767,32767,32767,32767,32767,32767,32767
229016521,32767,32767,32767,32767,32767,-47,32767,32767
229020521,32767,32767,32767,32767,32767,32767,32767,32767
229024521,32767,32767,32767,32767,-51,32767,32767,32767
229028539,32767,32767,32767,32767,32767,-68,32767,32767
229032521,32767,32767,32767,32767,32767,32767,32767,32767
229036521,32767,32767,32767,32767,-61,-48,32767,32767
229040521,32767,32767,32767,32767,32767,32767,32767,32767
229044531,32767,32767,32767,32767,32767,32767,32767,32767
229048565,32767,32767,32767,32767,-67,-68,32767,32767
229052521,32767,32767,32767,32767,32767,32767,32767,32767
229056521,32767,32767,32767,32767,32767,-47,32767,32767
229060521,32767,32767,32767,32767,32767,32767,32767,32767
229064521,32767,32767,32767,32767,32767,32767,32767,32767
229068529,32767,32767,32767,32767,-51,-68,32767,32767
229072532,32767,32767,32767,32767,32767,32767,32767,32767
229077321,32767,32767,32767,32767,32767,-55,32767,32767
229081321,32767,32767,32767,32767,-69,32767,32767,32767
229085321,32767,32767,32767,32767,32767,32767,32767,32767
229089337,32767,32767,32767,32767,32767,-76,32767,32767
229093321,32767,32767,32767,32767,-70,32767,32767,32767
229097321,32767,32767,32767,32767,32767,-55,32767,32767
229101321,32767,32767,32767,32767,32767,32767,32767,32767
229105321,32767,32767,32767,32767,32767,32767,32767,32767
229109348,32767,32767,32767,32767,32767,-76,32767,32767
229113343,32767,32767,32767,32767,-68,32767,32767,32767
229117321,32767,32767,-58,32767,32767,-55,32767,32767
229121321,32767,32767,32767,32767,32767,32767,32767,32767
229125321,32767,32767,32767,32767,-70,32767,32767,32767
229129358,32767,32767,32767,32767,32767,-76,32767,32767
229133321,32767,32767,32767,32767,-49,32767,32767,32767
229137321,32767,32767,32767,32767,32767,-55,32767,32767
229141321,32767,32767,32767,32767,32767,32767,32767,32767
229145321,32767,32767,32767,32767,32767,32767,32767,32767
229149364,32767,32767,32767,32767,32767,-76,32767,32767
229153321,32767,32767,32767,32767,32767,32767,32767,32767
229157321,32767,32767,32767,32767,-70,-55,32767,32767
229161321,32767,32767,32767,32767,32767,32767,32767,32767
229165321,32767,32767,32767,32767,-49,32767,32767,32767
229169344,32767,32767,32767,32767,32767,-76,32767,32767
229173321,32767,32767,32767,32767,32767,32767,32767,32767
229177321,32767,32767,32767,32767,-58,-55,32767,32767
229181321,32767,32767,32767,32767,32767,32767,32767,32767
229185321,32767,32767,32767,32767,32767,32767,32767,32767
229189321,32767,32767,32767,32767,32767,-75,32767,32767
229193321,32767,32767,32767,32767,32767,32767,32767,32767
229197321,32767,32767,32767,32767,-49,-55,32767,32767
229201321,32767,32767,32767,32767,32767,32767,32767,32767
229205321,32767,32767,32767,32767,32767,32767,32767,32767
229209321,32767,32767,32767,32767,-67,-75,32767,32767
229213336,32767,32767,32767,32767,32767,32767,32767,32767
229217321,32767,32767,32767,32767,32767,-55,32767,32767
229221321,32767,32767,32767,32767,-71,32767,32767,32767
229225321,32767,32767,32767,32767,32767,32767,32767,32767
229229321,32767,32767,32767,32767,32767,-76,32767,32767
229233342,32767,32767,32767,32767,32767,32767,32767,32767
229237347,32767,32767,32767,32767,32767,-55,32767,32767
229241321,32767,32767,32767,32767,-67,32767,32767,32767
229245321,32767,32767,32767,32767,32767,32767,32767,32767
229249321,32767,32767,32767,32767,32767,-76,32767,32767
229253321,32767,32767,32767,32767,-71,32767,32767,32767
229257362,32767,32767,32767,32767,32767,-55,32767,32767
229261321,32767,32767,32767,32767,-49,32767,32767,32767
229265321,32767,32767,32767,32767,32767,32767,32767,32767
229269321,32767,32767,32767,32767,32767,-76,32767,32767
229273321,32767,32767,32767,32767,32767,32767,32767,32767
229277322,32767,32767,32767,32767,32767,-56,32767,32767
229281321,32767,32767,32767,32767,32767,32767,32767,32767
229285321,32767,32767,32767,32767,-71,32767,32767,32767
229289321,32767,32767,32767,32767,32767,-76,32767,32767
229293321,32767,32767,32767,32767,-49,32767,32767,32767
229297366,32767,32767,32767,32767,32767,-56,32767,32767
229301363,32767,32767,32767,32767,32767,32767,32767,32767
229305321,32767,32767,32767,32767,-59,32767,32767,32767
229309321,32767,32767,32767,32767,32767,-76,32767,32767
229313328,32767,32767,32767,32767,32767,32767,32767,32767
229317326,32767,32767,32767,32767,32767,-56,32767,32767
229321321,32767,32767,-67,32767,32767,32767,32767,32767
229325321,32767,32767,32767,32767,-49,32767,32767,32767
229329321,32767,32767,32767,32767,32767,-76,32767,32767
229333322,32767,32767,32767,32767,32767,32767,32767,32767
229337329,32767,32767,32767,32767,-66,-56,32767,32767
229341323,32767,32767,32767,32767,32767,32767,32767,32767
229345321,32767,32767,32767,32767,32767,32767,32767,32767
229349321,32767,32767,32767,32767,-70,-76,32767,32767
229353321,32767,32767,32767,32767,32767,32767,32767,32767
229357321,32767,32767,32767,32767,32767,-55,32767,32767
229361321,32767,32767,32767,32767,32767,32767,32767,32767
229365321,32767,32767,32767,32767,32767,32767,32767,32767
229369321,32767,32767,32767,32767,32767,-76,32767,32767
229373321,32767,32767,32767,32767,-71,32767,32767,32767
229377322,32767,32767,32767,32767,32767,-55,32767,32767
229381324,32767,32767,32767,32767,-49,32767,32767,32767
229385325,32767,32767,32767,32767,32767,32767,32767,32767
229389321,32767,32767,32767,32767,32767,-76,32767,32767
229393321,32767,32767,32767,32767,-66,32767,32767,32767
229397321,32767,32767,32767,32767,32767,-55,32767,32767
229401338,32767,32767,32767,32767,32767,32767,32767,32767
229405362,32767,32767,32767,32767,32767,32767,32767,32767
229409321,32767,32767,32767,32767,32767,-76,32767,32767
229413321,32767,32767,32767,32767,-49,32767,32767,32767
229417321,32767,32767,32767,32767,32767,-55,32767,32767
229421321,32767,32767,32767,32767,32767,32767,32767,32767
229425327,32767,32767,32767,32767,-59,32767,32767,32767
229429321,32767,32767,32767,32767,32767,-75,32767,32767
229433321,32767,32767,32767,32767,32767,32767,32767,32767
229437322,32767,32767,32767,32767,-71,-56,32767,32767
229441321,32767,32767,32767,32767,32767,32767,32767,32767
229445334,32767,32767,32767,32767,32767,32767,32767,32767
229449321,32767,32767,32767,32767,32767,-75,32767,32767
229453321,32767,32767,32767,32767,32767,32767,32767,32767
229457321,32767,32767,32767,32767,-68,-56,32767,32767
229461321,32767,32767,32767,32767,32767,32767,32767,32767
229465337,32767,32767,32767,32767,32767,32767,32767,32767
229469331,32767,32767,32767,32767,-69,-75,32767,32767
229473321,32767,32767,32767,32767,32767,32767,32767,32767
229477321,32767,32767,32767,32767,32767,-55,32767,32767
229481321,32767,32767,32767,32767,-67,32767,32767,32767
229485338,32767,32767,32767,32767,32767,32767,32767,32767
229489321,32767,32767,32767,32767,32767,-76,32767,32767
229493321,32767,32767,32767,32767,32767,32767,32767,32767
229497321,32767,32767,32767,32767,32767,-55,32767,32767
229501321,32767,32767,32767,32767,-49,32767,32767,32767
229505321,32767,32767,32767,32767,32767,32767,32767,32767
229509321,32767,32767,32767,32767,32767,-75,32767,32767
229513321,32767,32767,32767,32767,-65,32767,32767,32767
229517321,32767,32767,32767,32767,32767,-55,32767,32767
229521321,32767,32767,-68,32767,32767,32767,32767,32767
229525321,32767,32767,32767,32767,-70,32767,32767,32767
229529321,32767,32767,32767,32767,32767,-75,32767,32767
229533331,32767,32767,32767,32767,32767,32767,32767,32767
229537322,32767,32767,32767,32767,32767,-55,32767,32767
229541321,32767,32767,32767,32767,32767,32767,32767,32767
229545321,32767,32767,32767,32767,-66,32767,32767,32767
229549341,32767,32767,32767,32767,32767,-76,32767,32767
229553353,32767,32767,32767,32767,32767,32767,32767,32767
229557321,32767,32767,32767,32767,-71,-55,32767,32767
229561321,32767,32767,32767,32767,32767,32767,32767,32767
229565324,32767,32767,32767,32767,-49,32767,32767,32767
229569338,32767,32767,32767,32767,32767,-76,32767,32767
229573331,32767,32767,32767,32767,32767,32767,32767,32767
229577321,32767,32767,32767,32767,32767,-55,32767,32767
229581321,32767,32767,32767,32767,32767,32767,32767,32767
229585321,32767,32767,32767,32767,32767,32767,32767,32767
229589321,32767,32767,32767,32767,-70,-76,32767,32767
229593345,32767,32767,32767,32767,32767,32767,32767,32767
229597321,32767,32767,32767,32767,-49,-55,32767,32767
229601321,32767,32767,32767,32767,32767,32767,32767,32767
229605321,32767,32767,32767,32767,32767,32767,32767,32767
229609321,32767,32767,32767,32767,-67,-75,32767,32767
229613321,32767,32767,32767,32767,32767,32767,32767,32767
229617321,32767,32767,32767,32767,32767,-55,32767,32767
229621321,32767,32767,32767,32767,32767,32767,32767,32767
