timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
198127624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,2,1,255,0,0,1
223688781,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
225586343,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
242793421,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
323871932,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
