timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
294081897,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
295083532,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
296085029,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
297088246,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
298093807,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
299100586,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
300106727,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
301116577,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
302119020,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
303129800,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
304130814,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
305133564,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
306139680,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
307143867,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
308151564,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
309155761,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
310165066,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
311165226,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
312171605,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
313177232,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
314182851,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
315188189,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
316195338,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
317197782,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
318205633,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
