timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
228853954,228853954,18,255,0,0,0,1094,1934,1094,1934,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
229057931,229057931,18,255,0,0,0,1106,1934,1094,1934,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
229262768,229262768,18,255,0,0,0,1140,1934,1094,1934,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
229462811,229462811,18,255,0,0,0,1197,1934,1094,1919,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
229663101,229663101,18,255,0,0,0,1216,1934,1094,1919,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
229875614,229875614,18,255,0,0,0,1275,1934,1094,1873,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
230063545,230063545,18,255,0,0,0,1429,1934,1094,1682,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
230263544,230263544,18,255,0,0,0,1525,1915,1094,1520,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
230467521,230467521,18,255,0,0,0,1514,1542,1094,1519,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
230680349,230680349,18,255,0,0,0,1514,1516,1094,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
230880355,230880355,18,255,0,0,0,1514,1516,1094,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
231080401,231080401,18,255,0,0,0,1514,1516,1148,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
231292325,231292325,18,255,0,0,0,1514,1516,1151,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
231493932,231493932,18,255,0,0,0,1514,1516,1195,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
231689942,231689942,18,255,0,0,0,1514,1516,1234,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
231889936,231889936,18,255,0,0,0,1514,1516,1295,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
232102775,232102775,18,255,0,0,0,1514,1516,1361,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
232302783,232302783,18,255,0,0,0,1514,1516,1413,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
232510722,232510722,18,255,0,0,0,1514,1516,1416,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
232711465,232711465,18,255,0,0,0,1514,1516,1416,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
232916346,232916346,18,255,0,0,0,1514,1516,1417,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
233116630,233116630,18,255,0,0,0,1514,1516,1417,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
233309987,233309987,18,255,0,0,0,1514,1516,1466,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
233513954,233513954,18,255,0,0,0,1514,1516,1499,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
233709904,233709904,18,255,0,0,0,1514,1516,1543,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
233934820,233934820,18,255,0,0,0,1514,1516,1572,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
234123129,234123129,18,255,0,0,0,1514,1516,1603,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
234322766,234322766,18,255,0,0,0,1514,1516,1609,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
234522794,234522794,18,255,0,0,0,1514,1516,1609,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
234748373,234748373,18,255,0,0,0,1514,1516,1609,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
234944407,234944407,18,255,0,0,0,1514,1516,1633,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
235148327,235148327,18,255,0,0,0,1514,1516,1676,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
235341943,235341943,18,255,0,0,0,1514,1516,1683,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
235545943,235545943,18,255,0,0,0,1514,1516,1683,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
235745946,235745946,18,255,0,0,0,1514,1516,1686,1518,1094,1094,1094,1094,1514,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
