timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
228860861,23.7554,23.790104,0.0372,0.15839145,0.0,9.198495,0.9293085,1.0096931,0.0,6,0,0,0,0,0,1,1,0,0,0
229365669,23.698,23.764658,0.248,0.15601413,0.0,9.220579,0.9152728,1.0116401,0.0,6,0,0,0,0,0,1,1,0,0,0
229858414,23.6078,23.719467,0.1488,0.14445655,0.0,9.23901,0.89751107,1.0141147,0.0,6,0,0,0,0,0,1,1,0,0,0
230362498,23.6734,23.699436,0.21079999,0.15188594,0.0,9.259779,0.8886948,1.0153475,0.0,6,0,0,0,0,0,1,1,0,0,0
230867272,23.657,23.679127,0.39679998,0.17327958,0.0,9.288191,0.88073975,1.0164624,0.0,6,0,0,0,0,0,1,1,0,0,0
231359214,23.5914,23.673126,0.3348,0.1570182,0.0,9.307231,0.8777638,1.0168802,0.0,6,0,0,0,0,0,1,1,0,0,0
231864901,23.575,23.660244,0.0,0.17688243,0.0,9.335682,0.87307745,1.0175388,0.0,6,0,0,0,0,0,1,1,0,0,0
232369648,23.6406,23.651863,0.0744,0.14421658,0.0,9.3529215,0.8700257,1.017968,0.0,6,0,0,0,0,0,1,1,0,0,0
232863285,23.6734,23.6527,0.2976,0.14372404,0.0,9.372291,0.8699494,1.0179788,0.0,6,0,0,0,0,0,1,1,0,0,0
233368864,23.5422,23.64791,0.372,0.14165968,0.0,9.390977,0.8682752,1.0182143,0.0,6,0,0,0,0,0,1,1,0,0,0
233873676,23.7144,23.647413,0.21079999,0.15073371,0.0,9.413596,0.86797863,1.0182562,0.0,6,0,0,0,0,0,1,1,0,0,0
234365673,23.6242,23.63947,0.024799999,0.14132623,0.0,9.431782,0.8654776,1.0186085,0.0,6,0,0,0,0,0,1,1,0,0,0
234871258,23.6242,23.638739,0.372,0.16305988,0.0,9.455883,0.86519295,1.0186485,0.0,6,0,0,0,0,0,1,1,0,0,0
235376821,22.9354,23.380558,0.1736,0.12227335,0.0,9.469423,0.8369923,1.022638,0.0,6,0,0,0,0,0,1,1,0,0,0
235870498,23.2962,23.128464,0.0744,0.1000096,0.0,9.4791,0.8046418,1.0272532,0.0,6,0,0,0,0,0,1,1,0,0,0
236376034,22.705801,23.041735,0.0,0.069036976,0.0,9.48576,0.7946449,1.0286877,0.0,6,0,0,0,0,0,1,1,0,0,0
236880031,23.0338,22.971714,0.0,0.07475707,0.0,9.4969845,0.7861381,1.0299118,0.0,6,0,0,0,0,0,1,1,0,0,0
237385711,22.9846,22.954338,0.0,0.08507618,0.0,9.5102,0.7896562,1.0294051,0.0,6,0,0,0,0,0,1,1,0,0,0
237879255,22.5992,22.915565,0.1364,0.06736062,0.0,9.518253,0.78258854,1.0304233,0.0,6,0,0,0,0,0,1,1,0,0,0
238384810,22.9026,22.871618,0.1488,0.07357256,0.0,9.529067,0.7730537,1.0317999,0.0,6,0,0,0,0,0,1,1,0,0,0
238890412,23.001,22.89119,0.099199995,0.10252139,0.0,9.546284,0.78009945,1.0307823,0.0,6,0,0,0,0,0,1,1,0,0,0
239384067,22.8206,22.856981,0.0,0.07882509,0.0,9.555082,0.7721887,1.0319251,0.0,6,0,0,0,0,0,1,1,0,0,0
239889655,22.878,22.876587,0.0,0.102629624,0.0,9.572243,0.77425104,1.0316268,0.0,6,0,0,0,0,0,1,1,0,0,0
240394464,22.837,22.853344,0.0,0.06486139,0.0,9.578066,0.7685686,1.0324488,0.0,6,0,0,0,0,0,1,1,0,0,0
240898468,22.8698,22.843248,0.0,0.08300429,0.0,9.591379,0.7660046,1.0328201,0.0,6,0,0,0,0,0,1,1,0,0,0
241392153,22.9682,22.840593,0.16119999,0.109022446,0.0,9.609455,0.76563364,1.0328739,0.0,6,0,0,0,0,0,1,1,0,0,0
241897614,22.8534,22.826223,0.0,0.09883623,0.0,9.621748,0.76053816,1.0336126,0.0,6,0,0,0,0,0,1,1,0,0,0
242402539,22.796,22.798216,0.0,0.06656628,0.0,9.627728,0.75231844,1.0348065,0.0,6,0,0,0,0,0,1,1,0,0,0
242894475,21.8038,22.777555,0.099199995,0.079835,0.0,9.639665,0.7475081,1.0355065,0.0,6,0,0,0,0,0,1,1,0,0,0
243399201,22.9764,22.709835,0.0,0.088540986,0.0,9.651813,0.72802836,1.0383509,0.0,6,0,0,0,0,0,1,1,0,0,0
243904899,22.9026,22.762794,0.31,0.123291254,0.0,9.672236,0.7329522,1.0376304,0.0,6,0,0,0,0,0,1,1,0,0,0
244398496,22.8944,22.75949,0.0,0.07236645,0.0,9.677359,0.7296029,1.0381204,0.0,6,0,0,0,0,0,1,1,0,0,0
