timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
634281785,0.12057777,-0.26352727,0.4734926
634291784,0.12268433,-0.26494452,0.4702571
634301785,0.12332112,-0.26261386,0.4702754
634311798,0.12089595,-0.26095578,0.47350758
634321785,0.12524393,-0.26235485,0.47222835
634331824,0.12393833,-0.26327494,0.47084635
634341785,0.121791214,-0.26069608,0.47297686
634351816,0.12313833,-0.26007605,0.4664374
634361785,0.120293416,-0.2633464,0.46802288
634371803,0.11827446,-0.26385036,0.47103456
634381785,0.122180246,-0.263368,0.46874157
634391815,0.12262196,-0.26484805,0.46976864
634401785,0.12055246,-0.26162228,0.4742075
634411816,0.12700786,-0.26129776,0.47191802
634421785,0.12221886,-0.26533508,0.46990138
634431816,0.11844758,-0.25853333,0.47064605
634441784,0.122289464,-0.26157227,0.4679077
634451816,0.11687613,-0.2672799,0.46777138
634461787,0.12129743,-0.26296735,0.4711709
634471816,0.124506816,-0.26318386,0.4705432
634481820,0.12204238,-0.26286006,0.4703851
634491816,0.119470805,-0.2611959,0.4710018
634501809,0.12000892,-0.2647496,0.47155565
634511803,0.12333038,-0.26557863,0.47001424
634521784,0.11826625,-0.26072973,0.4690168
634531826,0.12187779,-0.26173422,0.47278234
634541784,0.11958501,-0.26261586,0.46777728
634551816,0.12336455,-0.2627339,0.4690493
634561798,0.12174676,-0.26355627,0.47198308
634571817,0.121566206,-0.26190615,0.46583155
634581784,0.122365355,-0.2643826,0.47026446
634591817,0.12324663,-0.26163307,0.47462887
634601793,0.123219684,-0.26367903,0.47088912
634611815,0.11841222,-0.2617868,0.4693948
634621784,0.120905645,-0.26183072,0.47323418
634631817,0.12171486,-0.26383886,0.4683832
634641784,0.12227173,-0.2647172,0.4706579
634651805,0.120927185,-0.26052472,0.4726256
634661784,0.11892662,-0.26376128,0.46836856
634671817,0.122340314,-0.26167956,0.4687217
634681784,0.119335875,-0.26076555,0.47256127
634691864,0.12469335,-0.26581603,0.46752575
634701784,0.11988609,-0.26657557,0.46602505
634711802,0.12582389,-0.26080063,0.47385043
634721784,0.123559594,-0.26382536,0.46804106
634731842,0.12270219,-0.26540998,0.46975285
634741784,0.12284044,-0.2609234,0.4725986
634751814,0.12126426,-0.26316497,0.46985793
634761784,0.124515854,-0.26349688,0.47028843
634771784,0.12021813,-0.2602711,0.47464836
634781784,0.12330638,-0.26479748,0.4706919
634791807,0.12129677,-0.26136655,0.46893984
634801784,0.11956386,-0.26245743,0.4751237
634811820,0.12092651,-0.2627872,0.4681454
634821784,0.123374574,-0.2624776,0.471016
634831801,0.11996849,-0.2583526,0.4749479
634841789,0.12267485,-0.26423013,0.4705252
634851792,0.12321634,-0.26328033,0.47098374
634861785,0.12347382,-0.260605,0.47271314
634871792,0.12441731,-0.26455936,0.47082072
634881794,0.12132456,-0.2614954,0.47040492
634891804,0.1195892,-0.25946027,0.47440827
634901836,0.11912537,-0.2641202,0.4695058
634911855,0.12219,-0.26287088,0.47071627
634921825,0.12028952,-0.2606806,0.47488204
634931803,0.122606896,-0.26429963,0.4701942
634941784,0.12274965,-0.26262733,0.47066262
634951817,0.1212946,-0.261598,0.4735004
634961784,0.12538269,-0.26503757,0.46831015
634971828,0.12296824,-0.26409858,0.46899
634981784,0.12137725,-0.26175582,0.4734165
634991816,0.1238595,-0.26391715,0.47082227
635001785,0.121714555,-0.2621457,0.47064194
635011829,0.120966986,-0.26104414,0.4737519
635021784,0.123096816,-0.26405272,0.46760926
635031817,0.12160552,-0.26306313,0.46922082
635041784,0.12324265,-0.2621248,0.4724914
635051805,0.12446725,-0.2653162,0.46941057
635061784,0.12446725,-0.2653162,0.46941057
635071807,0.12307367,-0.263994,0.468263
635081784,0.12364691,-0.2640534,0.47007602
635091794,0.12454975,-0.26676586,0.46708125
635101784,0.12463615,-0.26481906,0.4713909
635111838,0.122380204,-0.26331812,0.47209498
635121784,0.11926639,-0.26237503,0.467774
635131836,0.12508546,-0.2643691,0.46995333
635141788,0.122238144,-0.2631414,0.47160634
635151811,0.124059156,-0.26050982,0.46743456
635161784,0.12594323,-0.26696888,0.46598178
635171800,0.12360525,-0.2633808,0.46675223
635181784,0.12857275,-0.2659955,0.46822822
635191795,0.11762855,-0.26474887,0.46902406
635201784,0.12239527,-0.26386657,0.47166944
635211828,0.12280025,-0.26498502,0.47148353
635221832,0.12185652,-0.26224217,0.4711332
635231816,0.121806815,-0.2630982,0.47028726
635241818,0.12432709,-0.26288167,0.47111788
635251815,0.12667552,-0.26694798,0.46780312
635261784,0.12841101,-0.26249695,0.45479673
635271816,0.12351753,-0.26212597,0.45798036
635281784,0.12218695,-0.26491198,0.459554
635291818,0.13088615,-0.26624298,0.46365204
635301784,0.13095492,-0.26648253,0.46845958
635311815,0.12574475,-0.26257408,0.4715862
635321820,0.12702514,-0.25920382,0.46693027
635331815,0.12133824,-0.26125318,0.4655188
635341811,0.121808514,-0.26287884,0.46123958
635351803,0.12436592,-0.263345,0.4632725
635361784,0.12675332,-0.25844285,0.46335652
635371815,0.12727599,-0.26926702,0.45534775
635381784,0.12206386,-0.266164,0.45852917
635391819,0.12113417,-0.26308656,0.45778254
635401784,0.12674591,-0.26210693,0.44781664
635411816,0.12685986,-0.26756278,0.43785045
635421784,0.12893324,-0.26282316,0.43555218
635431816,0.13796267,-0.26886243,0.41682735
635441784,0.12837312,-0.2690198,0.43336898
635451817,0.120555006,-0.26299325,0.4403892
635461784,0.12391323,-0.26218638,0.4355587
635471829,0.1227599,-0.26826066,0.46362364
635481785,0.1210984,-0.2644454,0.4745411
635491810,0.12300141,-0.26390097,0.47030297
635501784,0.11981926,-0.26229277,0.47016203
635511805,0.120697714,-0.2606651,0.4768549
635521784,0.121736825,-0.2653452,0.46776298
635531814,0.122695275,-0.26092198,0.46769887
635541784,0.12187199,-0.25820953,0.47069645
635551845,0.1240711,-0.26227245,0.46484762
635561821,0.11772602,-0.26355004,0.45952272
635571807,0.12401136,-0.255366,0.45528534
635581830,0.12307916,-0.26386902,0.4523598
635591808,0.124864094,-0.26247662,0.4492061
635601799,0.12111981,-0.26081035,0.44243944
635611855,0.1274908,-0.26544946,0.4492821
635621811,0.12420282,-0.26968703,0.43638065
635631803,0.122696966,-0.2593715,0.4451535
635641784,0.12613462,-0.26505083,0.44932887
635651817,0.1280562,-0.2669861,0.4423171
635661785,0.12595132,-0.26377591,0.45450404
635671816,0.12504207,-0.2658226,0.4531803
635681784,0.12649834,-0.26685664,0.44805822
635691817,0.12159879,-0.26093462,0.4559125
635701785,0.12817886,-0.26811618,0.45460212
635711817,0.12629203,-0.2670557,0.4516337
635721784,0.12406566,-0.26293212,0.46050194
635731817,0.12577912,-0.26740453,0.45486704
635741825,0.1235648,-0.2644984,0.45439556
635751817,0.1241528,-0.25851092,0.45804122
635761838,0.12208989,-0.2651811,0.45554432
635771803,0.12720023,-0.26798928,0.45073754
635781784,0.12649868,-0.26468652,0.44804862
635791815,0.12188735,-0.26767346,0.44101536
635801784,0.12676011,-0.26965946,0.44291672
635811817,0.12336563,-0.26468626,0.42852232
635821784,0.124695435,-0.2637902,0.4112232
635831816,0.12442165,-0.2655488,0.45944884
635841784,0.12420006,-0.2647466,0.45220724
635851816,0.12477586,-0.26376602,0.42020035
635861784,0.1271808,-0.26437366,0.45803556
635871817,0.12763886,-0.26503474,0.4586009
635881784,0.12055997,-0.26413116,0.4334992
635891819,0.12298617,-0.26447326,0.44148672
635901784,0.13320696,-0.26826322,0.45436746
635911803,0.1254328,-0.26192066,0.4421475
635921784,0.12320301,-0.2658716,0.43761387
635931794,0.12854084,-0.26557237,0.45788085
635941784,0.1265577,-0.2660486,0.45763165
635951837,0.12569858,-0.26036847,0.44139263
635961784,0.1277915,-0.26335907,0.4565409
635971832,0.120676875,-0.26410654,0.45944563
635981795,0.124916,-0.26064253,0.45448974
635991810,0.122865155,-0.26541355,0.435904
636001784,0.124896765,-0.26532745,0.4527837
636011815,0.13066742,-0.2703403,0.4563296
636021784,0.12437217,-0.26490107,0.44959772
636031795,0.12557858,-0.2628172,0.44253078
636041784,0.12742616,-0.26612958,0.46010703
636051833,0.1258965,-0.26623815,0.45605198
636061789,0.12151971,-0.26498732,0.44239664
636071795,0.1290017,-0.26270068,0.4561161
636081784,0.123060524,-0.2623479,0.4573858
636091795,0.1217012,-0.26033905,0.45977002
636101785,0.12243838,-0.26461363,0.44570464
636111797,0.1302256,-0.26462445,0.4463064
636121784,0.12463197,-0.2620336,0.4625097
636131816,0.12358893,-0.26681215,0.45146447
636141794,0.12776153,-0.26462173,0.44613767
636151819,0.123977326,-0.2677621,0.4607465
636161822,0.12401087,-0.25986677,0.45529917
636171816,0.12431337,-0.26577726,0.44450882
636181809,0.12418286,-0.25952747,0.45719278
636191794,0.12550908,-0.263892,0.45799235
636201805,0.12718555,-0.26597646,0.457901
636211814,0.12304465,-0.260865,0.4465847
636221784,0.12261402,-0.26105058,0.4497448
636231810,0.13254623,-0.2684407,0.45727494
636241784,0.12238817,-0.2593392,0.45387238
636251790,0.124428056,-0.26269642,0.4412704
636261804,0.12628669,-0.26559666,0.4585344
636271803,0.12357038,-0.2610946,0.4632374
636281799,0.12639563,-0.26513365,0.43970928
636291793,0.12654392,-0.26662406,0.45801997
636301831,0.12294431,-0.2651832,0.46291643
636311810,0.12444117,-0.2639291,0.45664808
636321788,0.12640792,-0.2657651,0.43936247
636331844,0.119548514,-0.2632417,0.45755807
636341808,0.12860544,-0.26510423,0.45830652
636351816,0.1288805,-0.2609892,0.45053977
636361797,0.12435235,-0.2631633,0.4456574
636371841,0.12255458,-0.262696,0.45817208
636381792,0.12751272,-0.26226562,0.45991194
636391806,0.124578334,-0.2631694,0.44827566
636401785,0.12105292,-0.26309395,0.4555768
636411829,0.12105292,-0.26309395,0.4555768
636421785,0.12546928,-0.2623337,0.45461637
636431834,0.12620318,-0.26189196,0.46314102
636441786,0.12533882,-0.26505083,0.4493007
636451816,0.12531513,-0.26388505,0.44322026
636461784,0.12460699,-0.26182178,0.46096584
636471803,0.123516865,-0.26791856,0.45574877
636481785,0.12234907,-0.263033,0.43922776
636491817,0.12574162,-0.26212397,0.46042496
636501784,0.12135211,-0.2639959,0.45612854
636511796,0.12571238,-0.26320192,0.45900136
636521784,0.12715207,-0.2613643,0.45209765
636531817,0.123870574,-0.2650785,0.4525109
636541785,0.12637575,-0.26140887,0.45826855
636551817,0.12920699,-0.26369637,0.4570693
636561784,0.12277268,-0.26733688,0.44301572
636571816,0.12156089,-0.2620207,0.45473304
636581820,0.12916611,-0.2657437,0.45822358
636591816,0.12447565,-0.26456305,0.44667584
636601825,0.12462937,-0.265515,0.45358378
636611809,0.12204223,-0.26144868,0.4568901
636621784,0.12815717,-0.26257393,0.46196398
636631817,0.12209541,-0.26534832,0.45088908
636641784,0.1262037,-0.26062903,0.45412788
636651817,0.12803832,-0.25900605,0.4585703
636661787,0.13529053,-0.2708212,0.4540301
636671816,0.1239361,-0.26408198,0.43941233
636681784,0.12516624,-0.26125714,0.4609228
636691815,0.12754028,-0.263606,0.45913428
636701784,0.12042325,-0.26591763,0.4486084
636711812,0.124428645,-0.26347032,0.45250243
636721784,0.12939766,-0.26454502,0.45843473
636731824,0.1256178,-0.26659706,0.45717227
636741784,0.1254254,-0.26014796,0.4468559
636751803,0.1277853,-0.26545432,0.4567159
636761784,0.12464066,-0.2667157,0.45101547
636771816,0.121721044,-0.26352915,0.4614596
636781784,0.12392438,-0.26393223,0.43974316
636791854,0.118725985,-0.27317476,0.44928652
636801784,0.1256003,-0.26217598,0.46441552
636811858,0.13059399,-0.26679268,0.45840254
636821784,0.124378994,-0.26411438,0.44040588
636831799,0.12516366,-0.26087525,0.45424607
636841784,0.1264774,-0.2640344,0.45989817
636851795,0.12448107,-0.26245105,0.45327225
636861784,0.1250446,-0.2627956,0.44186
636871832,0.12339622,-0.26357207,0.4434074
636881784,0.13374493,-0.26779306,0.4571757
636891806,0.12298101,-0.25931153,0.45063123
636901784,0.12447361,-0.2621716,0.4399842
636911800,0.12463945,-0.26243427,0.4600493
636921784,0.12953989,-0.25852782,0.46116823
636931792,0.12280329,-0.26820967,0.43540114
636941784,0.11881832,-0.26398978,0.45342857
636951795,0.12520313,-0.26032695,0.46438122
636961795,0.12291084,-0.26306227,0.45711207
636971797,0.124656476,-0.26478967,0.44381952
636981784,0.11932952,-0.26011825,0.44574365
636991803,0.1246648,-0.26683047,0.4593334
637001846,0.1213431,-0.2651352,0.4541326
637011812,0.12739074,-0.26273632,0.44985804
637021796,0.12682074,-0.26465964,0.45695284
637031829,0.12413615,-0.26399118,0.45851147
637041798,0.12682393,-0.25895676,0.4546132
637051854,0.12792698,-0.26531,0.4572152
637061795,0.12063905,-0.26215625,0.45151442
637071816,0.12822278,-0.2604976,0.46236145
637081784,0.12729082,-0.2625947,0.4504302
637091822,0.12647516,-0.26160356,0.43746346
637101784,0.12328843,-0.26154858,0.45994928
637111832,0.12993163,-0.2620754,0.4591066
637121784,0.11900981,-0.26422974,0.44127238
637131816,0.12797752,-0.25986078,0.46253705
637141784,0.1264892,-0.26322553,0.45731497
637151817,0.12542886,-0.2616658,0.4490083
637161791,0.12616086,-0.2593263,0.44633818
637171828,0.12505555,-0.26218194,0.45729882
637181784,0.12802815,-0.26263192,0.45885757
637191787,0.12778841,-0.26112348,0.4521282
637201785,0.12500666,-0.2634682,0.445181
637211829,0.12016761,-0.26446941,0.45582616
637221784,0.12611954,-0.2651278,0.45650458
637231824,0.1255665,-0.26442412,0.44737172
637241785,0.12642159,-0.26187152,0.4479761
637251802,0.12750237,-0.26469204,0.45795482
637261787,0.12688003,-0.26314595,0.4597788
637271804,0.12573421,-0.26225796,0.44263643
637281785,0.12338766,-0.26366043,0.44364887
637291787,0.12618648,-0.2613509,0.46136367
637301785,0.12832612,-0.26780584,0.45494393
637311830,0.123649925,-0.2650791,0.44524267
637321784,0.12362707,-0.259199,0.4593866
637331787,0.12758823,-0.26757923,0.45778054
637341784,0.12568258,-0.263294,0.43509516
637351787,0.12229401,-0.26376116,0.45878017
637361784,0.12352498,-0.26252663,0.45552006
637371787,0.1260454,-0.26342925,0.45859775
637381784,0.12345352,-0.2645281,0.45528796
637391787,0.12544496,-0.26309723,0.44855347
637401784,0.12568155,-0.26644534,0.45987162
637411788,0.12064489,-0.26389542,0.46034884
637421820,0.12390889,-0.26547363,0.44018096
637431787,0.12300756,-0.26537675,0.45663083
637441825,0.12938131,-0.25900945,0.46114665
637451828,0.12487645,-0.26497382,0.44210812
637461784,0.12230929,-0.26343125,0.4560996
637471787,0.125791,-0.2630246,0.46578094
637481784,0.12033494,-0.2626076,0.45785168
637491787,0.12896818,-0.26299065,0.45031333
637501784,0.123420596,-0.26247534,0.45396808
637511787,0.12766129,-0.25954908,0.45796788
637521784,0.12981503,-0.26637515,0.45789936
637531787,0.12243284,-0.25497526,0.445861
637541784,0.12464645,-0.26388592,0.4553515
637551787,0.13220352,-0.26629958,0.45570228
637561784,0.12039118,-0.2596852,0.44726402
637571787,0.12526275,-0.2651966,0.45369834
637581784,0.12478449,-0.26414093,0.45820314
637591830,0.12563542,-0.260134,0.46342397
637601784,0.12600486,-0.26862213,0.45524254
637611787,0.124963,-0.2596575,0.44416377
637621795,0.1221098,-0.26064464,0.4617322
637631857,0.12853707,-0.26340026,0.4602369
637641784,0.1207912,-0.2671803,0.43821928
637651874,0.12333293,-0.26192623,0.45194376
637661784,0.12261289,-0.2642428,0.4587755
637671832,0.12850162,-0.26063243,0.45673805
637681784,0.124433555,-0.26274246,0.45236355
637691809,0.123029366,-0.26194155,0.44026697
637701790,0.12933497,-0.26661867,0.4579558
637711833,0.12597546,-0.26285183,0.46057224
637721815,0.12639461,-0.26246512,0.44648707
637731807,0.1261474,-0.26649705,0.44446832
637741794,0.13367403,-0.26005843,0.461427
637751821,0.13367403,-0.26005843,0.461427
637761799,0.12833983,-0.26473922,0.45455667
637771833,0.12147366,-0.26249835,0.4594456
637781785,0.12361089,-0.25872615,0.46209374
637791803,0.1319389,-0.26818964,0.44967508
637801785,0.12647034,-0.26772735,0.43309975
637811795,0.12502784,-0.25652552,0.449083
637821785,0.12472901,-0.26604125,0.4597697
637831794,0.12934552,-0.2633139,0.45765793
637841821,0.12126985,-0.26041704,0.44270253
637851816,0.12330128,-0.2626616,0.4595865
637861813,0.13098022,-0.26809525,0.45649675
637871803,0.120966725,-0.26457584,0.4445117
637881784,0.12185131,-0.25973377,0.44878247
637891816,0.12402152,-0.2636222,0.45949855
637901786,0.12607963,-0.2645281,0.45538098
637911817,0.123013236,-0.26541227,0.44072232
637921784,0.12450798,-0.26779848,0.45701155
637931816,0.12422002,-0.26415372,0.45614332
637941784,0.12702349,-0.26348794,0.4579778
637951827,0.12410262,-0.26648012,0.4414597
637961784,0.12034053,-0.2628551,0.45319378
637971824,0.12788123,-0.26671314,0.4607564
637981784,0.13018334,-0.26380336,0.43850076
637991828,0.12661697,-0.2628706,0.4514577
638001784,0.12902986,-0.2616983,0.4598213
638011803,0.12583688,-0.26252863,0.4532361
638021784,0.12695374,-0.2622746,0.4262005
638031816,0.12217392,-0.25977513,0.4621712
638041784,0.12783302,-0.26781467,0.45761824
638051842,0.11929677,-0.26624486,0.45116812
638061784,0.12517431,-0.2619275,0.44719586
638071802,0.12387772,-0.26337257,0.4568097
638081797,0.13231975,-0.26658088,0.45692068
638091833,0.121612765,-0.2619721,0.45326814
638101784,0.12603103,-0.26530856,0.45225343
638111786,0.13369752,-0.257947,0.4607637
638121784,0.12591793,-0.26236066,0.45544714
638131817,0.12341699,-0.26432705,0.4540697
638141784,0.12609084,-0.26294535,0.44156578
638151803,0.12448109,-0.26702002,0.45777062
638161788,0.12617023,-0.2638237,0.44382364
638171835,0.1225108,-0.26665276,0.43691087
638181784,0.1281243,-0.26018798,0.46514186
638191817,0.1286996,-0.26525128,0.45789713
638201784,0.12267007,-0.26494753,0.44366238
638211816,0.12573087,-0.25995257,0.46522808
638221784,0.13247256,-0.2661046,0.4571051
638231818,0.12406661,-0.26738617,0.4469756
638241784,0.12741728,-0.2656849,0.44910854
638251818,0.11985993,-0.26510823,0.4532652
638261820,0.124901034,-0.26715428,0.45941254
638271816,0.12648325,-0.25671586,0.45973328
638281821,0.12710026,-0.26265323,0.44006124
638291798,0.12261421,-0.26225,0.45198914
638301784,0.1303769,-0.26660585,0.46003258
638311817,0.12626405,-0.26572737,0.44792423
638321784,0.12761492,-0.26404163,0.44802797
638331817,0.12184196,-0.26782417,0.46254507
638341784,0.12835293,-0.26567966,0.45868638
638351797,0.12226019,-0.26351807,0.4417374
638361784,0.12508269,-0.2617489,0.45878252
638371820,0.12648119,-0.26130432,0.45754156
638381784,0.12687406,-0.2668541,0.45769772
638391826,0.12323253,-0.25868,0.44127968
638401786,0.12738012,-0.26417533,0.45690712
638411809,0.13108051,-0.26220354,0.4581641
638421794,0.12248783,-0.26455566,0.44880828
638431846,0.12396667,-0.26516676,0.44304842
638441826,0.12804034,-0.26318303,0.45851338
638451797,0.12855354,-0.2598372,0.46427137
638461795,0.12145828,-0.2634946,0.4531306
638471885,0.125255,-0.26247734,0.45166725
638481803,0.12303188,-0.26253545,0.45819432
638491803,0.12602933,-0.26448902,0.45905146
638501785,0.12499839,-0.26068076,0.43866542
638511833,0.12502153,-0.262696,0.45825946
638521784,0.13242772,-0.26478043,0.45837104
638531822,0.12619609,-0.2637191,0.44309378
638541785,0.1211269,-0.26400653,0.44673884
638551795,0.12749562,-0.26526678,0.4558961
638561784,0.12280867,-0.26348525,0.45774707
638571806,0.12274322,-0.26323092,0.45734528
638581784,0.12835972,-0.26240176,0.44949555
638591795,0.12556957,-0.2613441,0.45628428
638601794,0.12919553,-0.26129624,0.45739323
638611795,0.12906455,-0.26124197,0.4363435
638621784,0.12847568,-0.26493347,0.45072094
638631795,0.12345194,-0.25930014,0.45758232
638641785,0.12426767,-0.26049277,0.45479804
638651793,0.12457292,-0.26424253,0.43942955
638661784,0.12121581,-0.26381373,0.45547718
638671796,0.12656982,-0.26306966,0.45503882
638681820,0.1259405,-0.26268435,0.4458111
638691795,0.12342601,-0.26567894,0.4560646
638701826,0.12145511,-0.26001865,0.46221924
638711834,0.12807572,-0.25992957,0.45976463
638721784,0.12649511,-0.26579162,0.4571485
638731816,0.11925217,-0.2616314,0.4501775
638741784,0.12514602,-0.2626481,0.4592444
638751815,0.13114302,-0.26383263,0.45639914
638761784,0.123235665,-0.2627814,0.4389412
638771817,0.124630325,-0.26112333,0.44230866
638781784,0.124934375,-0.26400056,0.4539711
638791817,0.12450686,-0.26193303,0.45704287
638801784,0.12603359,-0.26332045,0.44318286
638811816,0.12500331,-0.2641084,0.44752538
638821784,0.13021383,-0.26040992,0.4646375
638831815,0.12556463,-0.26697412,0.4564237
638841784,0.117949784,-0.26735863,0.45320448
638851803,0.124196574,-0.25957748,0.46355462
638861784,0.12714759,-0.26208007,0.45672366
638871816,0.12262379,-0.26586902,0.44721955
638881784,0.124557614,-0.26154655,0.46236002
638891841,0.12519352,-0.2624779,0.4444047
638901784,0.13270205,-0.26210096,0.45512497
638911828,0.13277882,-0.25686833,0.45970643
638921784,0.122975096,-0.26384655,0.43954927
638931803,0.1297942,-0.26479322,0.45623794
638941784,0.1264053,-0.26057175,0.45968416
638951805,0.12604463,-0.26394716,0.4451203
638961784,0.12517701,-0.26446742,0.45836937
638971801,0.12710802,-0.25993568,0.46234062
638981784,0.124964796,-0.26533824,0.45311204
638991832,0.12793279,-0.2639325,0.4593005
639001784,0.12541504,-0.2603754,0.45614782
639011787,0.12414089,-0.2620639,0.45612824
639021784,0.12674306,-0.2652263,0.45464712
639031789,0.11987054,-0.25951374,0.43721727
639041784,0.12711248,-0.26308316,0.45546547
639051792,0.12159125,-0.2657693,0.4538756
639061784,0.12374546,-0.2624867,0.44704518
639071824,0.12703647,-0.26613358,0.4553616
639081784,0.12639694,-0.2671752,0.45767015
639091792,0.12244527,-0.2623337,0.45450926
639101830,0.12753834,-0.26441145,0.45918906
639111800,0.124360345,-0.26363218,0.44768155
639121833,0.124360345,-0.26363218,0.44768155
639131866,0.124510914,-0.26006922,0.46142846
639141802,0.12726247,-0.26123753,0.45797935
639151824,0.12658018,-0.26076445,0.44124755
639161831,0.12664716,-0.2642597,0.46185458
639171816,0.12657635,-0.26474532,0.45710447
639181800,0.12535186,-0.26216888,0.4399338
639191813,0.12693912,-0.2615929,0.4468616
639201808,0.12535498,-0.26718795,0.45559338
639211787,0.119178645,-0.26186684,0.4500039
639221784,0.12754796,-0.26134282,0.46116745
639231787,0.1277411,-0.26261428,0.45346388
639241784,0.122125044,-0.26666924,0.45680144
639251787,0.12646073,-0.26212126,0.46036893
639261784,0.12396053,-0.26485106,0.4432218
639271827,0.12449881,-0.2615051,0.439273
639281784,0.14018005,-0.27168393,0.44870898
639291787,0.12799847,-0.2630965,0.44619665
639301814,0.123038046,-0.26442468,0.44002178
639311825,0.12173767,-0.2657754,0.45649108
639321784,0.12445311,-0.261415,0.46081072
639331824,0.12691139,-0.2632086,0.45439368
639341785,0.1271453,-0.2660945,0.45903775
639351803,0.12594104,-0.26055357,0.4615446
639361784,0.12449406,-0.26331118,0.4574046
639371804,0.12565078,-0.26208335,0.44949174
639381785,0.12556319,-0.26057562,0.44521508
639391788,0.12647395,-0.26251656,0.45774582
639401785,0.12732674,-0.2661774,0.4494153
639411828,0.12340699,-0.2660357,0.44985226
639421784,0.12539306,-0.26377124,0.45676857
639431795,0.12694764,-0.26420772,0.45786968
639441784,0.12728281,-0.26096573,0.46190476
639451795,0.13203713,-0.26115727,0.45815113
639461785,0.12404957,-0.26203534,0.4407079
639471795,0.12476335,-0.26294363,0.4632999
639481784,0.12489143,-0.2622041,0.45068452
639491795,0.12773946,-0.2609574,0.44226113
639501784,0.12591194,-0.2607532,0.45786598
639511800,0.12600732,-0.266846,0.45742255
639521820,0.12415836,-0.26116934,0.4533849
639531795,0.123213775,-0.2597818,0.45755792
639541825,0.12490338,-0.2660445,0.45259696
639551838,0.12444032,-0.2642455,0.4589217
639561784,0.12426885,-0.260084,0.45701423
639571795,0.12564011,-0.2621912,0.4430432
639581798,0.1304177,-0.26447824,0.45888093
639591794,0.12819329,-0.26527828,0.45869404
639601784,0.12566572,-0.264337,0.44232032
639611815,0.12697005,-0.26195988,0.44823733
639621784,0.12802131,-0.26134083,0.46355003
639631816,0.12602189,-0.26346293,0.45476165
639641784,0.126744,-0.26216576,0.45686966
639651816,0.1292381,-0.25861606,0.45169166
639661784,0.13382222,-0.26441413,0.4594931
639671817,0.12791976,-0.26162001,0.4574189
639681784,0.12064835,-0.25751567,0.44000316
639691810,0.129778,-0.2632815,0.45669538
639701784,0.13228436,-0.26879543,0.45341977
639711820,0.12368732,-0.26006156,0.44418675
639721786,0.12524913,-0.26522684,0.44733384
639731853,0.1215304,-0.26309395,0.45559373
639741792,0.12616636,-0.2550956,0.46418095
639751802,0.13123447,-0.26759273,0.4583171
639761784,0.12290383,-0.26588738,0.45506027
639771812,0.1260999,-0.26031277,0.4615582
