timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
656877423,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
700079854,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
701551145,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
705081407,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
718091373,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
730288364,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
766814713,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,2,1,2,1,0,0
775211460,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,2,1,2,1,0,0
