timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
633647166,633647166,0,0,0,0,0,0,0,0,0,0,0
634632673,634632673,0,0,0,0,0,0,0,0,0,0,0
635640478,635640478,0,0,0,0,0,0,0,0,0,0,0
636640467,636640467,0,0,0,0,0,0,0,0,0,0,0
637640808,637640808,0,0,0,0,0,0,0,0,0,0,0
638637465,638637465,0,0,0,0,0,0,0,0,0,0,0
639635547,639635547,0,0,0,0,0,0,0,0,0,0,0
640640480,640640480,0,0,0,0,0,0,0,0,0,0,0
641639538,641639538,0,0,0,0,0,0,0,0,0,0,0
642847998,642847998,0,0,0,0,0,0,0,0,0,0,0
643647379,643647379,0,0,0,0,0,0,0,0,0,0,0
644638506,644638506,0,0,0,0,0,0,0,0,0,0,0
645740672,645740672,0,0,0,0,0,0,0,0,0,0,0
646631518,646631518,0,0,0,0,0,0,0,0,0,0,0
647648647,647648647,0,0,0,0,0,0,0,0,0,0,0
648643571,648643571,0,0,0,0,0,0,0,0,0,0,0
649647149,649647149,0,0,0,0,0,0,0,0,0,0,0
650637616,650637616,0,0,0,0,0,0,0,0,0,0,0
651641466,651641466,0,0,0,0,0,0,0,0,0,0,0
652644474,652644474,0,0,0,0,0,0,0,0,0,0,0
653646464,653646464,0,0,0,0,0,0,0,0,0,0,0
654635542,654635542,0,0,0,0,0,0,0,0,0,0,0
655811607,655811607,0,0,0,0,0,0,0,0,0,0,0
656653554,656653554,0,0,0,0,0,0,0,0,0,0,0
657675009,657675009,0,0,0,0,0,0,0,0,0,0,0
658638480,658638480,0,0,0,0,0,0,0,0,0,0,0
659640562,659640562,0,0,0,0,0,0,0,0,0,0,0
660642465,660642465,0,0,0,0,0,0,0,0,0,0,0
661640478,661640478,0,0,0,0,0,0,0,0,0,0,0
662642578,662642578,0,0,0,0,0,0,0,0,0,0,0
663647529,663647529,0,0,0,0,0,0,0,0,0,0,0
664639536,664639536,0,0,0,0,0,0,0,0,0,0,0
665646461,665646461,0,0,0,0,0,0,0,0,0,0,0
666643537,666643537,0,0,0,0,0,0,0,0,0,0,0
667638468,667638468,0,0,0,0,0,0,0,0,0,0,0
668647836,668647836,0,0,0,0,0,0,0,0,0,0,0
669693116,669693116,0,0,0,0,0,0,0,0,0,0,0
670644476,670644476,0,0,0,0,0,0,0,0,0,0,0
671637732,671637732,0,0,0,0,0,0,0,0,0,0,0
672630713,672630713,0,0,0,0,0,0,0,0,0,0,0
673637464,673637464,0,0,0,0,0,0,0,0,0,0,0
674651500,674651500,0,0,0,0,0,0,0,0,0,0,0
675645469,675645469,0,0,0,0,0,0,0,0,0,0,0
676640460,676640460,0,0,0,0,0,0,0,0,0,0,0
677645942,677645942,0,0,0,0,0,0,0,0,0,0,0
678638456,678638456,0,0,0,0,0,0,0,0,0,0,0
679638469,679638469,0,0,0,0,0,0,0,0,0,0,0
680639846,680639846,0,0,0,0,0,0,0,0,0,0,0
681640485,681640485,0,0,0,0,0,0,0,0,0,0,0
682633499,682633499,0,0,0,0,0,0,0,0,0,0,0
683643473,683643473,0,0,0,0,0,0,0,0,0,0,0
684667466,684667466,0,0,0,0,0,0,0,0,0,0,0
685639526,685639526,0,0,0,0,0,0,0,0,0,0,0
686643553,686643553,0,0,0,0,0,0,0,0,0,0,0
687634572,687634572,0,0,0,0,0,0,0,0,0,0,0
688637535,688637535,0,0,0,0,0,0,0,0,0,0,0
689648041,689648041,0,0,0,0,0,0,0,0,0,0,0
690639531,690639531,0,0,0,0,0,0,0,0,0,0,0
691662503,691662503,0,0,0,0,0,0,0,0,0,0,0
692641534,692641534,0,0,0,0,0,0,0,0,0,0,0
693642474,693642474,0,0,0,0,0,0,0,0,0,0,0
694638467,694638467,0,0,0,0,0,0,0,0,0,0,0
695639470,695639470,0,0,0,0,0,0,0,0,0,0,0
696662478,696662478,0,0,0,0,0,0,0,0,0,0,0
697648469,697648469,0,0,0,0,0,0,0,0,0,0,0
698659473,698659473,0,0,0,0,0,0,0,0,0,0,0
699647477,699647477,0,0,0,0,0,0,0,0,0,0,0
700640459,700640459,0,0,0,0,0,0,0,0,0,0,0
701639473,701639473,0,0,0,0,0,0,0,0,0,0,0
702638625,702638625,0,0,0,0,0,0,0,0,0,0,0
703638747,703638747,0,0,0,0,0,0,0,0,0,0,0
704642532,704642532,0,0,0,0,0,0,0,0,0,0,0
705704464,705704464,0,0,0,0,0,0,0,0,0,0,0
706647469,706647469,0,0,0,0,0,0,0,0,0,0,0
707631596,707631596,0,0,0,0,0,0,0,0,0,0,0
708648831,708648831,0,0,0,0,0,0,0,0,0,0,0
709658277,709658277,0,0,0,0,0,0,0,0,0,0,0
710657541,710657541,0,0,0,0,0,0,0,0,0,0,0
711672894,711672894,0,0,0,0,0,0,0,0,0,0,0
712639492,712639492,0,0,0,0,0,0,0,0,0,0,0
713638792,713638792,0,0,0,0,0,0,0,0,0,0,0
714654542,714654542,0,0,0,0,0,0,0,0,0,0,0
715866527,715866527,0,0,0,0,0,0,0,0,0,0,0
717091545,717091545,0,0,0,0,0,0,0,0,0,0,0
