timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
716432143,22.017,22.070786,0.1736,0.084317505,0.0,26.220112,0.5341793,1.0675317,0.0,6,0,0,0,0,0,1,1,0,0,0
716937682,22.099,22.087988,0.0,0.074912176,0.0,26.229815,0.53923994,1.0667491,0.0,6,0,0,0,0,0,1,1,0,0,0
717431210,22.2302,22.090534,0.0,0.07944048,0.0,26.2402,0.5411745,1.0664501,0.0,6,0,0,0,0,0,1,1,0,0,0
717936808,22.2138,22.08976,0.0,0.06541934,0.0,26.24789,0.5403071,1.0665841,0.0,6,0,0,0,0,0,1,1,0,0,0
718442486,21.9842,22.16435,0.0,0.0658277,0.0,26.257092,0.54502875,1.0658553,0.0,6,0,0,0,0,0,1,1,0,0,0
718936105,22.017,22.106524,0.186,0.062437866,0.0,26.265318,0.53715426,1.0670714,0.0,6,0,0,0,0,0,1,1,0,0,0
719441666,22.1154,22.087929,0.19839999,0.06946278,0.0,26.27636,0.5362602,1.0672097,0.0,6,0,0,0,0,0,1,1,0,0,0
719946404,22.2794,22.095234,0.372,0.06561148,0.0,26.284216,0.540165,1.066606,0.0,6,0,0,0,0,0,1,1,0,0,0
720450441,22.197401,22.10565,0.049599998,0.06916198,0.0,26.294744,0.544221,1.0659798,0.0,6,0,0,0,0,0,1,1,0,0,0
720943255,21.8858,22.099884,0.0,0.068121,0.0,26.304277,0.54266363,1.0662202,0.0,6,0,0,0,0,0,1,1,0,0,0
721448804,22.017,22.109,0.024799999,0.08308825,0.0,26.31724,0.5459228,1.0657172,0.0,6,0,0,0,0,0,1,1,0,0,0
721953626,21.8858,22.116089,0.0,0.07504923,0.0,26.326723,0.54854304,1.0653133,0.0,6,0,0,0,0,0,1,1,0,0,0
722446445,22.304,22.108631,0.0,0.075044684,0.0,26.337172,0.5461641,1.06568,0.0,6,0,0,0,0,0,1,1,0,0,0
722951257,22.099,22.115225,0.3472,0.0735605,0.0,26.346706,0.54721695,1.0655177,0.0,6,0,0,0,0,0,1,1,0,0,0
723456959,22.1154,22.106897,0.049599998,0.054526694,0.0,26.352705,0.54420334,1.0659826,0.0,6,0,0,0,0,0,1,1,0,0,0
723950479,22.3122,22.109207,0.049599998,0.07278082,0.0,26.364218,0.54488,1.0658782,0.0,6,0,0,0,0,0,1,1,0,0,0
724456001,22.1892,22.105488,0.1736,0.077916175,0.0,26.375029,0.54345995,1.0660973,0.0,6,0,0,0,0,0,1,1,0,0,0
724961658,22.1072,22.098011,0.0,0.058447156,0.0,26.380856,0.54105765,1.0664681,0.0,6,0,0,0,0,0,1,1,0,0,0
725454452,22.0498,22.093155,0.0,0.069216765,0.0,26.39147,0.5397273,1.0666736,0.0,6,0,0,0,0,0,1,1,0,0,0
725960120,22.2466,22.103416,0.248,0.07727346,0.0,26.402409,0.5429707,1.0661727,0.0,6,0,0,0,0,0,1,1,0,0,0
726465642,22.1646,22.10639,0.2232,0.07719778,0.0,26.412981,0.54424626,1.0659759,0.0,6,0,0,0,0,0,1,1,0,0,0
