timestamp,load,ram_usage
632948439,0.400351,0.792849
633949532,0.477365,0.7930502
634950497,0.447521,0.7930502
635951442,0.451087,0.7930502
636952463,0.449951,0.7930502
637954262,0.445917,0.7930502
638954439,0.447051,0.7930502
639955554,0.451068,0.7930502
640957714,0.451763,0.7930502
641958582,0.441462,0.7930502
642960042,0.446735,0.7930502
643960439,0.450081,0.7930502
644962226,0.453261,0.7930502
645962717,0.452627,0.7930502
646963439,0.446704,0.7930502
647964567,0.450584,0.7930502
648965439,0.440524,0.7930502
649967050,0.450413,0.7930502
650967439,0.448129,0.7930502
651968633,0.451991,0.7930502
652972125,0.485358,0.7930502
653972873,0.486357,0.7930502
654973630,0.48451,0.7930502
655974439,0.46917,0.7930502
656976338,0.49479,0.7930502
657979377,0.531024,0.7930502
658981555,0.536182,0.7930502
659984410,0.560008,0.7930502
660985508,0.581286,0.7930502
661988857,0.572086,0.7930502
662989504,0.578557,0.7930502
663991893,0.580887,0.7930502
664996455,0.580305,0.7930502
665997130,0.580997,0.7930502
666998962,0.553904,0.7930502
667999439,0.544563,0.7930502
669000442,0.536999,0.7930502
670001439,0.542212,0.7930502
671002439,0.538574,0.7930502
672004269,0.54937303,0.7930502
673004439,0.544258,0.7930502
674005869,0.542299,0.7930502
675007821,0.542193,0.7930502
676009489,0.534095,0.7930502
677011516,0.536918,0.7930502
678013670,0.535009,0.7930502
679014462,0.537582,0.7930502
680015444,0.538216,0.7930502
681016564,0.532858,0.7930502
682019317,0.5318,0.7930502
683021962,0.53198,0.7930502
684022439,0.535683,0.7930502
685024002,0.539066,0.7930502
686024439,0.53559,0.7930502
687025439,0.532243,0.7930502
688028439,0.536223,0.7930502
689029854,0.529589,0.7930502
690030451,0.531126,0.7930502
691031555,0.541815,0.7930502
692033766,0.534739,0.7930502
693036339,0.532324,0.7930502
694039235,0.536811,0.7930502
695041725,0.534932,0.7930502
696044643,0.52698,0.7930502
697046101,0.539123,0.7930502
698048355,0.536813,0.7930502
699048442,0.541735,0.7930502
700050820,0.535715,0.7930502
701051779,0.451669,0.7930502
702052684,0.481769,0.7930502
703054369,0.512895,0.7930502
704056236,0.514055,0.7930502
705057482,0.51885,0.7930502
706059406,0.451059,0.7930502
707060439,0.448252,0.7930502
708063351,0.48426402,0.7930502
709064463,0.482652,0.7930502
710068754,0.482604,0.7930502
711070991,0.485887,0.7930502
712072202,0.48950002,0.7930502
713072994,0.489252,0.7930502
714073439,0.470808,0.7930502
715075373,0.451305,0.7930502
716077665,0.448264,0.7930502
717078534,0.449812,0.7930502
718079482,0.489532,0.7930502
719080985,0.553728,0.7930502
720081683,0.549322,0.7930502
721082542,0.539449,0.7930502
722083440,0.52249,0.7930502
723083474,0.509906,0.7930502
724085814,0.518197,0.7930502
725088118,0.513045,0.7930502
726089507,0.516601,0.7930502
727091888,0.512354,0.7930502
728092665,0.512992,0.7930502
729093439,0.510967,0.7930502
730095322,0.505606,0.7930502
731096737,0.457438,0.7930502
732097542,0.451277,0.7930502
733098542,0.476953,0.7930502
734099568,0.483104,0.7930502
735101439,0.484569,0.7930502
736102579,0.480868,0.7930502
737104307,0.480289,0.7930502
738105802,0.48581702,0.7930502
739105504,0.484045,0.7930502
740106439,0.486548,0.7930502
741107439,0.48485202,0.7930502
742108953,0.448214,0.7930502
743110420,0.446304,0.7930502
744111439,0.478708,0.7930502
745113563,0.483403,0.7930502
746114571,0.483648,0.7930502
747115871,0.472671,0.7930502
748115439,0.450434,0.7930502
749116567,0.450209,0.7930502
750118426,0.465871,0.7930502
751119637,0.484126,0.7930502
752120439,0.48571,0.7930502
753121439,0.484073,0.7930502
754123344,0.487502,0.7930502
755125000,0.482287,0.7930502
756125513,0.484975,0.7930502
757126595,0.459166,0.7930502
758127652,0.44937,0.7930502
759128439,0.450142,0.7930502
760129485,0.450263,0.7930502
761130504,0.45003,0.7930502
762131439,0.447589,0.7930502
763132439,0.444813,0.7930502
764134848,0.446106,0.7930502
765136387,0.448962,0.7930502
766137851,0.453456,0.7930502
767138624,0.46788,0.7930502
768139501,0.498886,0.7930502
769140599,0.498361,0.7930502
770142645,0.492812,0.7930502
771143447,0.49551,0.7930502
772144678,0.533104,0.7930502
773145958,0.540776,0.7930502
774146523,0.538937,0.7930502
775148009,0.536375,0.7930502
776147439,0.452867,0.7930502
777148693,0.44119,0.7930502
778149581,0.447819,0.7930502
779150548,0.44756,0.7930502
780152184,0.451778,0.7930502
781152751,0.484412,0.7930502
782153439,0.484026,0.7930502
783155204,0.480013,0.7930502
784155678,0.480124,0.7930502
785156642,0.482197,0.7930502
786157507,0.466674,0.7930502
787158508,0.485222,0.7930502
788159508,0.484826,0.7930502
789160464,0.483736,0.7930502
790162290,0.456888,0.7930502
791163639,0.448361,0.7930502
792164674,0.445609,0.7930502
793165442,0.44734702,0.7930502
794166439,0.452765,0.7930502
795167649,0.446212,0.7930502
796170439,0.44685102,0.7930502
797171509,0.441314,0.7930502
798174448,0.447042,0.7930502
799175555,0.448984,0.7930502
800178817,0.446953,0.7930502
801179578,0.485003,0.7930502
