timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
633715859,0.0006340933,0.00026945584,0.0004998613,0.0,0.0,0.0,0.0
633747933,-0.0016776547,-0.0015635667,0.00069589354,0.0,0.0,0.0,0.0
633779855,0.0011017583,-0.0006605694,0.00059211673,0.0,0.0,0.0,0.0
633811979,0.00092316046,-0.0005240431,0.00014430331,0.0,0.0,0.0,0.0
633839897,-0.00015204912,-0.00078876875,0.00076559954,0.0,0.0,0.0,0.0
633871923,0.00083937263,0.0011321381,6.634742e-05,0.0,0.0,0.0,0.0
633903873,-0.0015397831,-0.0002713874,-0.0008315039,0.0,0.0,0.0,0.0
633935917,-0.00046096928,2.1370128e-05,0.000110579655,0.0,0.0,0.0,0.0
633967865,-7.35037e-05,-0.0003940016,-0.0010085776,0.0,0.0,0.0,0.0
633999900,-0.0004461431,0.00022501685,-0.00041970564,0.0,0.0,0.0,0.0
634031884,-0.012205106,0.008748015,-0.074699156,0.0,0.0,0.0,0.0
634063976,-0.021925196,-0.011749984,0.0029309853,0.0,0.0,0.0,0.0
634091899,0.21897173,-0.037088957,0.020061813,0.0,0.0,0.0,0.0
634123926,0.40917522,0.15458113,-0.14221032,0.0,0.0,0.0,0.0
634155858,0.108685166,-0.10281114,-0.038642034,0.0,0.0,0.0,0.0
634189454,-0.3724425,-0.25759086,-0.27171293,0.0,0.0,0.0,0.0
634217464,0.42577842,-0.12305794,0.07472763,0.0,0.0,0.0,0.0
634249461,0.28348163,-0.033040144,-0.086911544,0.0,0.0,0.0,0.0
634281492,-0.019893292,0.013526985,0.033725023,0.0,0.0,0.0,0.0
634313493,0.036279846,-0.008040346,0.0023809164,0.0,0.0,0.0,0.0
634345478,-0.04522467,0.022001147,0.04526019,0.0,0.0,0.0,0.0
634377467,0.052377958,0.00908348,0.08177179,0.0,0.0,0.0,0.0
634409499,0.06301992,0.039649267,-0.072953284,0.0,0.0,0.0,0.0
634441497,-0.04193274,0.009841461,0.029139778,0.0,0.0,0.0,0.0
634469463,0.07617612,-0.010670857,-0.06510202,0.0,0.0,0.0,0.0
634501481,-0.010743529,0.007962748,0.040775556,0.0,0.0,0.0,0.0
634533480,-0.12732291,0.021949692,0.07198448,0.0,0.0,0.0,0.0
634565461,-0.12373904,-0.019905895,0.007465246,0.0,0.0,0.0,0.0
634597483,0.08228399,0.009823239,-0.026950741,0.0,0.0,0.0,0.0
634629502,0.07861602,0.006545005,-0.004387642,0.0,0.0,0.0,0.0
634661493,-0.14810066,-0.00995952,0.008229029,0.0,0.0,0.0,0.0
634690315,-0.10602514,-0.003369797,0.01944738,0.0,0.0,0.0,0.0
634723098,0.12926845,-0.03068425,-0.025828768,0.0,0.0,0.0,0.0
634755052,-0.10758609,0.012898687,0.03305989,0.0,0.0,0.0,0.0
