timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
639936440,-5.1630926,12.78,101387.0,1.2046453
639946762,-5.326916,12.78,101388.99,1.204669
639957440,-4.6610518,12.78,101381.0,1.204574
639980065,-5.242362,12.78,101388.0,1.2046572
639990470,-4.9939837,12.78,101385.0,1.2046216
640001451,-5.1630926,12.78,101387.0,1.2046453
640023837,-5.078538,12.78,101386.0,1.2046334
640034439,-5.078538,12.78,101386.0,1.2046334
640045550,-5.326916,12.78,101388.99,1.204669
640068258,-4.9094296,12.78,101384.0,1.2046096
640078440,-5.078538,12.78,101386.0,1.2046334
640089439,-5.078538,12.78,101386.0,1.2046334
640111817,-5.659848,12.78,101393.0,1.2047166
640122440,-5.1630926,12.78,101387.0,1.2046453
640133463,-5.1630926,12.78,101387.0,1.2046453
640156319,-5.326916,12.78,101388.99,1.204669
640166443,-4.9939837,12.78,101385.0,1.2046216
640177443,-5.1630926,12.78,101387.0,1.2046453
640199844,-5.326916,12.78,101388.99,1.204669
640210439,-5.078538,12.78,101386.0,1.2046334
640221449,-4.8248754,12.78,101382.99,1.2045977
640244535,-5.1630926,12.78,101387.0,1.2046453
640255953,-5.326916,12.78,101388.99,1.204669
640266440,-5.1630926,12.78,101387.0,1.2046453
640288440,-5.1630926,12.78,101387.0,1.2046453
640298439,-5.078538,12.78,101386.0,1.2046334
640309439,-4.9094296,12.78,101384.0,1.2046096
640332275,-5.4114704,12.78,101390.0,1.2046809
640342439,-5.49074,12.78,101391.0,1.2046928
640353504,-5.242362,12.78,101388.0,1.2046572
640375851,-4.6610518,12.78,101381.0,1.204574
640386451,-4.745606,12.78,101382.0,1.2045859
640397451,-4.4126735,12.78,101378.0,1.2045383
640420410,-5.49074,12.78,101391.0,1.2046928
640431921,-5.49074,12.78,101391.0,1.2046928
640442451,-5.078538,12.78,101386.0,1.2046334
640464559,-5.242362,12.78,101388.0,1.2046572
640474451,-4.9939837,12.78,101385.0,1.2046216
640485450,-4.9939837,12.78,101385.0,1.2046216
640507450,-5.575294,12.78,101392.0,1.2047046
640518448,-5.4114704,12.78,101390.0,1.2046809
640529618,-5.4114704,12.78,101390.0,1.2046809
640551439,-5.078538,12.78,101386.0,1.2046334
640562459,-5.078538,12.78,101386.0,1.2046334
640574020,-4.4972277,12.78,101379.0,1.2045503
640595439,-4.9939837,12.78,101385.0,1.2046216
640606515,-4.9094296,12.78,101384.0,1.2046096
640617444,-5.078538,12.78,101386.0,1.2046334
640639491,-4.9939837,12.78,101385.0,1.2046216
640650440,-4.8248754,12.78,101382.99,1.2045977
640661754,-4.9094296,12.78,101384.0,1.2046096
640683439,-5.242362,12.78,101388.0,1.2046572
640694472,-5.242362,12.78,101388.0,1.2046572
640705464,-4.8248754,12.78,101382.99,1.2045977
640727439,-5.242362,12.78,101388.0,1.2046572
640738443,-5.242362,12.78,101388.0,1.2046572
640749806,-4.9094296,12.78,101384.0,1.2046096
640771439,-4.9939837,12.78,101385.0,1.2046216
640782558,-5.1630926,12.78,101387.0,1.2046453
640793499,-4.9939837,12.78,101385.0,1.2046216
640814439,-4.8248754,12.78,101382.99,1.2045977
640825486,-5.242362,12.78,101388.0,1.2046572
640836443,-5.242362,12.78,101388.0,1.2046572
640858507,-4.9939837,12.78,101385.0,1.2046216
