timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
633473737,40.26682161806931,116.23585483311643,81.19105,1.2251534,0.74945885,5.2326093,0.75549984,1,1,0
800770025,40.26683580204462,116.23585643227956,80.72656,2.8023396,0.885142,5.697101,0.53021497,1,1,0
