timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
635446058,1.2805597,0.7750951,5.109472,0.76157,0.0,-0.0058091916,0.004837362,0.04748,0.0,0.0,-0.0,0.0,0.0,0.0
635545371,1.2831155,0.77599007,5.103529,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1870561,0.0,0.0,0.0
635649362,1.2849963,0.7774494,5.0983586,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.186764,0.0,0.0,0.0
635750036,1.2867395,0.7786897,5.096285,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1867304,0.0,0.0,0.0
635850552,1.2881385,0.78046817,5.0957904,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1867027,0.0,0.0,0.0
635954417,1.2895492,0.7822533,5.0923934,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865814,0.0,0.0,0.0
636054048,1.2917311,0.7838504,5.0878205,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865547,0.0,0.0,0.0
636154717,1.2938424,0.78542125,5.0812984,0.7602687,0.0,0.0,0.0,0.7,0.0,0.0,-1.1864592,0.0,0.0,0.0
636258573,1.2963927,0.78886527,5.0743475,0.7615738,0.0,0.0,0.0,0.0454,0.0,0.0,-0.0,0.0,0.0,0.0
636358056,1.2987207,0.7917978,5.0677776,0.7617099,0.0,0.0,0.0,0.036,0.0,0.0,-0.0,0.0,0.0,0.0
636459337,1.3010378,0.79566723,5.063907,0.76213044,0.0,0.0,0.0,0.043339998,0.0,0.0,-0.0,0.0,0.0,0.0
636563345,1.3034782,0.79905677,5.061497,0.76221,0.0,0.0,0.0,0.04461,0.0,0.0,-0.0,0.0,0.0,0.0
636663050,1.3064173,0.8011413,5.0583835,0.76241124,0.0,0.0,0.0,0.038340002,0.0,0.0,-0.0,0.0,0.0,0.0
636763207,1.309201,0.8031395,5.055857,0.7626091,0.0,0.0,0.0,0.04288,0.0,0.0,-0.0,0.0,0.0,0.0
636867442,1.3118938,0.8053216,5.054543,0.7627839,0.0,0.0,0.0,0.04476,0.0,0.0,-0.0,0.0,0.0,0.0
636966866,1.3143913,0.80702364,5.050934,0.76299053,0.0,0.0,0.0,0.03633,0.0,0.0,-0.0,0.0,0.0,0.0
637070866,1.3169981,0.80926037,5.048754,0.76300335,0.0,0.0,0.0,0.034900002,0.0,0.0,-0.0,0.0,0.0,0.0
637173169,1.3194238,0.81129074,5.044395,0.7631031,0.0,0.0,0.0,0.04564,0.0,0.0,-0.0,0.0,0.0,0.0
637276780,1.3211771,0.8123306,5.039736,0.7636989,0.0,0.0,0.0,0.04106,0.0,0.0,-0.0,0.0,0.0,0.0
637376674,1.3230153,0.81353384,5.033772,0.7632697,0.0,0.0,0.0,0.0341,0.0,0.0,-0.0,0.0,0.0,0.0
637480585,1.3248351,0.81635195,5.0259895,0.76350075,0.0,0.0,0.0,0.011623395,0.0,0.0,-0.0,0.0,0.0,0.0
637581615,1.3265467,0.81855714,5.0191545,0.7639283,0.0,0.0,0.0,-7.05719e-05,0.0,0.0,-0.0,0.0,0.0,0.0
637681362,1.3284647,0.8214872,5.012036,0.76379997,0.0,0.0,0.0,-8.010864e-05,0.0,0.0,-0.0,0.0,0.0,0.0
637783260,1.3301166,0.82370836,5.006028,0.7651316,0.0,0.0,0.0,-8.1539154e-05,0.0,0.0,-0.0,0.0,0.0,0.0
637886445,1.3315159,0.8244741,5.002171,0.7638934,0.0,0.0,0.0,-0.00011110306,0.0,0.0,-0.0,0.0,0.0,0.0
637986209,1.3331141,0.82572377,5.001849,0.7645023,0.0,0.0,0.0,-7.200241e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638086409,1.3339102,0.8267656,4.998599,0.76484597,0.0,0.0,0.0,-8.8214874e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638190392,1.3350697,0.82823396,4.996423,0.76524794,0.0,0.0,0.0,-0.000104904175,0.0,0.0,-0.0,0.0,0.0,0.0
638291456,1.3364366,0.8305139,4.993408,0.7648978,0.0,0.0,0.0,-7.1525574e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638390846,1.337957,0.8322825,4.9894295,0.7657,0.0,0.0,0.0,-7.104874e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638494848,1.3390605,0.8348055,4.9897084,0.76479924,0.0,0.0,0.0,-0.00010442734,0.0,0.0,-0.0,0.0,0.0,0.0
638595377,1.3399553,0.83733815,4.9913487,0.7653518,0.0,0.0,0.0,-0.00015878677,0.0,0.0,-0.0,0.0,0.0,0.0
638695045,1.3401226,0.8393802,4.9948597,0.7669046,0.0,0.0,0.0,-6.151199e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638798933,1.340683,0.84229076,4.9986744,0.76666033,0.0,0.0,0.0,-6.484985e-05,0.0,0.0,-0.0,0.0,0.0,0.0
638899124,1.3411629,0.84589946,5.004431,0.7657943,0.0,0.0,0.0,0.04265,0.0,0.0,-0.0,0.0,0.0,0.0
639000482,1.3419654,0.8481463,5.0082645,0.76677656,0.0,0.0,0.0,0.032840002,0.0,0.0,-0.0,0.0,0.0,0.0
639104637,1.3427262,0.8496839,5.011008,0.7676631,0.0,0.0,0.0,0.035290003,0.0,0.0,-0.0,0.0,0.0,0.0
639204811,1.3432759,0.8511289,5.0130963,0.7675436,0.0,0.0,0.0,0.04362,0.0,0.0,-0.0,0.0,0.0,0.0
639304561,1.3434796,0.85265493,5.013104,0.7675988,0.0,0.0,0.0,0.03517,0.0,0.0,-0.0,0.0,0.0,0.0
639408572,1.3439547,0.8540276,5.0108523,0.76803774,0.0,0.0,0.0,0.03607,0.0,0.0,-0.0,0.0,0.0,0.0
639510077,1.3443996,0.8551944,5.009971,0.7679344,0.0,0.0,0.0,0.03717,0.0,0.0,-0.0,0.0,0.0,0.0
639610419,1.3451233,0.8561237,5.011523,0.7684696,0.0,0.0,0.0,0.043330003,0.0,0.0,-0.0,0.0,0.0,0.0
639710261,1.3462105,0.8569175,5.0124993,0.76872563,0.0,0.0,0.0,0.03732,0.0,0.0,-0.0,0.0,0.0,0.0
639814155,1.3472753,0.85804754,5.0139365,0.7680156,0.0,0.0,0.0,0.03664,0.0,0.0,-0.0,0.0,0.0,0.0
639914319,1.3483216,0.85955465,5.015492,0.76827776,0.0,0.0,0.0,0.042480003,0.0,0.0,-0.0,0.0,0.0,0.0
640015768,1.3491582,0.8609169,5.0177584,0.7683505,0.0,0.0,0.0,0.03391,0.0,0.0,-0.0,0.0,0.0,0.0
640116178,1.3493156,0.86256343,5.0178823,0.7684106,0.0,0.0,0.0,0.04536,0.0,0.0,-0.0,0.0,0.0,0.0
640220248,1.3494508,0.86467785,5.0185127,0.76827234,0.0,0.0,0.0,0.045819998,0.0,0.0,-0.0,0.0,0.0,0.0
640319644,1.3494753,0.867012,5.0199556,0.7690112,0.0,0.0,0.0,0.03326,0.0,0.0,-0.0,0.0,0.0,0.0
640423809,1.3497895,0.8696131,5.0223484,0.7684399,0.0,0.0,0.0,0.03354,0.0,0.0,-0.0,0.0,0.0,0.0
640525682,1.3503304,0.8717997,5.0257688,0.76926875,0.0,0.0,0.0,0.04393,0.0,0.0,-0.0,0.0,0.0,0.0
640625256,1.3513155,0.874315,5.0285068,0.7691624,0.0,0.0,0.0,0.03261,0.0,0.0,-0.0,0.0,0.0,0.0
640725618,1.3522983,0.87709373,5.0335193,0.7694649,0.0,0.0,0.0,0.043190002,0.0,0.0,-0.0,0.0,0.0,0.0
640829600,1.3530767,0.8807356,5.0363283,0.76950186,0.0,0.0,0.0,0.04206,0.0,0.0,-0.0,0.0,0.0,0.0
640929610,1.3536872,0.8840232,5.037293,0.7698791,0.0,0.0,0.0,0.03789,0.0,0.0,-0.0,0.0,0.0,0.0
641030957,1.3543408,0.8875927,5.0385404,0.7696486,0.0,0.0,0.0,0.03739,0.0,0.0,-0.0,0.0,0.0,0.0
641131387,1.3551352,0.89136195,5.0387363,0.7697174,0.0,0.0,0.0,0.04337,0.0,0.0,-0.0,0.0,0.0,0.0
641235350,1.3558266,0.8946526,5.0367985,0.76990324,0.0,0.0,0.0,0.04471,0.0,0.0,-0.0,0.0,0.0,0.0
641334954,1.356347,0.89718354,5.0371327,0.771362,0.0,0.0014832513,0.0064321198,0.03541,0.0,0.0,-0.0,0.0,0.0,0.0
641438863,1.3559914,0.8999964,5.039459,0.7708585,0.0,0.0,0.0,0.03576,0.0,0.0,-0.0,0.0,0.0,0.0
641540097,1.3553667,0.90267473,5.0439286,0.7706193,0.0,0.0,0.0,0.051640004,0.0,0.0,-0.0,0.0,0.0,0.0
641640572,1.355139,0.9063047,5.0488625,0.7709287,0.0,0.0,0.0,0.03711,0.0,0.0,-0.0,0.0,0.0,0.0
641740983,1.3549037,0.9100657,5.0552287,0.7710889,0.0,0.0,0.0,0.0428,0.0,0.0,-0.0,0.0,0.0,0.0
641845064,1.3548893,0.91401744,5.060666,0.77085245,0.0,0.0,0.0,0.045909997,0.0,0.0,-0.0,0.0,0.0,0.0
641944583,1.3550705,0.91735274,5.0647182,0.7713225,0.0,0.0,0.0,0.03275,0.0,0.0,-0.0,0.0,0.0,0.0
642045077,1.354765,0.92078465,5.068651,0.77165604,0.0,0.0,0.0,0.04571,0.0,0.0,-0.0,0.0,0.0,0.0
642146454,1.354497,0.9240588,5.075262,0.7718931,0.0,0.0,0.0,0.04205,0.0,0.0,-0.0,0.0,0.0,0.0
642250376,1.355214,0.92764324,5.082843,0.77171063,0.0,0.0,0.0,0.04285,0.0,0.0,-0.0,0.0,0.0,0.0
642350240,1.3560588,0.93094355,5.0873637,0.7713664,0.0,0.0,0.0,0.03497,0.0,0.0,-0.0,0.0,0.0,0.0
642454065,1.3575041,0.93448013,5.090342,0.7721707,0.0,0.0,0.0,0.03703,0.0,0.0,-0.0,0.0,0.0,0.0
642554612,1.3588834,0.9374407,5.0940695,0.7724963,0.0,0.0,0.0,0.04367,0.0,0.0,-0.0,0.0,0.0,0.0
642655851,1.3599494,0.93927115,5.0946674,0.77266365,0.0,0.0,0.0,0.03804,0.0,0.0,-0.0,0.0,0.0,0.0
642756064,1.3608212,0.9411372,5.096541,0.7722932,0.0,0.0,0.0,0.0435,0.0,0.0,-0.0,0.0,0.0,0.0
642859985,1.361407,0.94236386,5.099998,0.7721143,0.0,0.0,0.0,0.0426,0.0,0.0,-0.0,0.0,0.0,0.0
642959750,1.3618317,0.94329774,5.1039605,0.77290773,0.0,0.0,0.0,0.036760002,0.0,0.0,-0.0,0.0,0.0,0.0
643060043,1.3628887,0.9442923,5.105796,0.77241707,0.0,0.0,0.0,0.04309,0.0,0.0,-0.0,0.0,0.0,0.0
643161395,1.3638326,0.9457792,5.104498,0.7722274,0.0,0.0,0.0,0.03636,0.0,0.0,-0.0,0.0,0.0,0.0
643265425,1.3655101,0.9477647,5.102116,0.7728442,0.0,0.0,0.0,0.037299998,0.0,0.0,-0.0,0.0,0.0,0.0
643365598,1.3668746,0.94932383,5.100383,0.77331626,0.0,0.0,0.0,0.042969998,0.0,0.0,-0.0,0.0,0.0,0.0
643465409,1.3676404,0.95127225,5.1020746,0.7734104,0.0,0.0,0.0,0.03787,0.0,0.0,-0.0,0.0,0.0,0.0
643569245,1.3683928,0.9539819,5.103571,0.7722975,0.0,0.0,0.0,0.03404,0.0,0.0,-0.0,0.0,0.0,0.0
643670655,1.369727,0.95689195,5.1086955,0.77269137,0.0,0.0,0.0,0.046,0.0,0.0,-0.0,0.0,0.0,0.0
643770182,1.3704433,0.9585504,5.114434,0.7743793,0.0,0.0,0.0,0.03743,0.0,0.0,-0.0,0.0,0.0,0.0
643874097,1.3711661,0.960516,5.1134295,0.77349937,0.0,0.0,0.0,0.03483,0.0,0.0,-0.0,0.0,0.0,0.0
643974362,1.3716067,0.962517,5.110522,0.77389807,0.0,0.0,0.0,0.04276,0.0,0.0,-0.0,0.0,0.0,0.0
644078527,1.3728839,0.9633963,5.109632,0.77530533,0.0,0.0,0.0,0.04422,0.0,0.0,-0.0,0.0,0.0,0.0
644178263,1.3738537,0.964445,5.1085415,0.7748977,0.0,0.0,0.0,0.03789,0.0,0.0,-0.0,0.0,0.0,0.0
644278439,1.3754318,0.9673417,5.104951,0.77467835,0.0,0.0,0.0,0.04179,0.0,0.0,-0.0,0.0,0.0,0.0
644380893,1.3766046,0.9698683,5.102258,0.7904709,0.0,0.0,0.0,0.05205,0.0,0.0,-0.0,0.0,0.0,0.0
644484128,1.3784206,0.9719046,5.099882,0.8052574,0.0,0.0,0.0,0.043799996,0.0,0.0,-0.0,0.0,0.0,0.0
644583637,1.3792896,0.97462964,5.0969453,0.7231864,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865919,0.0,0.0,0.0
644684011,1.3813996,0.97765756,5.094038,0.60059506,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865402,0.0,0.0,0.0
644788934,1.3831794,0.9805316,5.0909657,0.47841382,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865379,0.0,0.0,0.0
644890029,1.385739,0.98596704,5.0899234,0.37193644,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865579,0.0,0.0,0.0
644989376,1.3878288,0.9906225,5.0902047,0.2974847,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865759,0.0,0.0,0.0
645089561,1.3910136,0.99637187,5.090326,0.2615477,0.0,0.0,0.0,0.7,0.0,0.0,-1.1865433,0.0,0.0,0.0
645194018,1.3936708,1.0014967,5.0937414,0.77572966,0.0,0.0,0.0,0.04614,0.0,0.0,-0.0,0.0,0.0,0.0
645293342,1.3959713,1.0067886,5.1002703,0.7754125,0.0,0.0,0.0,0.03522,0.0,0.0,-0.0,0.0,0.0,0.0
645393922,1.3981402,1.0119016,5.109889,0.7758041,0.0,0.0,0.0,0.046159998,0.0,0.0,-0.0,0.0,0.0,0.0
645498174,1.400903,1.0175378,5.1226273,0.77583927,0.0,0.0,0.0,0.03464,0.0,0.0,-0.0,0.0,0.0,0.0
645598756,1.4030099,1.0224257,5.1323576,0.7761188,0.0,0.0,0.0,0.04676,0.0,0.0,-0.0,0.0,0.0,0.0
645702723,1.4048609,1.0267942,5.139838,0.77607334,0.0,0.0,0.0,0.04641,0.0,0.0,-0.0,0.0,0.0,0.0
645806409,1.406485,1.0312086,5.144968,0.7764126,0.0,0.0,0.0,0.04168,0.0,0.0,-0.0,0.0,0.0,0.0
645906168,1.4079396,1.035939,5.1510906,0.77641034,0.0,0.0,0.0,0.03385,0.0,0.0,-0.0,0.0,0.0,0.0
646006627,1.4090189,1.0402644,5.154424,0.776441,0.0,0.0,0.0,0.042809997,0.0,0.0,-0.0,0.0,0.0,0.0
646106981,1.4095645,1.0442672,5.154826,0.77657074,0.0,0.0,0.0,0.03637,0.0,0.0,-0.0,0.0,0.0,0.0
646211775,1.4096617,1.0478266,5.156639,0.77693886,0.0,0.0,0.0,0.03729,0.0,0.0,-0.0,0.0,0.0,0.0
646312170,1.4089444,1.0505733,5.159522,0.77715284,0.0,0.0,0.0,0.04384,0.0,0.0,-0.0,0.0,0.0,0.0
646416414,1.4086876,1.0534785,5.161234,0.7766983,0.0,0.0,0.0,0.04745,0.0,0.0,-0.0,0.0,0.0,0.0
646515646,1.4089583,1.0564414,5.1601796,0.7768153,0.0,0.0,0.0,0.03547,0.0,0.0,-0.0,0.0,0.0,0.0
646616217,1.4092406,1.0594715,5.1564035,0.777104,0.0,0.0,0.0,0.04533,0.0,0.0,-0.0,0.0,0.0,0.0
646721016,1.4095945,1.0628724,5.154399,0.7772995,0.0,0.0,0.0,0.043420002,0.0,0.0,-0.0,0.0,0.0,0.0
646825010,1.4099075,1.0663438,5.154683,0.777384,0.0,0.0,0.0,0.04508,0.0,0.0,-0.0,0.0,0.0,0.0
646924587,1.4101089,1.0696388,5.155401,0.7775208,0.0,0.0,0.0,0.03495,0.0,0.0,-0.0,0.0,0.0,0.0
647028636,1.41022,1.0732884,5.1556144,0.7776439,0.0,0.0,0.0,0.037759997,0.0,0.0,-0.0,0.0,0.0,0.0
647129152,1.4102753,1.076901,5.154708,0.77742314,0.0,0.0,0.0,0.04646,0.0,0.0,-0.0,0.0,0.0,0.0
647228602,1.4103221,1.0806952,5.1534877,0.7775733,0.0,0.0,0.0,0.038149998,0.0,0.0,-0.0,0.0,0.0,0.0
647329822,1.4103055,1.0848842,5.1545854,0.7779265,0.0,0.0,0.0,0.05031,0.0,0.0,-0.0,0.0,0.0,0.0
647434548,1.4103351,1.0896918,5.1583147,0.7782585,0.0,0.0,0.0,0.04464,0.0,0.0,-0.0,0.0,0.0,0.0
647534063,1.4102536,1.0942214,5.1603303,0.7782421,0.0,0.0,0.0,0.03464,0.0,0.0,-0.0,0.0,0.0,0.0
647634528,1.410398,1.0977927,5.159961,0.77783173,0.0,0.0,0.0,0.015791481,0.0,0.0,-0.0,0.0,0.0,0.0
647738534,1.4104304,1.1008776,5.1634417,0.7785935,0.0,0.0,0.0,0.0071387407,0.0,0.0,-0.0,0.0,0.0,0.0
647838191,1.4110339,1.1039255,5.166465,0.77853465,0.0,0.0,0.0,6.4373016e-05,0.0,0.0,-0.0,0.0,0.0,0.0
647939218,1.4118162,1.1070983,5.166808,0.77842116,0.0,0.0,0.0,4.6253204e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648043498,1.4128382,1.1110716,5.1650014,0.7786108,0.0,0.0,0.0,8.4877014e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648143010,1.4135914,1.11477,5.163219,0.7787678,0.0,0.0,0.0,3.5762787e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648243462,1.4145526,1.1181477,5.1642494,0.7787443,0.0,0.0,0.0,4.6253204e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648347381,1.4151816,1.1212744,5.1682587,0.7786271,0.0,0.0,0.0,5.4836273e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648446969,1.4157721,1.124121,5.1724353,0.7787724,0.0,0.0,0.0,3.4809113e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648550927,1.4162077,1.1268562,5.176109,0.77909905,0.0,0.0,0.0,6.389618e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648652804,1.4168904,1.1298697,5.1799564,0.7776915,0.0,0.0,0.0,5.38826e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648752877,1.4171307,1.1321095,5.185884,0.78022474,0.0,-3.4382625e-05,0.0057300627,2.7656555e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648852614,1.4180567,1.1337446,5.1886544,0.7797924,0.0,0.0,0.0,6.914139e-05,0.0,0.0,-0.0,0.0,0.0,0.0
648956626,1.418985,1.136339,5.187984,0.7790659,0.0,0.0,0.0,5.7697296e-05,0.0,0.0,-0.0,0.0,0.0,0.0
649057018,1.4198476,1.140177,5.183563,0.7799927,0.0,0.0,0.0,6.389618e-05,0.0,0.0,-0.0,0.0,0.0,0.0
649158206,1.4202535,1.143767,5.181134,0.7795762,0.0,0.0,0.0,4.5776367e-05,0.0,0.0,-0.0,0.0,0.0,0.0
649258395,1.4215332,1.1476811,5.1785355,0.7796949,0.0,0.0,0.0,5.4359436e-05,0.0,0.0,-0.0,0.0,0.0,0.0
649362669,1.4224564,1.1512411,5.17427,0.77988946,0.0,0.0,0.0,3.8146973e-05,0.0,0.0,-0.0,0.0,0.0,0.0
649462277,1.4247835,1.156046,5.170182,0.7800265,0.0,0.0,0.0,-0.03609,0.0,0.0,-0.0,0.0,0.0,0.0
649562487,1.4269564,1.1607288,5.1668863,0.7799531,0.0,0.0,0.0,-0.04406,0.0,0.0,-0.0,0.0,0.0,0.0
649667415,1.4289771,1.1643667,5.1643867,0.78016055,0.0,0.0,0.0,-0.04492,0.0,0.0,-0.0,0.0,0.0,0.0
649766950,1.4302329,1.1674246,5.1615057,0.78016543,0.0,0.0,0.0,-0.034930002,0.0,0.0,-0.0,0.0,0.0,0.0
649867377,1.4307103,1.1703163,5.1639357,0.7800857,0.0,0.0,0.0,-0.043799996,0.0,0.0,-0.0,0.0,0.0,0.0
649971422,1.4307752,1.1729686,5.166176,0.7806767,0.0,0.0,0.0,-0.044649996,0.0,0.0,-0.0,0.0,0.0,0.0
650070983,1.4321007,1.1775149,5.165217,0.7797513,0.0,0.0,0.0,0.33685043,0.0,0.0,-4.148809,0.0,0.0,0.0
650175047,1.4346908,1.193201,5.155389,0.7797513,0.0,0.0,0.0,0.12952186,0.0,0.0,-4.2350855,0.0,0.0,0.0
650275226,1.4365447,1.2265142,5.1263733,0.7797513,0.0,0.0,0.0,-0.079353616,0.0,0.0,-4.4009366,0.0,0.0,0.0
650376453,1.4391514,1.2864395,5.0784483,0.7797513,0.0,0.0,0.0,-0.2937902,0.0,0.0,-5.1871047,0.0,0.0,0.0
650476927,1.4442123,1.3932233,5.0295715,0.7797513,0.0,0.0,0.0,-0.5071865,0.0,0.0,-5.987321,0.0,0.0,0.0
650581975,1.4529048,1.5623084,4.9600224,0.7797513,0.0,0.0,0.0,-0.7358486,0.0,0.0,-5.2735863,0.0,0.0,0.0
650684828,1.475611,1.8020678,4.8577003,0.7797513,0.0,0.16753489,2.2903583,-0.6882108,0.0,0.0,-3.8499286,0.0,0.0,0.0
650784554,1.5018243,2.0563293,4.71681,0.7797513,0.0,0.21966362,2.4420419,-0.30436563,0.0,0.0,-2.4970818,0.0,0.0,0.0
650886210,1.5341053,2.3139954,4.568315,0.7797513,0.0,0.2710705,2.440593,-0.487586,0.0,0.0,-2.932893,0.0,0.0,0.0
650990171,1.5716397,2.5709763,4.429819,0.7797513,0.0,0.31030864,2.3687665,-0.5177745,0.0,0.0,-3.0735834,0.0,0.0,0.0
651090559,1.6184235,2.80442,4.3049784,0.7797513,0.0,0.34837264,2.262125,-0.5180825,0.0,0.0,-3.1453135,0.0,0.0,0.0
651190079,1.6647145,3.0303564,4.1825747,0.7797513,0.0,0.3792899,2.2094953,-0.51807255,0.0,0.0,-3.3128488,0.0,0.0,0.0
651294210,1.716399,3.255141,4.0644526,0.7797513,0.0,0.39175385,2.1530063,-0.51807255,0.0,0.0,-3.5137975,0.0,0.0,0.0
651396284,1.7671262,3.4724228,3.9585423,0.7797513,0.0,0.40932617,2.1196015,-0.51807255,0.0,0.0,-3.6328113,0.0,0.0,0.0
651495756,1.8213707,3.6886587,3.8589706,0.7762679,0.0,0.4202235,2.1185384,-0.51807255,0.0,0.0,-3.6961253,0.0,0.0,0.0
651596541,1.8765285,3.9030116,3.7605839,0.73547786,0.0,0.42864788,2.0982535,-0.51807255,0.0,0.0,-3.650826,0.0,0.0,0.0
651700051,1.9378734,4.121914,3.6535301,0.669989,0.0,0.46138415,2.1059284,-0.50689113,0.0,0.0,-3.5561016,0.0,0.0,0.0
651799806,1.9965712,4.3321204,3.5475228,0.6158338,0.0,0.4819056,2.1040676,-0.5021295,0.0,0.0,-3.5243464,0.0,0.0,0.0
651900860,2.0599794,4.541886,3.4393542,0.6089788,0.0,0.5005656,2.0933244,-0.5020075,0.0,0.0,-3.6321461,0.0,0.0,0.0
652004813,2.1246574,4.757254,3.3330176,0.60898054,0.0,0.52711254,2.090195,-0.5020075,0.0,0.0,-3.7665663,0.0,0.0,0.0
652104567,2.1892042,4.9603014,3.232011,0.60898304,0.0,0.5452151,2.083915,-0.5020079,0.0,0.0,-3.7772243,0.0,0.0,0.0
652208606,2.2581,5.1719637,3.129053,0.60898304,0.0,0.57762456,2.0759,-0.5020079,0.0,0.0,-3.782693,0.0,0.0,0.0
652308864,2.3280156,5.3744044,3.030268,0.60898304,0.0,0.60640836,2.0698547,-0.5020079,0.0,0.0,-3.7890873,0.0,0.0,0.0
652408475,2.398613,5.5771155,2.930115,0.60898304,0.0,0.63932025,2.072519,-0.5020079,0.0,0.0,-3.7599275,0.0,0.0,0.0
652512716,2.4753637,5.7856054,2.8268409,0.60898304,0.0,0.65929455,2.0602396,-0.5020079,0.0,0.0,-3.7786758,0.0,0.0,0.0
652614068,2.5529065,5.9909315,2.7287817,0.60898304,0.0,0.68969816,2.0640445,-0.5020079,0.0,0.0,-3.7919831,0.0,0.0,0.0
652715519,2.6330018,6.1944647,2.6329424,0.60898304,0.0,0.7064928,2.0385005,-0.5020079,0.0,0.0,-3.820378,0.0,0.0,0.0
652814251,2.7148967,6.399438,2.5407434,0.60898304,0.0,0.7357064,2.058515,-0.5020079,0.0,0.0,-3.8173866,0.0,0.0,0.0
652918236,2.8036497,6.6130056,2.4467738,0.60898304,0.0,0.76044494,2.0551975,-0.5020079,0.0,0.0,-3.8260527,0.0,0.0,0.0
653019949,2.8903546,6.817156,2.3594775,0.60898304,0.0,0.78158444,2.0359151,-0.5020079,0.0,0.0,-3.8188918,0.0,0.0,0.0
653118061,2.9778361,7.020833,2.2718644,0.60898304,0.0,0.81714,2.0650148,-0.5020079,0.0,0.0,-3.7941167,0.0,0.0,0.0
653221123,3.0710897,7.2303085,2.178778,0.60898304,0.0,0.8396166,2.0458183,-0.5020079,0.0,0.0,-3.7752728,0.0,0.0,0.0
653324130,3.1701775,7.4471736,2.0818233,0.60898304,0.0,0.8695054,2.0542405,-0.5020079,0.0,0.0,-3.7703564,0.0,0.0,0.0
