timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
693095317,-0.014428214,0.025965678,1.3597108,0.0,0.7775189,-0.013771244,0.005560789,0.6286841,0.3748314,1.0,1,0,0,0,0,0,0
693195967,-0.015368631,0.04200984,1.3602022,0.0,0.77721316,-0.019181285,0.011498501,0.6288398,0.36883062,1.0,1,0,0,0,0,0,0
693295325,-0.015515483,0.02401545,1.36071,0.0,0.77721137,-0.013583261,0.00445394,0.6290772,0.37559974,1.0,1,0,0,0,0,0,0
693397473,-0.014445851,0.041141566,1.3612038,0.0,0.7769159,-0.018555518,0.011441844,0.62922686,0.37466112,1.0,1,0,0,0,0,0,0
693501269,-0.014508578,0.034093693,1.3616961,0.0,0.776828,-0.016365374,0.008679553,0.6294403,0.3767776,1.0,1,0,0,0,0,0,0
693600867,-0.0160548,0.035689484,1.3621842,0.0,0.7766467,-0.017470147,0.008808612,0.62963253,0.38175854,1.0,1,0,0,0,0,0,0
693704986,-0.015925232,0.038468532,1.3626947,0.0,0.77646005,-0.018296935,0.009924142,0.6298226,0.37907442,1.0,1,0,0,0,0,0,0
693805248,-0.017302802,0.027919404,1.3631996,0.0,0.776385,-0.015512146,0.0053897724,0.630045,0.37946543,1.0,1,0,0,0,0,0,0
693906758,-0.011464549,0.04462219,1.3637476,0.0,0.77610654,-0.01850951,0.0137086185,0.630181,0.3747394,1.0,1,0,0,0,0,0,0
694006460,-0.016522577,0.037244372,1.3642594,0.0,0.7759738,-0.018150723,0.009246458,0.6304361,0.37313616,1.0,1,0,0,0,0,0,0
694110537,-0.012587918,0.030363461,1.3647865,0.0,0.77590054,-0.014457765,0.007812519,0.6306412,0.38159183,1.0,1,0,0,0,0,0,0
694210817,-0.013016154,0.03973672,1.3652873,0.0,0.7756566,-0.017581427,0.011309914,0.6308089,0.3781005,1.0,1,0,0,0,0,0,0
694310482,-0.013338307,0.03606424,1.3657949,0.0,0.7755283,-0.016550882,0.009779496,0.63102007,0.38189405,1.0,1,0,0,0,0,0,0
694412194,-0.013220092,0.038577233,1.3662798,0.0,0.77535284,-0.017300284,0.01078723,0.6311992,0.37619206,1.0,1,0,0,0,0,0,0
694516068,-0.015993653,0.035625696,1.366738,0.0,0.77521217,-0.017446328,0.008763386,0.6313992,0.37669146,1.0,1,0,0,0,0,0,0
694616931,-0.012249112,0.03790391,1.3671879,0.0,0.7750808,-0.016716333,0.010824994,0.6315482,0.3794106,1.0,1,0,0,0,0,0,0
694716110,-0.016158072,0.04002838,1.3676829,0.0,0.7748688,-0.018904371,0.010409429,0.6317536,0.37479657,1.0,1,0,0,0,0,0,0
694820069,-0.016084006,0.034721386,1.3681533,0.0,0.7747728,-0.017201886,0.00837209,0.63195026,0.37587532,1.0,1,0,0,0,0,0,0
694921611,-0.011844847,0.037152015,1.3686163,0.0,0.7746398,-0.016329914,0.010649544,0.6321022,0.37181112,1.0,1,0,0,0,0,0,0
695020906,-0.01491416,0.03780119,1.3690543,0.0,0.7744691,-0.017725982,0.00992708,0.6322855,0.37402898,1.0,1,0,0,0,0,0,0
695124898,-0.010045287,0.033999298,1.3694329,0.0,0.7744227,-0.014640784,0.009990985,0.6324201,0.375067,1.0,1,0,0,0,0,0,0
695225243,-0.015516814,0.038636178,1.3697921,0.0,0.7742222,-0.018226938,0.01005324,0.6325715,0.37644443,1.0,1,0,0,0,0,0,0
695329388,-0.01088095,0.03555409,1.3701719,0.0,0.7741696,-0.015459704,0.010323144,0.63270515,0.3788273,1.0,1,0,0,0,0,0,0
695433696,-0.012141107,0.039253384,1.3707452,0.0,0.7739445,-0.017120698,0.011351737,0.6329202,0.37679088,1.0,1,0,0,0,0,0,0
695533130,-0.014480685,0.031173198,1.3711146,0.0,0.7738806,-0.015471064,0.00748096,0.63309836,0.38211718,1.0,1,0,0,0,0,0,0
