timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
634277321,32767,32767,32767,32767,32767,-55,32767,32767
634281350,32767,32767,32767,32767,32767,32767,32767,32767
634285321,32767,32767,32767,32767,-49,32767,32767,32767
634289321,32767,32767,32767,32767,32767,-76,32767,32767
634293321,32767,32767,32767,32767,32767,32767,32767,32767
634297321,32767,32767,32767,32767,-59,-56,32767,32767
634301321,32767,32767,32767,32767,32767,32767,32767,32767
634305321,32767,32767,32767,32767,32767,32767,32767,32767
634309321,32767,32767,32767,32767,-70,-76,32767,32767
634313321,32767,32767,32767,32767,32767,32767,32767,32767
634317321,32767,32767,32767,32767,32767,-56,32767,32767
634321321,32767,32767,32767,32767,32767,32767,32767,32767
634325321,32767,32767,32767,32767,32767,32767,32767,32767
634329321,32767,32767,-59,32767,-66,-76,32767,32767
634333321,32767,32767,32767,32767,32767,32767,32767,32767
634337321,32767,32767,32767,32767,32767,-55,32767,32767
634341321,32767,32767,32767,32767,-71,32767,32767,32767
634345337,32767,32767,32767,32767,32767,32767,32767,32767
634349362,32767,32767,32767,32767,-49,-76,32767,32767
634353321,32767,32767,32767,32767,32767,32767,32767,32767
634357321,32767,32767,32767,32767,32767,-55,32767,32767
634361350,32767,32767,32767,32767,32767,32767,32767,32767
634365338,32767,32767,32767,32767,32767,32767,32767,32767
634369321,32767,32767,32767,32767,32767,-76,32767,32767
634373321,32767,32767,32767,32767,-71,32767,32767,32767
634377321,32767,32767,32767,32767,32767,-55,32767,32767
634381358,32767,32767,32767,32767,-49,32767,32767,32767
634385321,32767,32767,32767,32767,32767,32767,32767,32767
634389321,32767,32767,32767,32767,32767,-76,32767,32767
634393321,32767,32767,32767,32767,-68,32767,32767,32767
634397321,32767,32767,32767,32767,32767,-55,32767,32767
634401326,32767,32767,32767,32767,32767,32767,32767,32767
634405321,32767,32767,32767,32767,32767,32767,32767,32767
634409321,32767,32767,32767,32767,32767,-76,32767,32767
634413321,32767,32767,32767,32767,-49,32767,32767,32767
634417326,32767,32767,32767,32767,32767,-55,32767,32767
634421334,32767,32767,32767,32767,32767,32767,32767,32767
634425321,32767,32767,32767,32767,-59,32767,32767,32767
634429341,32767,32767,32767,32767,32767,-76,32767,32767
634433321,32767,32767,32767,32767,32767,32767,32767,32767
634437321,32767,32767,32767,32767,-71,-55,32767,32767
634441321,32767,32767,32767,32767,32767,32767,32767,32767
634445321,32767,32767,32767,32767,32767,32767,32767,32767
634449321,32767,32767,32767,32767,32767,-76,32767,32767
634453321,32767,32767,32767,32767,32767,32767,32767,32767
634457321,32767,32767,32767,32767,-69,-55,32767,32767
